question_id,question_type,orig_target,hypernym,neg1,neg2,neg3,neg4,model,correct
143982,existAttrC,zebra,zebra,kangaroo,milk,stove,basket,Molmo-D,1
143985,existAttrNotC,zebra,zebra,meat,locomotive,bowl,drawer,Molmo-D,1
161554,existAttrC,giraffe,giraffe,fruit,cake,bedroom,cheese,Molmo-D,1
162374,existAttrC,horse,horse,kitten,juice,chandelier,soap,Molmo-D,1
162375,existAttrC,horse,horse,brush,planter,refrigerator,suitcase,Molmo-D,1
162378,existAttrNotC,horse,horse,dispenser,towel,spoon,bottle,Molmo-D,1
179798,existAttrC,airplane,airplane,pot,curtain,wall,sidewalk,Molmo-D,1
179799,existAttrC,airplane,airplane,poster,cap,sheep,countertop,Molmo-D,1
179801,existAttrNotC,airplane,airplane,collar,bicycle,carrot,pavement,Molmo-D,1
179809,existAttrC,fork,fork,football,desk,towel,vest,Molmo-D,1
179811,existAttrNotC,fork,fork,tower,bench,building,racket,Molmo-D,1
182083,existAttrC,knife,knife,watch,planter,candle,bench,Molmo-D,1
183305,existAttrC,train,train,taxi,bottle,table,lamp,Molmo-D,1
183309,existAttrNotC,train,train,bedspread,cactus,broom,bathtub,Molmo-D,1
186630,existAttrNotC,clock,clock,audience,meat,cat,mud,Molmo-D,1
193566,existAttrC,racket,racket,suitcase,horse,ring,hay,Molmo-D,1
193568,existAttrNotC,racket,racket,cage,carriage,bread,store,Molmo-D,1
193569,existAttrNotC,racket,racket,kettle,crosswalk,bunny,tissue,Molmo-D,1
193570,existAttrNotC,racket,racket,snowboard,bedspread,toilet,bag,Molmo-D,1
193919,existAttrC,table,table,doorway,store,vest,roadway,Molmo-D,1
193933,existMaterialNotC,table,table,shoe,stove,placemat,crown,Molmo-D,1
193934,existMaterialNotC,table,table,branch,ship,laptop,paddle,Molmo-D,1
201672,existAttrC,banana,banana,bathtub,wristband,bathroom,box,Molmo-D,1
201673,existAttrC,banana,banana,bench,kettle,desk,crown,Molmo-D,1
201676,existAttrNotC,banana,banana,surfboard,branch,tray,building,Molmo-D,1
201677,existAttrNotC,banana,banana,building,bread,tray,branch,Molmo-D,1
202681,existAttrC,skateboard,skateboard,spatula,sidewalk,elephant,piano,Molmo-D,1
202686,existAttrNotC,skateboard,skateboard,kitchen,pitcher,laptop,patio,Molmo-D,1
211096,existAttrNotC,racket,racket,couch,artwork,sponge,sofa,Molmo-D,1
216502,existMaterialNotC,knife,knife,bucket,bowl,fan,train,Molmo-D,1
216752,existMaterialNotC,fork,fork,boat,wall,cabin,microphone,Molmo-D,1
216777,existAttrNotC,fork,fork,drawer,fan,canoe,spoon,Molmo-D,1
219823,existAttrC,dog,dog,ring,oven,bathroom,drum,Molmo-D,1
219825,existAttrNotC,dog,dog,graffiti,chicken,camera,donkey,Molmo-D,1
254961,existAttrC,cat,cat,cow,audience,baby,dog,Molmo-D,1
254962,existAttrC,cat,cat,zebra,man,baby,audience,Molmo-D,1
254964,existAttrNotC,cat,cat,woman,dog,seagull,lady,Molmo-D,1
254987,existAttrC,cat,cat,sand,boot,bathtub,bottle,Molmo-D,1
254989,existAttrNotC,cat,cat,ornament,wristband,cooker,vest,Molmo-D,1
265169,existAttrNotC,zebra,zebra,boy,sheep,horse,picture,Molmo-D,1
270155,existAttrNotC,racket,racket,station,boot,pot,microwave,Molmo-D,1
280597,existAttrC,surfboard,surfboard,house,foil,train,bedspread,Molmo-D,1
280601,existAttrNotC,surfboard,surfboard,ornament,coat,package,cake,Molmo-D,1
285018,existAttrC,surfboard,surfboard,spoon,jeep,earring,poster,Molmo-D,1
285019,existAttrC,surfboard,surfboard,doll,scarf,uniform,house,Molmo-D,1
285022,existAttrNotC,surfboard,surfboard,bottle,chandelier,napkin,blind,Molmo-D,1
285037,existAttrC,surfboard,surfboard,sandwich,brush,tire,bun,Molmo-D,1
285090,existAttrNotC,wetsuit,wetsuit,ship,donut,cat,magnet,Molmo-D,1
301137,existAttrNotC,table,table,dock,couple,building,clock,Molmo-D,1
301139,existMaterialC,table,table,cookie,cup,coat,soap,Molmo-D,1
301140,existMaterialNotC,table,table,tunnel,piano,sword,doll,Molmo-D,1
307399,existAttrNotC,table,table,building,bat,boat,clock,Molmo-D,1
307402,existMaterialC,table,table,sink,bathtub,bear,wall,Molmo-D,1
313900,existAttrC,hat,hat,comforter,cap,canoe,cabinet,Molmo-D,1
313903,existAttrNotC,hat,hat,sail,collar,apple,desk,Molmo-D,1
313972,existAttrC,baseball,baseball,shirt,helmet,ball,fan,Molmo-D,1
313975,existAttrNotC,baseball,baseball,dispenser,goat,pole,river,Molmo-D,1
316506,existAttrC,boat,boat,path,hose,cabinet,fork,Molmo-D,1
316508,existAttrNotC,boat,boat,tray,glass,snowboard,zebra,Molmo-D,1
316522,existAttrC,boat,boat,sandwich,train,shirt,apron,Molmo-D,1
316523,existAttrC,boat,boat,tablecloth,earring,carrot,house,Molmo-D,1
316525,existAttrNotC,boat,boat,wetsuit,racket,glass,planter,Molmo-D,1
316553,existMaterialC,boat,boat,knife,placemat,microphone,cart,Molmo-D,1
316555,existMaterialNotC,boat,boat,cart,drawer,paddle,sword,Molmo-D,1
324650,existAttrC,ball,ball,parrot,collar,bridge,skirt,Molmo-D,1
324652,existAttrNotC,ball,ball,lid,dock,surfboard,bed,Molmo-D,1
333677,existAttrNotC,airplane,airplane,bunny,graffiti,thermometer,countertop,Molmo-D,1
337869,existAttrNotC,chair,chair,cow,wool,can,sand,Molmo-D,1
379950,existAttrNotC,table,table,roadway,camera,zebra,cup,Molmo-D,1
397540,existAttrC,bike,bike,countertop,purse,platter,skirt,Molmo-D,1
397544,existAttrNotC,bike,bike,elephant,trash,candle,vest,Molmo-D,1
407312,existAttrC,desk,desk,bed,earring,tire,elephant,Molmo-D,1
407315,existAttrNotC,desk,desk,branch,fruit,dock,train,Molmo-D,1
407316,existAttrNotC,desk,desk,couch,helmet,fruit,dispenser,Molmo-D,1
413845,existAttrNotC,helmet,helmet,box,truck,scooter,cap,Molmo-D,1
413846,existAttrNotC,helmet,helmet,backpack,juice,bear,toothbrush,Molmo-D,1
415282,existAttrC,horse,horse,artwork,tray,wetsuit,crowd,Molmo-D,1
415283,existAttrC,horse,horse,bench,seat,uniform,boot,Molmo-D,1
415284,existAttrC,horse,horse,bus,bat,coat,cockpit,Molmo-D,1
415286,existAttrNotC,horse,horse,bus,coat,bush,sand,Molmo-D,1
440485,existAttrC,table,table,picture,camera,jersey,skirt,Molmo-D,1
440487,existAttrNotC,table,table,cup,bottle,phone,purse,Molmo-D,1
449474,existAttrC,airplane,airplane,bike,desk,cake,blanket,Molmo-D,1
449475,existAttrC,airplane,airplane,fireplace,football,swimsuit,spatula,Molmo-D,1
449476,existAttrC,airplane,airplane,boat,table,tractor,bookshelf,Molmo-D,1
449478,existAttrNotC,airplane,airplane,horse,coat,sword,van,Molmo-D,1
453078,existAttrNotC,fork,fork,lid,fish,water,pipe,Molmo-D,1
459705,existAttrNotC,skateboard,skateboard,tablecloth,counter,pan,eagle,Molmo-D,1
462480,existAttrC,zebra,zebra,newspaper,motorcycle,drum,bunny,Molmo-D,1
462482,existAttrNotC,zebra,zebra,cat,ornament,bear,shirt,Molmo-D,1
462523,existAttrC,zebra,zebra,giraffe,cat,cow,sheep,Molmo-D,1
462525,existAttrNotC,zebra,zebra,sheep,man,elephant,cat,Molmo-D,1
475187,existAttrC,bag,bag,elephant,card,horse,canoe,Molmo-D,1
475189,existAttrNotC,bag,bag,parrot,skateboard,tray,skirt,Molmo-D,1
477762,existAttrC,frisbee,frisbee,cereal,hallway,camera,snowboard,Molmo-D,1
477767,existAttrNotC,frisbee,frisbee,toilet,spatula,napkin,soup,Molmo-D,1
477769,existAttrNotC,frisbee,frisbee,bird,burger,trash,pizza,Molmo-D,1
514102,existAttrC,sand,sand,knife,ring,jacket,pole,Molmo-D,1
514104,existAttrNotC,sand,sand,banana,jet,microphone,card,Molmo-D,1
514105,existAttrNotC,sand,sand,lid,dispenser,countertop,owl,Molmo-D,1
514119,existAttrC,sand,sand,floor,table,river,skateboard,Molmo-D,1
544886,existAttrC,fence,fence,bridge,hallway,crown,jacket,Molmo-D,1
544888,existAttrNotC,fence,fence,bus,chandelier,napkin,knife,Molmo-D,1
544889,existAttrNotC,fence,fence,watch,sauce,coffee,baby,Molmo-D,1
544912,existMaterialC,fence,fence,sword,boot,dishwasher,train,Molmo-D,1
549596,existAttrC,dog,dog,placemat,pencil,fireplace,zebra,Molmo-D,1
549598,existAttrNotC,dog,dog,pipe,watch,doorway,microphone,Molmo-D,1
554744,existAttrC,laptop,laptop,cart,sail,placemat,ball,Molmo-D,1
554745,existAttrC,laptop,laptop,shoe,drawer,glaze,tray,Molmo-D,1
554747,existAttrNotC,laptop,laptop,meat,radio,audience,chair,Molmo-D,1
565589,existMaterialC,table,table,cap,watch,sink,ball,Molmo-D,1
565591,existMaterialNotC,table,table,sword,brush,sculpture,surfboard,Molmo-D,1
565592,existMaterialNotC,table,table,fireplace,airplane,pen,locomotive,Molmo-D,1
577680,existAttrC,phone,phone,cake,keyboard,sea,clock,Molmo-D,1
577684,existAttrNotC,phone,phone,pouch,knife,wristband,airplane,Molmo-D,1
586142,existAttrC,hat,hat,stadium,dock,jet,soap,Molmo-D,1
586145,existAttrNotC,hat,hat,headband,ring,tea,tie,Molmo-D,1
586146,existAttrNotC,hat,hat,bus,mask,mud,lettuce,Molmo-D,1
610150,existAttrNotC,giraffe,giraffe,knife,wristband,kettle,burger,Molmo-D,1
620518,existAttrC,clock,clock,broccoli,toilet,phone,cart,Molmo-D,1
620520,existAttrNotC,clock,clock,banana,urinal,bridge,fan,Molmo-D,1
624772,existAttrC,bat,bat,drawer,piano,notebook,bike,Molmo-D,1
624777,existAttrNotC,bat,bat,floor,purse,pizza,zebra,Molmo-D,1
639942,existAttrNotC,giraffe,giraffe,radio,ocean,liquid,lamp,Molmo-D,1
640049,existAttrC,fence,fence,cart,sponge,notebook,dispenser,Molmo-D,1
640051,existAttrNotC,fence,fence,cat,airplane,cheese,vest,Molmo-D,1
644037,existAttrNotC,motorcycle,motorcycle,pipe,pond,luggage,donut,Molmo-D,1
688845,existAttrC,can,can,racket,television,locomotive,necklace,Molmo-D,1
688847,existAttrNotC,can,can,bathtub,cabinet,vase,glove,Molmo-D,1
690541,existAttrNotC,towel,towel,vase,coat,seat,bucket,Molmo-D,1
696984,existAttrC,parrot,parrot,van,hay,bracelet,chair,Molmo-D,1
696987,existAttrNotC,parrot,parrot,patio,lid,sea,laptop,Molmo-D,1
700943,existAttrNotC,wetsuit,wetsuit,floor,necklace,box,guitar,Molmo-D,1
701005,existAttrNotC,surfboard,surfboard,pencil,locomotive,cart,package,Molmo-D,1
724262,existAttrC,refrigerator,refrigerator,lid,cup,water,drawer,Molmo-D,1
727816,existAttrNotC,fence,fence,sweater,racket,dish,aircraft,Molmo-D,1
737619,existAttrC,cat,cat,store,mask,ring,comforter,Molmo-D,1
737621,existAttrNotC,cat,cat,pavement,backpack,truck,dumpster,Molmo-D,1
747885,existMaterialNotC,cow,cow,pot,vase,sink,ring,Molmo-D,1
750116,existAttrNotC,chair,chair,fish,fence,building,scooter,Molmo-D,1
760179,existAttrC,woman,woman,elephant,boy,bear,doll,Molmo-D,1
760181,existAttrNotC,woman,woman,surfer,cat,giraffe,dog,Molmo-D,1
760182,existAttrNotC,woman,woman,dog,elephant,boy,frog,Molmo-D,1
770866,existAttrC,dog,dog,jacket,magnet,broccoli,frog,Molmo-D,1
770867,existAttrC,dog,dog,ball,candle,dish,earring,Molmo-D,1
770869,existAttrNotC,dog,dog,bunny,jersey,drawer,frisbee,Molmo-D,1
770870,existAttrNotC,dog,dog,dispenser,dock,bag,can,Molmo-D,1
770871,existAttrNotC,dog,dog,bottle,spatula,clock,vest,Molmo-D,1
788186,existAttrNotC,surfboard,surfboard,blouse,cart,dock,artwork,Molmo-D,1
789529,existAttrNotC,spoon,spoon,earring,glaze,snowboard,water,Molmo-D,1
789530,existAttrNotC,spoon,spoon,dishwasher,audience,spatula,suitcase,Molmo-D,1
803737,existAttrC,truck,truck,man,bathroom,bench,kitchen,Molmo-D,1
803771,existAttrC,truck,truck,tissue,magnet,hose,guitar,Molmo-D,1
803773,existAttrNotC,truck,truck,ocean,can,surfboard,van,Molmo-D,1
824117,existAttrC,bench,bench,lake,cart,sand,motorcycle,Molmo-D,1
824120,existAttrNotC,bench,bench,television,shoe,bush,cup,Molmo-D,1
835656,existAttrC,train,train,watch,baseball,wristband,boat,Molmo-D,1
835658,existAttrNotC,train,train,horse,dispenser,uniform,cup,Molmo-D,1
839831,existAttrNotC,racket,racket,pole,brush,couch,dispenser,Molmo-D,1
844304,existAttrNotC,bench,bench,mask,mud,horse,cookie,Molmo-D,1
844305,existAttrNotC,bench,bench,ocean,dog,hay,fish,Molmo-D,1
853977,existMaterialC,bag,bag,sofa,bench,necklace,bracelet,Molmo-D,1
866824,existAttrC,backpack,backpack,pitcher,airplane,sink,picture,Molmo-D,1
866826,existAttrNotC,backpack,backpack,curtain,bottle,vase,shoe,Molmo-D,1
871460,existAttrC,table,table,cabinet,lamp,bun,dock,Molmo-D,1
871508,existAttrNotC,hat,hat,notepad,desk,highway,dish,Molmo-D,1
871509,existAttrNotC,hat,hat,dish,station,phone,sheep,Molmo-D,1
885539,existAttrC,refrigerator,refrigerator,dress,carriage,aircraft,blouse,Molmo-D,1
885542,existAttrNotC,refrigerator,refrigerator,ketchup,backpack,artwork,boat,Molmo-D,1
885544,existAttrNotC,refrigerator,refrigerator,bathtub,clock,watch,bedroom,Molmo-D,1
906844,existAttrNotC,helmet,helmet,antenna,wristband,heater,candle,Molmo-D,1
906885,existAttrC,snowboard,snowboard,carriage,glaze,boat,graffiti,Molmo-D,1
906888,existAttrNotC,snowboard,snowboard,seagull,jeep,coffee,kitchen,Molmo-D,1
919516,existAttrNotC,table,table,dish,patio,bed,bun,Molmo-D,1
919517,existAttrNotC,table,table,blind,highway,fur,donkey,Molmo-D,1
919519,existAttrNotC,table,table,ketchup,laptop,napkin,bedspread,Molmo-D,1
919632,existAttrC,bottle,bottle,notebook,mask,pipe,sausage,Molmo-D,1
919637,existAttrNotC,bottle,bottle,spatula,pot,bicycle,zebra,Molmo-D,1
924953,existAttrC,cat,cat,counter,wine,shirt,monitor,Molmo-D,1
924954,existAttrC,cat,cat,urinal,pineapple,pot,juice,Molmo-D,1
924956,existAttrNotC,cat,cat,fence,river,blouse,paddle,Molmo-D,1
935951,existAttrNotC,blanket,blanket,bird,keyboard,toothbrush,boot,Molmo-D,1
946035,existAttrC,dog,dog,baby,driver,bun,girl,Molmo-D,1
946036,existAttrC,dog,dog,surfer,driver,baby,fur,Molmo-D,1
965217,existAttrC,microwave,microwave,crown,keyboard,picture,bus,Molmo-D,1
965218,existAttrC,microwave,microwave,pen,cereal,bird,bottle,Molmo-D,1
975573,existAttrC,bench,bench,sheep,helmet,crosswalk,camera,Molmo-D,1
975575,existAttrNotC,bench,bench,poster,bridge,tray,towel,Molmo-D,1
984595,existAttrC,broccoli,broccoli,skateboard,collar,bag,shoe,Molmo-D,1
993278,existAttrC,apple,apple,can,fan,kettle,bush,Molmo-D,1
1016765,existAttrC,frisbee,frisbee,napkin,path,oven,poster,Molmo-D,1
1016767,existAttrNotC,frisbee,frisbee,tea,sculpture,airplane,pole,Molmo-D,1
1033697,existAttrNotC,fence,fence,chair,couple,dock,wall,Molmo-D,1
1033698,existAttrNotC,fence,fence,table,chair,couple,building,Molmo-D,1
1033825,existAttrC,bat,bat,sausage,trash,dish,oven,Molmo-D,1
1033826,existAttrC,bat,bat,parrot,keyboard,pitcher,motorcycle,Molmo-D,1
1033828,existAttrNotC,bat,bat,basket,apple,boat,wristband,Molmo-D,1
1033836,existMaterialC,bat,bat,couch,pizza,station,pot,Molmo-D,1
1033838,existMaterialNotC,bat,bat,pitcher,house,pot,spoon,Molmo-D,1
1052872,existAttrNotC,clock,clock,eagle,robe,burger,tablecloth,Molmo-D,1
1062987,existAttrC,coat,coat,helmet,sweater,kitchen,river,Molmo-D,1
1062989,existAttrNotC,coat,coat,dumpster,ornament,pizza,napkin,Molmo-D,1
1104693,existAttrNotC,fork,fork,cookie,microwave,radio,sauce,Molmo-D,1
1118101,existAttrC,cup,cup,store,pot,boot,bathroom,Molmo-D,1
1118149,existAttrC,table,table,station,beard,oven,monitor,Molmo-D,1
1118151,existAttrC,table,table,pavement,lamp,helmet,dish,Molmo-D,1
1124265,existAttrC,clock,clock,bridge,coat,bat,platter,Molmo-D,1
1124555,existAttrC,train,train,scooter,sand,magnet,pizza,Molmo-D,1
1131920,existAttrC,fence,fence,suitcase,motorcycle,blind,spatula,Molmo-D,1
1160781,existAttrC,hat,hat,floor,sofa,zoo,jersey,Molmo-D,1
1177975,existAttrNotC,bat,bat,motorcycle,saucer,bucket,bench,Molmo-D,1
1179502,existAttrC,cat,cat,frisbee,sauce,backpack,curtain,Molmo-D,1
1179503,existAttrC,cat,cat,pan,bun,pastry,poster,Molmo-D,1
1179505,existAttrNotC,cat,cat,glass,sheep,radio,gravel,Molmo-D,1
1182893,existAttrNotC,table,table,dock,building,chair,clock,Molmo-D,1
1182897,existMaterialC,table,table,cake,cabinet,bathroom,countertop,Molmo-D,1
1182898,existMaterialNotC,table,table,fork,wall,sculpture,chair,Molmo-D,1
1182946,existAttrC,wine,wine,glove,box,liquid,bowl,Molmo-D,1
1182950,existAttrNotC,wine,wine,liquid,glove,box,scarf,Molmo-D,1
1188154,existAttrNotC,helmet,helmet,bicycle,mask,tent,headband,Molmo-D,1
1188182,existAttrC,motorcycle,motorcycle,sandwich,apron,microwave,bicycle,Molmo-D,1
1188183,existAttrC,motorcycle,motorcycle,robe,candle,wine,platter,Molmo-D,1
1188184,existAttrC,motorcycle,motorcycle,flower,parrot,swimsuit,countertop,Molmo-D,1
1188188,existAttrNotC,motorcycle,motorcycle,mud,sand,wine,wall,Molmo-D,1
1190595,existAttrC,clock,clock,beard,swimsuit,scooter,lettuce,Molmo-D,1
1190598,existAttrNotC,clock,clock,phone,sidewalk,chicken,drawer,Molmo-D,1
1190605,existAttrC,clock,clock,parrot,toothbrush,notebook,watch,Molmo-D,1
1209249,existAttrC,cat,cat,pan,bicycle,broccoli,bird,Molmo-D,1
1209251,existAttrNotC,cat,cat,ring,tunnel,uniform,roadway,Molmo-D,1
1218857,existAttrC,coat,coat,broom,soap,sofa,cabin,Molmo-D,1
1218882,existAttrC,helmet,helmet,bed,robe,boat,phone,Molmo-D,1
1229003,existAttrNotC,clock,clock,phone,bench,shoe,jet,Molmo-D,1
1229015,existAttrC,clock,clock,pole,table,picture,bed,Molmo-D,1
1243069,existMaterialC,fence,fence,dock,paddle,chair,seat,Molmo-D,1
1243070,existMaterialC,fence,fence,cup,fan,drum,fireplace,Molmo-D,1
1243071,existMaterialC,fence,fence,cake,tunnel,oven,tire,Molmo-D,1
1275317,existMaterialNotC,table,table,spatula,lamp,cabin,keyboard,Molmo-D,1
1275334,existAttrNotC,table,table,pitcher,drum,cake,basket,Molmo-D,1
1284094,existAttrC,surfboard,surfboard,car,bridge,cake,beer,Molmo-D,1
1284095,existAttrC,surfboard,surfboard,blanket,poster,laptop,knife,Molmo-D,1
1284096,existAttrC,surfboard,surfboard,stadium,vase,bat,headband,Molmo-D,1
1284098,existAttrNotC,surfboard,surfboard,bottle,scooter,uniform,skirt,Molmo-D,1
1286870,existAttrNotC,table,table,shoe,bird,pouch,dispenser,Molmo-D,1
1286871,existAttrNotC,table,table,sea,heater,bunny,lamb,Molmo-D,1
1286886,existAttrNotC,table,table,boat,clock,couple,bat,Molmo-D,1
1298287,existAttrC,dog,dog,beer,desk,beard,bed,Molmo-D,1
1298289,existAttrNotC,dog,dog,collar,mud,purse,dress,Molmo-D,1
1298290,existAttrNotC,dog,dog,towel,bear,package,ocean,Molmo-D,1
1325595,existAttrC,cow,cow,candle,path,kitten,counter,Molmo-D,1
1325596,existAttrC,cow,cow,microphone,path,package,camera,Molmo-D,1
1325598,existAttrNotC,cow,cow,blanket,sheep,seat,uniform,Molmo-D,1
1346808,existAttrC,camera,camera,bat,meat,airplane,box,Molmo-D,1
1351216,existAttrC,train,train,fork,van,package,basket,Molmo-D,1
1355575,existAttrNotC,carrot,carrot,mask,toothbrush,beard,collar,Molmo-D,1
1355594,existAttrC,carrot,carrot,building,basket,beard,keyboard,Molmo-D,1
1355595,existAttrC,carrot,carrot,umpire,pole,sand,cow,Molmo-D,1
1355597,existAttrNotC,carrot,carrot,cucumber,snowboard,collar,dress,Molmo-D,1
1355598,existAttrNotC,carrot,carrot,apron,snowboard,branch,clock,Molmo-D,1
1368234,existAttrC,backpack,backpack,desk,dumpster,knife,house,Molmo-D,1
1369457,existAttrC,giraffe,giraffe,roadway,bedspread,watch,urinal,Molmo-D,1
1369460,existAttrNotC,giraffe,giraffe,suit,jeep,pastry,desk,Molmo-D,1
1370586,existAttrC,dog,dog,motorcycle,dumpster,boat,glove,Molmo-D,1
1370590,existAttrNotC,dog,dog,fur,fork,cupboard,backpack,Molmo-D,1
1370591,existAttrNotC,dog,dog,zebra,uniform,oven,burner,Molmo-D,1
1373550,existAttrC,dog,dog,guitar,wristband,liquid,tie,Molmo-D,1
1373552,existAttrNotC,dog,dog,magnet,coat,burger,towel,Molmo-D,1
1384979,existAttrC,apple,apple,cheese,soap,wristband,truck,Molmo-D,1
1384983,existAttrNotC,apple,apple,pen,platter,bus,tissue,Molmo-D,1
1391663,existAttrC,cat,cat,bush,spoon,countertop,donkey,Molmo-D,1
1391665,existAttrNotC,cat,cat,bathtub,frisbee,eagle,counter,Molmo-D,1
1391898,existAttrC,motorcycle,motorcycle,tower,bush,bull,bathtub,Molmo-D,1
1396050,existAttrNotC,racket,racket,suit,helmet,magnet,cat,Molmo-D,1
1400212,existAttrNotC,skateboard,skateboard,branch,taxi,fur,chicken,Molmo-D,1
1400239,existAttrNotC,fence,fence,boat,wall,table,bench,Molmo-D,1
1400244,existMaterialNotC,fence,fence,airplane,zebra,sword,drawer,Molmo-D,1
1423158,existAttrC,racket,racket,giraffe,tea,television,cap,Molmo-D,1
1424801,existAttrNotC,hat,hat,champagne,lettuce,pouch,hay,Molmo-D,1
1424834,existAttrC,bench,bench,ornament,bed,car,dock,Molmo-D,1
1424837,existAttrNotC,bench,bench,airport,bell,tent,frisbee,Molmo-D,1
1424850,existAttrNotC,bench,bench,bat,clock,chair,wall,Molmo-D,1
1432060,existAttrC,sand,sand,cucumber,wristband,tray,building,Molmo-D,1
1452028,existAttrNotC,wetsuit,wetsuit,house,laptop,counter,napkin,Molmo-D,1
1452029,existAttrNotC,wetsuit,wetsuit,pouch,tray,sand,cooker,Molmo-D,1
1463289,existAttrNotC,woman,woman,guy,boy,elephant,skier,Molmo-D,1
1468977,existAttrNotC,skateboard,skateboard,dress,planter,spoon,bucket,Molmo-D,1
1475762,existAttrNotC,bird,bird,laptop,blender,tent,helmet,Molmo-D,1
1476400,existAttrC,bird,bird,shoe,graffiti,tower,trash,Molmo-D,1
1476403,existAttrNotC,bird,bird,card,dumpster,fan,television,Molmo-D,1
1481683,existAttrNotC,chair,chair,coat,drum,candle,watch,Molmo-D,1
1481699,existAttrNotC,chair,chair,bat,dock,boat,clock,Molmo-D,1
1495255,existAttrNotC,skateboard,skateboard,mask,pouch,sand,ocean,Molmo-D,1
1497242,existMaterialNotC,cup,cup,frog,orange,pen,laptop,Molmo-D,1
1523436,existMaterialC,bag,bag,chair,seat,necklace,vest,Molmo-D,1
1523439,existMaterialNotC,bag,bag,television,shoe,collar,bear,Molmo-D,1
1528261,existAttrC,bike,bike,lake,dishwasher,car,doll,Molmo-D,1
1528262,existAttrC,bike,bike,heater,frog,liquid,toothbrush,Molmo-D,1
1536461,existAttrC,dog,dog,parrot,robe,trash,kitten,Molmo-D,1
1536462,existAttrC,dog,dog,drawer,locomotive,ocean,pizza,Molmo-D,1
1601603,existAttrNotC,broccoli,broccoli,countertop,cup,beard,wristband,Molmo-D,1
1601618,existAttrC,broccoli,broccoli,spatula,basket,wool,lid,Molmo-D,1
1601666,existAttrNotC,table,table,aircraft,guitar,bowl,fur,Molmo-D,1
1601668,existAttrNotC,table,table,liquid,jeep,heater,cucumber,Molmo-D,1
1606300,existAttrC,surfboard,surfboard,bread,crosswalk,house,collar,Molmo-D,1
