question_id,original_arg,model_setting,og_correct,substitution_hop,neg_outcome,pos_outcome,correct
17750,cat,vlm_q_only_qwen2.5VL,TRUE,2,1,0,FALSE
17750,cat,vlm_q_only_qwen2.5VL,TRUE,3,0,0,FALSE
17750,cat,vlm_q_only_qwen2.5VL,TRUE,4,1,1,TRUE
17750,cat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
17750,cat,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
17750,cat,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
17750,cat,vlm_text_qwen2.5VL,TRUE,4,0,1,FALSE
17752,cat,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
17752,cat,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
17752,cat,lm_Qwen2.5_7B_Instruct,TRUE,3,0,0,FALSE
17752,cat,lm_Qwen2.5_7B_Instruct,TRUE,4,0,0,FALSE
17752,cat,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
17752,cat,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
17752,cat,vlm_q_only_qwen2.5VL,TRUE,3,1,1,TRUE
17752,cat,vlm_q_only_qwen2.5VL,TRUE,4,1,1,TRUE
17752,cat,vlm_text_qwen2.5VL,TRUE,1,0,1,FALSE
17752,cat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
17752,cat,vlm_text_qwen2.5VL,TRUE,3,0,0,FALSE
17752,cat,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
25667,cheese,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
25667,cheese,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
25667,cheese,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
25667,cheese,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
55233,bag,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
55233,bag,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
55233,bag,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
55233,bag,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
55235,bag,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
55235,bag,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
68719,table,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
68719,table,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
68721,table,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
68721,table,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
68722,table,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
68722,table,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
74635,fence,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
74635,fence,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
74635,fence,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
74635,fence,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
77825,cat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
77825,cat,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
77825,cat,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
77825,cat,lm_Qwen2.5_7B_Instruct,TRUE,4,0,1,FALSE
77825,cat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
77825,cat,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
77825,cat,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
77825,cat,vlm_text_qwen2.5VL,TRUE,4,0,1,FALSE
77826,cat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
77826,cat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
77826,cat,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
77826,cat,lm_Qwen2.5_7B_Instruct,TRUE,4,0,1,FALSE
77826,cat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
77826,cat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
77826,cat,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
77826,cat,vlm_text_qwen2.5VL,TRUE,4,0,1,FALSE
77829,cat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
77829,cat,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
77829,cat,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
77829,cat,lm_Qwen2.5_7B_Instruct,TRUE,4,0,0,FALSE
77829,cat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
77829,cat,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
77829,cat,vlm_text_qwen2.5VL,TRUE,3,1,0,FALSE
77829,cat,vlm_text_qwen2.5VL,TRUE,4,0,1,FALSE
78509,cat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
78509,cat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
78509,cat,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
78509,cat,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
78509,cat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
78509,cat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
78509,cat,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
78509,cat,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
78510,cat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
78510,cat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
78510,cat,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
78510,cat,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
78510,cat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
78510,cat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
78510,cat,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
78510,cat,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
78512,cat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
78512,cat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
78512,cat,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
78512,cat,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
78512,cat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
78512,cat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
78512,cat,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
78512,cat,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
82840,surfboard,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
82840,surfboard,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
84163,skateboard,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
84163,skateboard,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
84163,skateboard,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
84163,skateboard,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
84165,skateboard,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
84165,skateboard,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
91082,fence,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
91082,fence,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
91082,fence,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
91082,fence,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,0,1,FALSE
91082,fence,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
91082,fence,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
91082,fence,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
91082,fence,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
91084,fence,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
91084,fence,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
91084,fence,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
91084,fence,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
106326,fence,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
106326,fence,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
106326,fence,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
106326,fence,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
106333,fence,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
106333,fence,lm_Qwen2.5_7B_Instruct,TRUE,2,0,1,FALSE
106333,fence,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
106333,fence,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
106413,hat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
106413,hat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
106413,hat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
106413,hat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
106415,hat,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
106415,hat,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
106415,hat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
106415,hat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
107131,dog,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
107131,dog,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
107131,dog,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
107131,dog,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
107131,dog,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
107131,dog,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
107131,dog,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
107131,dog,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
107132,dog,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
107132,dog,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
107132,dog,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
107132,dog,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
107132,dog,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
107132,dog,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
107132,dog,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
107132,dog,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
107136,dog,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
107136,dog,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
107136,dog,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
107136,dog,lm_Qwen2.5_7B_Instruct,TRUE,4,1,0,FALSE
107136,dog,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
107136,dog,vlm_text_qwen2.5VL,TRUE,2,1,0,FALSE
107136,dog,vlm_text_qwen2.5VL,TRUE,3,1,0,FALSE
107136,dog,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
111332,toothbrush,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
111332,toothbrush,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
111332,toothbrush,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
111332,toothbrush,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,0,1,FALSE
111332,toothbrush,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
111332,toothbrush,vlm_q_only_qwen2.5VL,TRUE,2,0,1,FALSE
111332,toothbrush,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
111332,toothbrush,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
131515,pot,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
131515,pot,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
131515,pot,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
131515,pot,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
131517,pot,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
131517,pot,lm_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
131517,pot,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
131517,pot,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
135359,truck,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
135359,truck,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
135359,truck,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
135359,truck,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
135359,truck,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
135359,truck,lm_q_only_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
135359,truck,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
135359,truck,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
135359,truck,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
135362,truck,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
135362,truck,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
135362,truck,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
135362,truck,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
135362,truck,vlm_q_only_qwen2.5VL,TRUE,2,0,1,FALSE
135362,truck,vlm_q_only_qwen2.5VL,TRUE,3,1,1,TRUE
135362,truck,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
135362,truck,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
135362,truck,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
136690,table,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
136690,table,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
136690,table,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
136690,table,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
136691,table,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
136691,table,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
139133,boat,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
139133,boat,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
139133,boat,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
139133,boat,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
139187,lamp,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
139187,lamp,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
143981,zebra,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
143981,zebra,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
143981,zebra,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
143981,zebra,vlm_text_qwen2.5VL,TRUE,4,0,0,FALSE
143982,zebra,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
143982,zebra,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
143982,zebra,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
143982,zebra,lm_Qwen2.5_7B_Instruct,TRUE,4,1,0,FALSE
143982,zebra,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
143982,zebra,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
143982,zebra,lm_q_only_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
143982,zebra,lm_q_only_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
143982,zebra,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
143982,zebra,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
143982,zebra,vlm_q_only_qwen2.5VL,TRUE,3,1,1,TRUE
143982,zebra,vlm_q_only_qwen2.5VL,TRUE,4,0,1,FALSE
143982,zebra,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
143982,zebra,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
143982,zebra,vlm_text_qwen2.5VL,TRUE,3,1,0,FALSE
143982,zebra,vlm_text_qwen2.5VL,TRUE,4,1,0,FALSE
143985,zebra,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
143985,zebra,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
143985,zebra,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
143985,zebra,lm_Qwen2.5_7B_Instruct,TRUE,4,0,0,FALSE
143985,zebra,vlm_q_only_qwen2.5VL,TRUE,1,1,0,FALSE
143985,zebra,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
143985,zebra,vlm_q_only_qwen2.5VL,TRUE,3,1,1,TRUE
143985,zebra,vlm_q_only_qwen2.5VL,TRUE,4,0,1,FALSE
143985,zebra,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
143985,zebra,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
143985,zebra,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
143985,zebra,vlm_text_qwen2.5VL,TRUE,4,0,1,FALSE
161554,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
161554,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
161554,giraffe,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
161554,giraffe,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
161554,giraffe,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
161554,giraffe,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
162374,horse,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
162374,horse,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
162374,horse,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
162374,horse,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
162374,horse,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
162374,horse,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
162374,horse,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
162374,horse,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
162375,horse,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
162375,horse,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
162375,horse,lm_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
162375,horse,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
162375,horse,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
162375,horse,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
162375,horse,lm_q_only_Qwen2.5_7B_Instruct,TRUE,3,1,1,TRUE
162375,horse,lm_q_only_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
162375,horse,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
162375,horse,vlm_q_only_qwen2.5VL,TRUE,2,0,1,FALSE
162375,horse,vlm_q_only_qwen2.5VL,TRUE,3,1,1,TRUE
162375,horse,vlm_q_only_qwen2.5VL,TRUE,4,0,1,FALSE
162375,horse,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
162375,horse,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
162375,horse,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
162375,horse,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
162378,horse,lm_Qwen2.5_7B_Instruct,TRUE,1,0,1,FALSE
162378,horse,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
162378,horse,lm_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
162378,horse,lm_Qwen2.5_7B_Instruct,TRUE,4,1,1,TRUE
162378,horse,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
162378,horse,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,0,0,FALSE
162378,horse,lm_q_only_Qwen2.5_7B_Instruct,TRUE,3,1,0,FALSE
162378,horse,lm_q_only_Qwen2.5_7B_Instruct,TRUE,4,0,0,FALSE
162378,horse,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
162378,horse,vlm_q_only_qwen2.5VL,TRUE,2,1,1,TRUE
162378,horse,vlm_q_only_qwen2.5VL,TRUE,3,1,1,TRUE
162378,horse,vlm_q_only_qwen2.5VL,TRUE,4,1,1,TRUE
162378,horse,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
162378,horse,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
162378,horse,vlm_text_qwen2.5VL,TRUE,3,1,1,TRUE
162378,horse,vlm_text_qwen2.5VL,TRUE,4,1,1,TRUE
179798,airplane,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
179798,airplane,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
179798,airplane,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
179798,airplane,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
179799,airplane,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
179799,airplane,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
179799,airplane,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
179799,airplane,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
179801,airplane,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
179801,airplane,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
179809,fork,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
179809,fork,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
179811,fork,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
179811,fork,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
182083,knife,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
182083,knife,lm_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
182083,knife,lm_q_only_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
182083,knife,lm_q_only_Qwen2.5_7B_Instruct,TRUE,2,1,1,TRUE
182083,knife,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
182083,knife,vlm_q_only_qwen2.5VL,TRUE,2,0,1,FALSE
182083,knife,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
182083,knife,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
183305,train,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
183305,train,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
183309,train,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
183309,train,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
186630,clock,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
186630,clock,lm_Qwen2.5_7B_Instruct,TRUE,2,1,0,FALSE
186630,clock,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
186630,clock,vlm_text_qwen2.5VL,TRUE,2,1,1,TRUE
193566,racket,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
193566,racket,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
193568,racket,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
193568,racket,vlm_text_qwen2.5VL,TRUE,1,0,1,FALSE
193569,racket,lm_Qwen2.5_7B_Instruct,TRUE,1,0,0,FALSE
193569,racket,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
193569,racket,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
193570,racket,lm_Qwen2.5_7B_Instruct,TRUE,1,1,0,FALSE
193570,racket,vlm_q_only_qwen2.5VL,TRUE,1,1,1,TRUE
193570,racket,vlm_text_qwen2.5VL,TRUE,1,1,1,TRUE
193919,table,lm_Qwen2.5_7B_Instruct,TRUE,1,1,1,TRUE
