item,category_id,parent_id,category,parent,phrasing_id,question,category_item,parent_item
30,3,3,tablecloth,covering,2,Is it true that a tablecloth is a covering?,tablecloth,covering
31,3,3,tablecloth,covering,3,Is it true that tablecloths are a type of covering?,tablecloths,covering
32,3,3,tablecloth,covering,4,Is it true that a tablecloth is a type of covering?,tablecloth,covering
33,4,1,bird,vertebrate,1,Is it true that birds are vertebrates?,birds,vertebrates
34,4,1,bird,vertebrate,2,Is it true that a bird is a vertebrate?,bird,vertebrate
35,4,1,bird,vertebrate,3,Is it true that birds are a type of vertebrate?,birds,vertebrate
36,4,1,bird,vertebrate,4,Is it true that a bird is a type of vertebrate?,bird,vertebrate
37,4,2,bird,animal,1,Is it true that birds are animals?,birds,animals
38,4,2,bird,animal,2,Is it true that a bird is an animal?,bird,animal
39,4,2,bird,animal,3,Is it true that birds are a type of animal?,birds,animal
40,4,2,bird,animal,4,Is it true that a bird is a type of animal?,bird,animal
41,5,1,laptop,personal computer,1,Is it true that laptops are personal computers?,laptops,personal computers
42,5,1,laptop,personal computer,2,Is it true that a laptop is personal computers?,laptop,personal computers
43,5,1,laptop,personal computer,3,Is it true that laptops are a type of personal computer?,laptops,personal computer
44,5,1,laptop,personal computer,4,Is it true that a laptop is a type of personal computer?,laptop,personal computer
45,5,2,laptop,computer,1,Is it true that laptops are computers?,laptops,computers
46,5,2,laptop,computer,2,Is it true that a laptop is a computer?,laptop,computer
47,5,2,laptop,computer,3,Is it true that laptops are a type of computer?,laptops,computer
48,5,2,laptop,computer,4,Is it true that a laptop is a type of computer?,laptop,computer
49,5,3,laptop,electronic device,1,Is it true that laptops are electronic devices?,laptops,electronic devices
50,5,3,laptop,electronic device,2,Is it true that a laptop is an electronic device?,laptop,electronic device
51,5,3,laptop,electronic device,3,Is it true that laptops are a type of electronic device?,laptops,electronic device
52,5,3,laptop,electronic device,4,Is it true that a laptop is a type of electronic device?,laptop,electronic device
53,5,4,laptop,device,1,Is it true that laptops are devices?,laptops,devices
54,5,4,laptop,device,2,Is it true that a laptop is a device?,laptop,device
55,5,4,laptop,device,3,Is it true that laptops are a type of device?,laptops,device
56,5,4,laptop,device,4,Is it true that a laptop is a type of device?,laptop,device
57,6,1,broccoli,vegetable,1,Is it true that broccolis are vegetables?,broccolis,vegetables
58,6,1,broccoli,vegetable,2,Is it true that broccoli is a vegetable?,broccoli,vegetable
59,6,1,broccoli,vegetable,3,Is it true that broccolis are a type of vegetable?,broccolis,vegetable
60,6,1,broccoli,vegetable,4,Is it true that broccoli is a type of vegetable?,broccoli,vegetable
61,6,2,broccoli,produce,1,Is it true that broccolis are produce?,broccolis,produce
62,6,2,broccoli,produce,2,Is it true that broccoli is produce?,broccoli,produce
63,6,2,broccoli,produce,3,Is it true that broccolis are a type of produce?,broccolis,produce
64,6,2,broccoli,produce,4,Is it true that broccoli is a type of produce?,broccoli,produce
65,6,3,broccoli,food,1,Is it true that broccolis are foods?,broccolis,foods
66,6,3,broccoli,food,2,Is it true that broccoli is food?,broccoli,food
67,6,3,broccoli,food,3,Is it true that broccolis are a type of food?,broccolis,food
68,6,3,broccoli,food,4,Is it true that broccoli is a type of food?,broccoli,food
69,7,1,sofa,seat,1,Is it true that sofas are seats?,sofas,seats
70,7,1,sofa,seat,2,Is it true that a sofa is a seat?,sofa,seat
71,7,1,sofa,seat,3,Is it true that sofas are a type of seat?,sofas,seat
72,7,1,sofa,seat,4,Is it true that a sofa is a type of seat?,sofa,seat
73,7,2,sofa,furniture,1,Is it true that sofas are furniture?,sofas,furniture
74,7,2,sofa,furniture,2,Is it true that a sofa is furniture?,sofa,furniture
75,7,2,sofa,furniture,3,Is it true that sofas are a type of furniture?,sofas,furniture
76,7,2,sofa,furniture,4,Is it true that a sofa is a type of furniture?,sofa,furniture
77,8,1,woman,adult,1,Is it true that women are adults?,women,adults
78,8,1,woman,adult,2,Is it true that a woman is an adult?,woman,adult
79,8,1,woman,adult,3,Is it true that women are a type of adult?,women,adult
80,8,1,woman,adult,4,Is it true that a woman is a type of adult?,woman,adult
81,8,2,woman,person,1,Is it true that women are people?,women,people
82,8,2,woman,person,2,Is it true that a woman is a person?,woman,person
83,8,2,woman,person,3,Is it true that women are a type of person?,women,person
84,8,2,woman,person,4,Is it true that a woman is a type of person?,woman,person
85,9,1,cow,cattle,1,Is it true that cows are cattle?,cows,cattle
86,9,1,cow,cattle,2,Is it true that a cow is cattle?,cow,cattle
87,9,1,cow,cattle,3,Is it true that cows are a type of cattle?,cows,cattle
88,9,1,cow,cattle,4,Is it true that a cow is a type of cattle?,cow,cattle
89,9,2,cow,mammal,1,Is it true that cows are mammals?,cows,mammals
90,9,2,cow,mammal,2,Is it true that a cow is a mammal?,cow,mammal
91,9,2,cow,mammal,3,Is it true that cows are a type of mammal?,cows,mammal
92,9,2,cow,mammal,4,Is it true that a cow is a type of mammal?,cow,mammal
93,9,3,cow,vertebrate,1,Is it true that cows are vertebrates?,cows,vertebrates
94,9,3,cow,vertebrate,2,Is it true that a cow is a vertebrate?,cow,vertebrate
95,9,3,cow,vertebrate,3,Is it true that cows are a type of vertebrate?,cows,vertebrate
96,9,3,cow,vertebrate,4,Is it true that a cow is a type of vertebrate?,cow,vertebrate
97,9,4,cow,animal,1,Is it true that cows are animals?,cows,animals
98,9,4,cow,animal,2,Is it true that a cow is an animal?,cow,animal
99,9,4,cow,animal,3,Is it true that cows are a type of animal?,cows,animal
100,9,4,cow,animal,4,Is it true that a cow is a type of animal?,cow,animal
101,10,1,fruit,food,1,Is it true that fruits are foods?,fruits,foods
102,10,1,fruit,food,2,Is it true that a fruit is food?,fruit,food
103,10,1,fruit,food,3,Is it true that fruits are a type of food?,fruits,food
104,10,1,fruit,food,4,Is it true that a fruit is a type of food?,fruit,food
105,11,1,bottle,vessel,1,Is it true that bottles are vessels?,bottles,vessels
106,11,1,bottle,vessel,2,Is it true that a bottle is vessels?,bottle,vessels
107,11,1,bottle,vessel,3,Is it true that bottles are a type of vessel?,bottles,vessel
108,11,1,bottle,vessel,4,Is it true that a bottle is a type of vessel?,bottle,vessel
109,11,2,bottle,container,1,Is it true that bottles are containers?,bottles,containers
110,11,2,bottle,container,2,Is it true that a bottle is a container?,bottle,container
111,11,2,bottle,container,3,Is it true that bottles are a type of container?,bottles,container
112,11,2,bottle,container,4,Is it true that a bottle is a type of container?,bottle,container
113,12,1,spatula,kitchen utensil,1,Is it true that spatulas are kitchen utensils?,spatulas,kitchen utensils
114,12,1,spatula,kitchen utensil,2,Is it true that a spatula is a kitchen utensil?,spatula,kitchen utensil
115,12,1,spatula,kitchen utensil,3,Is it true that spatulas are a type of kitchen utensil?,spatulas,kitchen utensil
116,12,1,spatula,kitchen utensil,4,Is it true that a spatula is a type of kitchen utensil?,spatula,kitchen utensil
117,12,2,spatula,utensil,1,Is it true that spatulas are utensils?,spatulas,utensils
118,12,2,spatula,utensil,2,Is it true that a spatula is a utensil?,spatula,utensil
119,12,2,spatula,utensil,3,Is it true that spatulas are a type of utensil?,spatulas,utensil
120,12,2,spatula,utensil,4,Is it true that a spatula is a type of utensil?,spatula,utensil
121,13,1,bread,baked good,1,Is it true that breads are baked goods?,breads,baked goods
122,13,1,bread,baked good,2,Is it true that bread is baked goods?,bread,baked goods
123,13,1,bread,baked good,3,Is it true that breads are a type of baked good?,breads,baked good
124,13,1,bread,baked good,4,Is it true that bread is a type of baked good?,bread,baked good
125,13,2,bread,food,1,Is it true that breads are foods?,breads,foods
126,13,2,bread,food,2,Is it true that bread is food?,bread,food
127,13,2,bread,food,3,Is it true that breads are a type of food?,breads,food
128,13,2,bread,food,4,Is it true that bread is a type of food?,bread,food
129,14,1,baby,child,1,Is it true that babies are children?,babies,children
130,14,1,baby,child,2,Is it true that a baby is a child?,baby,child
131,14,1,baby,child,3,Is it true that babies are a type of child?,babies,child
132,14,1,baby,child,4,Is it true that a baby is a type of child?,baby,child
133,14,2,baby,person,1,Is it true that babies are people?,babies,people
134,14,2,baby,person,2,Is it true that a baby is a person?,baby,person
135,14,2,baby,person,3,Is it true that babies are a type of person?,babies,person
136,14,2,baby,person,4,Is it true that a baby is a type of person?,baby,person
137,15,1,frog,amphibian,1,Is it true that frogs are amphibians?,frogs,amphibians
138,15,1,frog,amphibian,2,Is it true that a frog is an amphibian?,frog,amphibian
139,15,1,frog,amphibian,3,Is it true that frogs are a type of amphibian?,frogs,amphibian
140,15,1,frog,amphibian,4,Is it true that a frog is a type of amphibian?,frog,amphibian
141,15,2,frog,vertebrate,1,Is it true that frogs are vertebrates?,frogs,vertebrates
142,15,2,frog,vertebrate,2,Is it true that a frog is a vertebrate?,frog,vertebrate
143,15,2,frog,vertebrate,3,Is it true that frogs are a type of vertebrate?,frogs,vertebrate
144,15,2,frog,vertebrate,4,Is it true that a frog is a type of vertebrate?,frog,vertebrate
145,15,3,frog,animal,1,Is it true that frogs are animals?,frogs,animals
146,15,3,frog,animal,2,Is it true that a frog is an animal?,frog,animal
147,15,3,frog,animal,3,Is it true that frogs are a type of animal?,frogs,animal
148,15,3,frog,animal,4,Is it true that a frog is a type of animal?,frog,animal
149,16,1,bridge,structure,1,Is it true that bridges are structures?,bridges,structures
150,16,1,bridge,structure,2,Is it true that a bridge is a structure?,bridge,structure
151,16,1,bridge,structure,3,Is it true that bridges are a type of structure?,bridges,structure
152,16,1,bridge,structure,4,Is it true that a bridge is a type of structure?,bridge,structure
153,17,1,orange,citrus fruit,1,Is it true that oranges are citrus fruits?,oranges,citrus fruits
154,17,1,orange,citrus fruit,2,Is it true that an orange is citrus fruits?,orange,citrus fruits
155,17,1,orange,citrus fruit,3,Is it true that oranges are a type of citrus fruit?,oranges,citrus fruit
156,17,1,orange,citrus fruit,4,Is it true that an orange is a type of citrus fruit?,orange,citrus fruit
157,17,2,orange,fruit,1,Is it true that oranges are fruits?,oranges,fruits
158,17,2,orange,fruit,2,Is it true that an orange is a fruit?,orange,fruit
159,17,2,orange,fruit,3,Is it true that oranges are a type of fruit?,oranges,fruit
160,17,2,orange,fruit,4,Is it true that an orange is a type of fruit?,orange,fruit
161,17,3,orange,food,1,Is it true that oranges are foods?,oranges,foods
162,17,3,orange,food,2,Is it true that an orange is food?,orange,food
163,17,3,orange,food,3,Is it true that oranges are a type of food?,oranges,food
164,17,3,orange,food,4,Is it true that an orange is a type of food?,orange,food
165,18,1,cat,feline,1,Is it true that cats are felines?,cats,felines
166,18,1,cat,feline,2,Is it true that a cat is a feline?,cat,feline
167,18,1,cat,feline,3,Is it true that cats are a type of feline?,cats,feline
168,18,1,cat,feline,4,Is it true that a cat is a type of feline?,cat,feline
169,18,2,cat,mammal,1,Is it true that cats are mammals?,cats,mammals
170,18,2,cat,mammal,2,Is it true that a cat is a mammal?,cat,mammal
171,18,2,cat,mammal,3,Is it true that cats are a type of mammal?,cats,mammal
172,18,2,cat,mammal,4,Is it true that a cat is a type of mammal?,cat,mammal
173,18,3,cat,vertebrate,1,Is it true that cats are vertebrates?,cats,vertebrates
174,18,3,cat,vertebrate,2,Is it true that a cat is a vertebrate?,cat,vertebrate
175,18,3,cat,vertebrate,3,Is it true that cats are a type of vertebrate?,cats,vertebrate
176,18,3,cat,vertebrate,4,Is it true that a cat is a type of vertebrate?,cat,vertebrate
177,18,4,cat,animal,1,Is it true that cats are animals?,cats,animals
178,18,4,cat,animal,2,Is it true that a cat is an animal?,cat,animal
179,18,4,cat,animal,3,Is it true that cats are a type of animal?,cats,animal
180,18,4,cat,animal,4,Is it true that a cat is a type of animal?,cat,animal
181,19,1,cucumber,vegetable,1,Is it true that cucumbers are vegetables?,cucumbers,vegetables
182,19,1,cucumber,vegetable,2,Is it true that a cucumber is a vegetable?,cucumber,vegetable
183,19,1,cucumber,vegetable,3,Is it true that cucumbers are a type of vegetable?,cucumbers,vegetable
184,19,1,cucumber,vegetable,4,Is it true that a cucumber is a type of vegetable?,cucumber,vegetable
185,19,2,cucumber,produce,1,Is it true that cucumbers are produce?,cucumbers,produce
186,19,2,cucumber,produce,2,Is it true that a cucumber is produce?,cucumber,produce
187,19,2,cucumber,produce,3,Is it true that cucumbers are a type of produce?,cucumbers,produce
188,19,2,cucumber,produce,4,Is it true that a cucumber is a type of produce?,cucumber,produce
189,19,3,cucumber,food,1,Is it true that cucumbers are foods?,cucumbers,foods
190,19,3,cucumber,food,2,Is it true that a cucumber is food?,cucumber,food
191,19,3,cucumber,food,3,Is it true that cucumbers are a type of food?,cucumbers,food
192,19,3,cucumber,food,4,Is it true that a cucumber is a type of food?,cucumber,food
193,20,1,sailboat,boat,1,Is it true that sailboats are boats?,sailboats,boats
194,20,1,sailboat,boat,2,Is it true that a sailboat is a boat?,sailboat,boat
195,20,1,sailboat,boat,3,Is it true that sailboats are a type of boat?,sailboats,boat
196,20,1,sailboat,boat,4,Is it true that a sailboat is a type of boat?,sailboat,boat
197,20,2,sailboat,water vehicle,1,Is it true that sailboats are water vehicles?,sailboats,water vehicles
198,20,2,sailboat,water vehicle,2,Is it true that a sailboat is a water vehicle?,sailboat,water vehicle
199,20,2,sailboat,water vehicle,3,Is it true that sailboats are a type of water vehicle?,sailboats,water vehicle
200,20,2,sailboat,water vehicle,4,Is it true that a sailboat is a type of water vehicle?,sailboat,water vehicle
201,20,3,sailboat,vehicle,1,Is it true that sailboats are vehicles?,sailboats,vehicles
202,20,3,sailboat,vehicle,2,Is it true that a sailboat is a vehicle?,sailboat,vehicle
203,20,3,sailboat,vehicle,3,Is it true that sailboats are a type of vehicle?,sailboats,vehicle
204,20,3,sailboat,vehicle,4,Is it true that a sailboat is a type of vehicle?,sailboat,vehicle
205,21,1,fence,barrier,1,Is it true that fences are barriers?,fences,barriers
206,21,1,fence,barrier,2,Is it true that a fence is a barrier?,fence,barrier
207,21,1,fence,barrier,3,Is it true that fences are a type of barrier?,fences,barrier
208,21,1,fence,barrier,4,Is it true that a fence is a type of barrier?,fence,barrier
209,21,2,fence,structure,1,Is it true that fences are structures?,fences,structures
210,21,2,fence,structure,2,Is it true that a fence is a structure?,fence,structure
211,21,2,fence,structure,3,Is it true that fences are a type of structure?,fences,structure
212,21,2,fence,structure,4,Is it true that a fence is a type of structure?,fence,structure
213,22,1,bag,container,1,Is it true that bags are containers?,bags,containers
214,22,1,bag,container,2,Is it true that a bag is a container?,bag,container
215,22,1,bag,container,3,Is it true that bags are a type of container?,bags,container
216,22,1,bag,container,4,Is it true that a bag is a type of container?,bag,container
217,23,1,beer,alcohol,1,Is it true that beers are alcohol?,beers,alcohol
218,23,1,beer,alcohol,2,Is it true that beer is alcohol?,beer,alcohol
219,23,1,beer,alcohol,3,Is it true that beers are a type of alcohol?,beers,alcohol
220,23,1,beer,alcohol,4,Is it true that beer is a type of alcohol?,beer,alcohol
221,23,2,beer,beverage,1,Is it true that beers are beverages?,beers,beverages
222,23,2,beer,beverage,2,Is it true that beer is a beverage?,beer,beverage
223,23,2,beer,beverage,3,Is it true that beers are a type of beverage?,beers,beverage
224,23,2,beer,beverage,4,Is it true that beer is a type of beverage?,beer,beverage
225,24,1,bus,motor vehicle,1,Is it true that buses are motor vehicles?,buses,motor vehicles
226,24,1,bus,motor vehicle,2,Is it true that a bus is motor vehicles?,bus,motor vehicles
227,24,1,bus,motor vehicle,3,Is it true that buses are a type of motor vehicle?,buses,motor vehicle
228,24,1,bus,motor vehicle,4,Is it true that a bus is a type of motor vehicle?,bus,motor vehicle
229,24,2,bus,wheeled vehicle,1,Is it true that buses are wheeled vehicles?,buses,wheeled vehicles
230,24,2,bus,wheeled vehicle,2,Is it true that a bus is a wheeled vehicle?,bus,wheeled vehicle
231,24,2,bus,wheeled vehicle,3,Is it true that buses are a type of wheeled vehicle?,buses,wheeled vehicle
232,24,2,bus,wheeled vehicle,4,Is it true that a bus is a type of wheeled vehicle?,bus,wheeled vehicle
233,24,3,bus,vehicle,1,Is it true that buses are vehicles?,buses,vehicles
234,24,3,bus,vehicle,2,Is it true that a bus is a vehicle?,bus,vehicle
235,24,3,bus,vehicle,3,Is it true that buses are a type of vehicle?,buses,vehicle
236,24,3,bus,vehicle,4,Is it true that a bus is a type of vehicle?,bus,vehicle
237,25,1,camera,photographic equipment,1,Is it true that cameras are photographic equipment?,cameras,photographic equipment
238,25,1,camera,photographic equipment,2,Is it true that a camera is photographic equipment?,camera,photographic equipment
239,25,1,camera,photographic equipment,3,Is it true that cameras are a type of photographic equipment?,cameras,photographic equipment
240,25,1,camera,photographic equipment,4,Is it true that a camera is a type of photographic equipment?,camera,photographic equipment
241,25,2,camera,device,1,Is it true that cameras are devices?,cameras,devices
242,25,2,camera,device,2,Is it true that a camera is a device?,camera,device
243,25,2,camera,device,3,Is it true that cameras are a type of device?,cameras,device
244,25,2,camera,device,4,Is it true that a camera is a type of device?,camera,device
245,26,1,racket,sports equipment,1,Is it true that rackets are sports equipment?,rackets,sports equipment
246,26,1,racket,sports equipment,2,Is it true that a racket is sports equipment?,racket,sports equipment
247,26,1,racket,sports equipment,3,Is it true that rackets are a type of sports equipment?,rackets,sports equipment
248,26,1,racket,sports equipment,4,Is it true that a racket is a type of sports equipment?,racket,sports equipment
249,26,2,racket,equipment,1,Is it true that rackets are equipment?,rackets,equipment
250,26,2,racket,equipment,2,Is it true that a racket is equipment?,racket,equipment
251,26,2,racket,equipment,3,Is it true that rackets are a type of equipment?,rackets,equipment
252,26,2,racket,equipment,4,Is it true that a racket is a type of equipment?,racket,equipment
253,27,1,taxi,car,1,Is it true that taxis are cars?,taxis,cars
254,27,1,taxi,car,2,Is it true that a taxi is a car?,taxi,car
255,27,1,taxi,car,3,Is it true that taxis are a type of car?,taxis,car
256,27,1,taxi,car,4,Is it true that a taxi is a type of car?,taxi,car
257,27,2,taxi,motor vehicle,1,Is it true that taxis are motor vehicles?,taxis,motor vehicles
258,27,2,taxi,motor vehicle,2,Is it true that a taxi is motor vehicles?,taxi,motor vehicles
259,27,2,taxi,motor vehicle,3,Is it true that taxis are a type of motor vehicle?,taxis,motor vehicle
260,27,2,taxi,motor vehicle,4,Is it true that a taxi is a type of motor vehicle?,taxi,motor vehicle
261,27,3,taxi,wheeled vehicle,1,Is it true that taxis are wheeled vehicles?,taxis,wheeled vehicles
262,27,3,taxi,wheeled vehicle,2,Is it true that a taxi is a wheeled vehicle?,taxi,wheeled vehicle
263,27,3,taxi,wheeled vehicle,3,Is it true that taxis are a type of wheeled vehicle?,taxis,wheeled vehicle
264,27,3,taxi,wheeled vehicle,4,Is it true that a taxi is a type of wheeled vehicle?,taxi,wheeled vehicle
265,27,4,taxi,vehicle,1,Is it true that taxis are vehicles?,taxis,vehicles
266,27,4,taxi,vehicle,2,Is it true that a taxi is a vehicle?,taxi,vehicle
267,27,4,taxi,vehicle,3,Is it true that taxis are a type of vehicle?,taxis,vehicle
268,27,4,taxi,vehicle,4,Is it true that a taxi is a type of vehicle?,taxi,vehicle
269,28,1,clock,instrument,1,Is it true that clocks are instruments?,clocks,instruments
270,28,1,clock,instrument,2,Is it true that a clock is an instrument?,clock,instrument
271,28,1,clock,instrument,3,Is it true that clocks are a type of instrument?,clocks,instrument
272,28,1,clock,instrument,4,Is it true that a clock is a type of instrument?,clock,instrument
273,28,2,clock,device,1,Is it true that clocks are devices?,clocks,devices
274,28,2,clock,device,2,Is it true that a clock is a device?,clock,device
275,28,2,clock,device,3,Is it true that clocks are a type of device?,clocks,device
276,28,2,clock,device,4,Is it true that a clock is a type of device?,clock,device
277,29,1,apple,fruit,1,Is it true that apples are fruits?,apples,fruits
278,29,1,apple,fruit,2,Is it true that an apple is a fruit?,apple,fruit
279,29,1,apple,fruit,3,Is it true that apples are a type of fruit?,apples,fruit
280,29,1,apple,fruit,4,Is it true that an apple is a type of fruit?,apple,fruit
281,29,2,apple,food,1,Is it true that apples are foods?,apples,foods
282,29,2,apple,food,2,Is it true that an apple is food?,apple,food
283,29,2,apple,food,3,Is it true that apples are a type of food?,apples,food
284,29,2,apple,food,4,Is it true that an apple is a type of food?,apple,food
285,30,1,sword,weapon,1,Is it true that swords are weapons?,swords,weapons
286,30,1,sword,weapon,2,Is it true that a sword is a weapon?,sword,weapon
287,30,1,sword,weapon,3,Is it true that swords are a type of weapon?,swords,weapon
288,30,1,sword,weapon,4,Is it true that a sword is a type of weapon?,sword,weapon
289,31,1,farmer,person,1,Is it true that farmers are people?,farmers,people
290,31,1,farmer,person,2,Is it true that a farmer is a person?,farmer,person
291,31,1,farmer,person,3,Is it true that farmers are a type of person?,farmers,person
292,31,1,farmer,person,4,Is it true that a farmer is a type of person?,farmer,person
293,32,1,spoon,cutlery,1,Is it true that spoons are cutlery?,spoons,cutlery
294,32,1,spoon,cutlery,2,Is it true that a spoon is cutlery?,spoon,cutlery
295,32,1,spoon,cutlery,3,Is it true that spoons are a type of cutlery?,spoons,cutlery
296,32,1,spoon,cutlery,4,Is it true that a spoon is a type of cutlery?,spoon,cutlery
297,33,1,refrigerator,home appliance,1,Is it true that refrigerators are home appliances?,refrigerators,home appliances
298,33,1,refrigerator,home appliance,2,Is it true that a refrigerator is a home appliance?,refrigerator,home appliance
299,33,1,refrigerator,home appliance,3,Is it true that refrigerators are a type of home appliance?,refrigerators,home appliance
300,33,1,refrigerator,home appliance,4,Is it true that a refrigerator is a type of home appliance?,refrigerator,home appliance
301,33,2,refrigerator,appliance,1,Is it true that refrigerators are appliances?,refrigerators,appliances
302,33,2,refrigerator,appliance,2,Is it true that a refrigerator is an appliance?,refrigerator,appliance
303,33,2,refrigerator,appliance,3,Is it true that refrigerators are a type of appliance?,refrigerators,appliance
304,33,2,refrigerator,appliance,4,Is it true that a refrigerator is a type of appliance?,refrigerator,appliance
305,34,1,cheese,dairy product,1,Is it true that cheeses are dairy products?,cheeses,dairy products
306,34,1,cheese,dairy product,2,Is it true that a cheese is dairy products?,cheese,dairy products
307,34,1,cheese,dairy product,3,Is it true that cheeses are a type of dairy product?,cheeses,dairy product
308,34,1,cheese,dairy product,4,Is it true that a cheese is a type of dairy product?,cheese,dairy product
309,34,2,cheese,food,1,Is it true that cheeses are foods?,cheeses,foods
310,34,2,cheese,food,2,Is it true that a cheese is food?,cheese,food
311,34,2,cheese,food,3,Is it true that cheeses are a type of food?,cheeses,food
312,34,2,cheese,food,4,Is it true that a cheese is a type of food?,cheese,food
313,35,1,eagle,bird of prey,1,Is it true that eagles are birds of prey?,eagles,birds of prey
314,35,1,eagle,bird of prey,2,Is it true that an eagle is a bird of prey?,eagle,bird of prey
315,35,1,eagle,bird of prey,3,Is it true that eagles are a type of bird of prey?,eagles,bird of prey
316,35,1,eagle,bird of prey,4,Is it true that an eagle is a type of bird of prey?,eagle,bird of prey
317,35,2,eagle,bird,1,Is it true that eagles are birds?,eagles,birds
318,35,2,eagle,bird,2,Is it true that an eagle is a bird?,eagle,bird
319,35,2,eagle,bird,3,Is it true that eagles are a type of bird?,eagles,bird
320,35,2,eagle,bird,4,Is it true that an eagle is a type of bird?,eagle,bird
321,35,3,eagle,vertebrate,1,Is it true that eagles are vertebrates?,eagles,vertebrates
322,35,3,eagle,vertebrate,2,Is it true that an eagle is a vertebrate?,eagle,vertebrate
323,35,3,eagle,vertebrate,3,Is it true that eagles are a type of vertebrate?,eagles,vertebrate
324,35,3,eagle,vertebrate,4,Is it true that an eagle is a type of vertebrate?,eagle,vertebrate
325,35,4,eagle,animal,1,Is it true that eagles are animals?,eagles,animals
326,35,4,eagle,animal,2,Is it true that an eagle is an animal?,eagle,animal
327,35,4,eagle,animal,3,Is it true that eagles are a type of animal?,eagles,animal
328,35,4,eagle,animal,4,Is it true that an eagle is a type of animal?,eagle,animal
329,36,1,goat,mammal,1,Is it true that goats are mammals?,goats,mammals
330,36,1,goat,mammal,2,Is it true that a goat is a mammal?,goat,mammal
331,36,1,goat,mammal,3,Is it true that goats are a type of mammal?,goats,mammal
332,36,1,goat,mammal,4,Is it true that a goat is a type of mammal?,goat,mammal
333,36,2,goat,vertebrate,1,Is it true that goats are vertebrates?,goats,vertebrates
334,36,2,goat,vertebrate,2,Is it true that a goat is a vertebrate?,goat,vertebrate
335,36,2,goat,vertebrate,3,Is it true that goats are a type of vertebrate?,goats,vertebrate
336,36,2,goat,vertebrate,4,Is it true that a goat is a type of vertebrate?,goat,vertebrate
337,36,3,goat,animal,1,Is it true that goats are animals?,goats,animals
338,36,3,goat,animal,2,Is it true that a goat is an animal?,goat,animal
339,36,3,goat,animal,3,Is it true that goats are a type of animal?,goats,animal
340,36,3,goat,animal,4,Is it true that a goat is a type of animal?,goat,animal
341,37,1,helmet,headgear,1,Is it true that helmets are headgear?,helmets,headgear
342,37,1,helmet,headgear,2,Is it true that a helmet is headgear?,helmet,headgear
343,37,1,helmet,headgear,3,Is it true that helmets are a type of headgear?,helmets,headgear
344,37,1,helmet,headgear,4,Is it true that a helmet is a type of headgear?,helmet,headgear
345,37,2,helmet,covering,1,Is it true that helmets are coverings?,helmets,coverings
346,37,2,helmet,covering,2,Is it true that a helmet is a covering?,helmet,covering
347,37,2,helmet,covering,3,Is it true that helmets are a type of covering?,helmets,covering
348,37,2,helmet,covering,4,Is it true that a helmet is a type of covering?,helmet,covering
349,38,1,bat,club,1,Is it true that bats are clubs?,bats,clubs
350,38,1,bat,club,2,Is it true that a bat is a club?,bat,club
351,38,1,bat,club,3,Is it true that bats are a type of club?,bats,club
