item,category_id,parent_id,ns_id,category,parent,phrasing_id,question,category_item,parent_item
52,2,1,ns_1,backpack,spatula,4,Is it true that a backpack is a type of spatula?,backpack,spatula
53,2,1,ns_2,backpack,orange,1,Is it true that backpacks are oranges?,backpacks,oranges
54,2,1,ns_2,backpack,orange,2,Is it true that a backpack is an orange?,backpack,orange
55,2,1,ns_2,backpack,orange,3,Is it true that backpacks are a type of orange?,backpacks,orange
56,2,1,ns_2,backpack,orange,4,Is it true that a backpack is a type of orange?,backpack,orange
57,2,1,ns_3,backpack,collar,1,Is it true that backpacks are collars?,backpacks,collars
58,2,1,ns_3,backpack,collar,2,Is it true that a backpack is collars?,backpack,collars
59,2,1,ns_3,backpack,collar,3,Is it true that backpacks are a type of collar?,backpacks,collar
60,2,1,ns_3,backpack,collar,4,Is it true that a backpack is a type of collar?,backpack,collar
61,2,1,ns_4,backpack,child,1,Is it true that backpacks are children?,backpacks,children
62,2,1,ns_4,backpack,child,2,Is it true that a backpack is a child?,backpack,child
63,2,1,ns_4,backpack,child,3,Is it true that backpacks are a type of child?,backpacks,child
64,2,1,ns_4,backpack,child,4,Is it true that a backpack is a type of child?,backpack,child
65,2,2,ns_1,backpack,bike,1,Is it true that backpacks are bikes?,backpacks,bikes
66,2,2,ns_1,backpack,bike,2,Is it true that a backpack is a bike?,backpack,bike
67,2,2,ns_1,backpack,bike,3,Is it true that backpacks are a type of bike?,backpacks,bike
68,2,2,ns_1,backpack,bike,4,Is it true that a backpack is a type of bike?,backpack,bike
69,2,2,ns_2,backpack,lemon,1,Is it true that backpacks are lemons?,backpacks,lemons
70,2,2,ns_2,backpack,lemon,2,Is it true that a backpack is a lemon?,backpack,lemon
71,2,2,ns_2,backpack,lemon,3,Is it true that backpacks are a type of lemon?,backpacks,lemon
72,2,2,ns_2,backpack,lemon,4,Is it true that a backpack is a type of lemon?,backpack,lemon
73,2,2,ns_3,backpack,beverage,1,Is it true that backpacks are beverages?,backpacks,beverages
74,2,2,ns_3,backpack,beverage,2,Is it true that a backpack is a beverage?,backpack,beverage
75,2,2,ns_3,backpack,beverage,3,Is it true that backpacks are a type of beverage?,backpacks,beverage
76,2,2,ns_3,backpack,beverage,4,Is it true that a backpack is a type of beverage?,backpack,beverage
77,2,2,ns_4,backpack,doll,1,Is it true that backpacks are dolls?,backpacks,dolls
78,2,2,ns_4,backpack,doll,2,Is it true that a backpack is a doll?,backpack,doll
79,2,2,ns_4,backpack,doll,3,Is it true that backpacks are a type of doll?,backpacks,doll
80,2,2,ns_4,backpack,doll,4,Is it true that a backpack is a type of doll?,backpack,doll
81,3,1,ns_1,tablecloth,cucumber,1,Is it true that tablecloths are cucumbers?,tablecloths,cucumbers
82,3,1,ns_1,tablecloth,cucumber,2,Is it true that a tablecloth is a cucumber?,tablecloth,cucumber
83,3,1,ns_1,tablecloth,cucumber,3,Is it true that tablecloths are a type of cucumber?,tablecloths,cucumber
84,3,1,ns_1,tablecloth,cucumber,4,Is it true that a tablecloth is a type of cucumber?,tablecloth,cucumber
85,3,1,ns_2,tablecloth,citrus fruit,1,Is it true that tablecloths are citrus fruits?,tablecloths,citrus fruits
86,3,1,ns_2,tablecloth,citrus fruit,2,Is it true that a tablecloth is citrus fruits?,tablecloth,citrus fruits
87,3,1,ns_2,tablecloth,citrus fruit,3,Is it true that tablecloths are a type of citrus fruit?,tablecloths,citrus fruit
88,3,1,ns_2,tablecloth,citrus fruit,4,Is it true that a tablecloth is a type of citrus fruit?,tablecloth,citrus fruit
89,3,1,ns_3,tablecloth,camera,1,Is it true that tablecloths are cameras?,tablecloths,cameras
90,3,1,ns_3,tablecloth,camera,2,Is it true that a tablecloth is a camera?,tablecloth,camera
91,3,1,ns_3,tablecloth,camera,3,Is it true that tablecloths are a type of camera?,tablecloths,camera
92,3,1,ns_3,tablecloth,camera,4,Is it true that a tablecloth is a type of camera?,tablecloth,camera
93,3,1,ns_4,tablecloth,equipment,1,Is it true that tablecloths are equipment?,tablecloths,equipment
94,3,1,ns_4,tablecloth,equipment,2,Is it true that a tablecloth is equipment?,tablecloth,equipment
95,3,1,ns_4,tablecloth,equipment,3,Is it true that tablecloths are a type of equipment?,tablecloths,equipment
96,3,1,ns_4,tablecloth,equipment,4,Is it true that a tablecloth is a type of equipment?,tablecloth,equipment
97,3,2,ns_1,tablecloth,spoon,1,Is it true that tablecloths are spoons?,tablecloths,spoons
98,3,2,ns_1,tablecloth,spoon,2,Is it true that a tablecloth is a spoon?,tablecloth,spoon
99,3,2,ns_1,tablecloth,spoon,3,Is it true that tablecloths are a type of spoon?,tablecloths,spoon
100,3,2,ns_1,tablecloth,spoon,4,Is it true that a tablecloth is a type of spoon?,tablecloth,spoon
101,3,2,ns_2,tablecloth,milk,1,Is it true that tablecloths are milks?,tablecloths,milks
102,3,2,ns_2,tablecloth,milk,2,Is it true that a tablecloth is milk?,tablecloth,milk
103,3,2,ns_2,tablecloth,milk,3,Is it true that tablecloths are a type of milk?,tablecloths,milk
104,3,2,ns_2,tablecloth,milk,4,Is it true that a tablecloth is a type of milk?,tablecloth,milk
105,3,2,ns_3,tablecloth,eagle,1,Is it true that tablecloths are eagles?,tablecloths,eagles
106,3,2,ns_3,tablecloth,eagle,2,Is it true that a tablecloth is an eagle?,tablecloth,eagle
107,3,2,ns_3,tablecloth,eagle,3,Is it true that tablecloths are a type of eagle?,tablecloths,eagle
108,3,2,ns_3,tablecloth,eagle,4,Is it true that a tablecloth is a type of eagle?,tablecloth,eagle
109,3,2,ns_4,tablecloth,lemon,1,Is it true that tablecloths are lemons?,tablecloths,lemons
110,3,2,ns_4,tablecloth,lemon,2,Is it true that a tablecloth is a lemon?,tablecloth,lemon
111,3,2,ns_4,tablecloth,lemon,3,Is it true that tablecloths are a type of lemon?,tablecloths,lemon
112,3,2,ns_4,tablecloth,lemon,4,Is it true that a tablecloth is a type of lemon?,tablecloth,lemon
113,3,3,ns_1,tablecloth,zebra,1,Is it true that tablecloths are zebras?,tablecloths,zebras
114,3,3,ns_1,tablecloth,zebra,2,Is it true that a tablecloth is a zebra?,tablecloth,zebra
115,3,3,ns_1,tablecloth,zebra,3,Is it true that tablecloths are a type of zebra?,tablecloths,zebra
116,3,3,ns_1,tablecloth,zebra,4,Is it true that a tablecloth is a type of zebra?,tablecloth,zebra
117,3,3,ns_2,tablecloth,broccoli,1,Is it true that tablecloths are broccolis?,tablecloths,broccolis
118,3,3,ns_2,tablecloth,broccoli,2,Is it true that a tablecloth is broccoli?,tablecloth,broccoli
119,3,3,ns_2,tablecloth,broccoli,3,Is it true that tablecloths are a type of broccoli?,tablecloths,broccoli
120,3,3,ns_2,tablecloth,broccoli,4,Is it true that a tablecloth is a type of broccoli?,tablecloth,broccoli
121,3,3,ns_3,tablecloth,airplane,1,Is it true that tablecloths are airplanes?,tablecloths,airplanes
122,3,3,ns_3,tablecloth,airplane,2,Is it true that a tablecloth is an airplane?,tablecloth,airplane
123,3,3,ns_3,tablecloth,airplane,3,Is it true that tablecloths are a type of airplane?,tablecloths,airplane
124,3,3,ns_3,tablecloth,airplane,4,Is it true that a tablecloth is a type of airplane?,tablecloth,airplane
125,3,3,ns_4,tablecloth,cabinet,1,Is it true that tablecloths are cabinets?,tablecloths,cabinets
126,3,3,ns_4,tablecloth,cabinet,2,Is it true that a tablecloth is a cabinet?,tablecloth,cabinet
127,3,3,ns_4,tablecloth,cabinet,3,Is it true that tablecloths are a type of cabinet?,tablecloths,cabinet
128,3,3,ns_4,tablecloth,cabinet,4,Is it true that a tablecloth is a type of cabinet?,tablecloth,cabinet
129,4,1,ns_1,bird,utensil,1,Is it true that birds are utensils?,birds,utensils
130,4,1,ns_1,bird,utensil,2,Is it true that a bird is a utensil?,bird,utensil
131,4,1,ns_1,bird,utensil,3,Is it true that birds are a type of utensil?,birds,utensil
132,4,1,ns_1,bird,utensil,4,Is it true that a bird is a type of utensil?,bird,utensil
133,4,1,ns_2,bird,computer,1,Is it true that birds are computers?,birds,computers
134,4,1,ns_2,bird,computer,2,Is it true that a bird is a computer?,bird,computer
135,4,1,ns_2,bird,computer,3,Is it true that birds are a type of computer?,birds,computer
136,4,1,ns_2,bird,computer,4,Is it true that a bird is a type of computer?,bird,computer
137,4,1,ns_3,bird,kitchen utensil,1,Is it true that birds are kitchen utensils?,birds,kitchen utensils
138,4,1,ns_3,bird,kitchen utensil,2,Is it true that a bird is a kitchen utensil?,bird,kitchen utensil
139,4,1,ns_3,bird,kitchen utensil,3,Is it true that birds are a type of kitchen utensil?,birds,kitchen utensil
140,4,1,ns_3,bird,kitchen utensil,4,Is it true that a bird is a type of kitchen utensil?,bird,kitchen utensil
141,4,1,ns_4,bird,soap,1,Is it true that birds are soaps?,birds,soaps
142,4,1,ns_4,bird,soap,2,Is it true that a bird is a soap?,bird,soap
143,4,1,ns_4,bird,soap,3,Is it true that birds are a type of soap?,birds,soap
144,4,1,ns_4,bird,soap,4,Is it true that a bird is a type of soap?,bird,soap
145,4,2,ns_1,bird,toothbrush,1,Is it true that birds are toothbrushes?,birds,toothbrushes
146,4,2,ns_1,bird,toothbrush,2,Is it true that a bird is a toothbrush?,bird,toothbrush
147,4,2,ns_1,bird,toothbrush,3,Is it true that birds are a type of toothbrush?,birds,toothbrush
148,4,2,ns_1,bird,toothbrush,4,Is it true that a bird is a type of toothbrush?,bird,toothbrush
149,4,2,ns_2,bird,kitchen utensil,1,Is it true that birds are kitchen utensils?,birds,kitchen utensils
150,4,2,ns_2,bird,kitchen utensil,2,Is it true that a bird is a kitchen utensil?,bird,kitchen utensil
151,4,2,ns_2,bird,kitchen utensil,3,Is it true that birds are a type of kitchen utensil?,birds,kitchen utensil
152,4,2,ns_2,bird,kitchen utensil,4,Is it true that a bird is a type of kitchen utensil?,bird,kitchen utensil
153,4,2,ns_3,bird,structure,1,Is it true that birds are structures?,birds,structures
154,4,2,ns_3,bird,structure,2,Is it true that a bird is a structure?,bird,structure
155,4,2,ns_3,bird,structure,3,Is it true that birds are a type of structure?,birds,structure
156,4,2,ns_3,bird,structure,4,Is it true that a bird is a type of structure?,bird,structure
157,4,2,ns_4,bird,woman,1,Is it true that birds are women?,birds,women
158,4,2,ns_4,bird,woman,2,Is it true that a bird is a woman?,bird,woman
159,4,2,ns_4,bird,woman,3,Is it true that birds are a type of woman?,birds,woman
160,4,2,ns_4,bird,woman,4,Is it true that a bird is a type of woman?,bird,woman
161,5,1,ns_1,laptop,sand,1,Is it true that laptops are sand?,laptops,sand
162,5,1,ns_1,laptop,sand,2,Is it true that a laptop is sand?,laptop,sand
163,5,1,ns_1,laptop,sand,3,Is it true that laptops are a type of sand?,laptops,sand
164,5,1,ns_1,laptop,sand,4,Is it true that a laptop is a type of sand?,laptop,sand
165,5,1,ns_2,laptop,backpack,1,Is it true that laptops are backpacks?,laptops,backpacks
166,5,1,ns_2,laptop,backpack,2,Is it true that a laptop is a backpack?,laptop,backpack
167,5,1,ns_2,laptop,backpack,3,Is it true that laptops are a type of backpack?,laptops,backpack
168,5,1,ns_2,laptop,backpack,4,Is it true that a laptop is a type of backpack?,laptop,backpack
169,5,1,ns_3,laptop,percussion instrument,1,Is it true that laptops are percurssion instruments?,laptops,percurssion instruments
170,5,1,ns_3,laptop,percussion instrument,2,Is it true that a laptop is a percussion instrument?,laptop,percussion instrument
171,5,1,ns_3,laptop,percussion instrument,3,Is it true that laptops are a type of percussion instrument?,laptops,percussion instrument
172,5,1,ns_3,laptop,percussion instrument,4,Is it true that a laptop is a type of percussion instrument?,laptop,percussion instrument
173,5,1,ns_4,laptop,baby,1,Is it true that laptops are babies?,laptops,babies
174,5,1,ns_4,laptop,baby,2,Is it true that a laptop is a baby?,laptop,baby
175,5,1,ns_4,laptop,baby,3,Is it true that laptops are a type of baby?,laptops,baby
176,5,1,ns_4,laptop,baby,4,Is it true that a laptop is a type of baby?,laptop,baby
177,5,2,ns_1,laptop,game,1,Is it true that laptops are games?,laptops,games
178,5,2,ns_1,laptop,game,2,Is it true that a laptop is a game?,laptop,game
179,5,2,ns_1,laptop,game,3,Is it true that laptops are a type of game?,laptops,game
180,5,2,ns_1,laptop,game,4,Is it true that a laptop is a type of game?,laptop,game
181,5,2,ns_2,laptop,bird of prey,1,Is it true that laptops are birds of prey?,laptops,birds of prey
182,5,2,ns_2,laptop,bird of prey,2,Is it true that a laptop is a bird of prey?,laptop,bird of prey
183,5,2,ns_2,laptop,bird of prey,3,Is it true that laptops are a type of bird of prey?,laptops,bird of prey
184,5,2,ns_2,laptop,bird of prey,4,Is it true that a laptop is a type of bird of prey?,laptop,bird of prey
185,5,2,ns_3,laptop,motor vehicle,1,Is it true that laptops are motor vehicles?,laptops,motor vehicles
186,5,2,ns_3,laptop,motor vehicle,2,Is it true that a laptop is motor vehicles?,laptop,motor vehicles
187,5,2,ns_3,laptop,motor vehicle,3,Is it true that laptops are a type of motor vehicle?,laptops,motor vehicle
188,5,2,ns_3,laptop,motor vehicle,4,Is it true that a laptop is a type of motor vehicle?,laptop,motor vehicle
189,5,2,ns_4,laptop,instrument,1,Is it true that laptops are instruments?,laptops,instruments
190,5,2,ns_4,laptop,instrument,2,Is it true that a laptop is an instrument?,laptop,instrument
191,5,2,ns_4,laptop,instrument,3,Is it true that laptops are a type of instrument?,laptops,instrument
192,5,2,ns_4,laptop,instrument,4,Is it true that a laptop is a type of instrument?,laptop,instrument
193,5,3,ns_1,laptop,sailboat,1,Is it true that laptops are sailboats?,laptops,sailboats
194,5,3,ns_1,laptop,sailboat,2,Is it true that a laptop is a sailboat?,laptop,sailboat
195,5,3,ns_1,laptop,sailboat,3,Is it true that laptops are a type of sailboat?,laptops,sailboat
196,5,3,ns_1,laptop,sailboat,4,Is it true that a laptop is a type of sailboat?,laptop,sailboat
197,5,3,ns_2,laptop,tool,1,Is it true that laptops are tools?,laptops,tools
198,5,3,ns_2,laptop,tool,2,Is it true that a laptop is a tool?,laptop,tool
199,5,3,ns_2,laptop,tool,3,Is it true that laptops are a type of tool?,laptops,tool
200,5,3,ns_2,laptop,tool,4,Is it true that a laptop is a type of tool?,laptop,tool
201,5,3,ns_3,laptop,weapon,1,Is it true that laptops are weapons?,laptops,weapons
202,5,3,ns_3,laptop,weapon,2,Is it true that a laptop is a weapon?,laptop,weapon
203,5,3,ns_3,laptop,weapon,3,Is it true that laptops are a type of weapon?,laptops,weapon
204,5,3,ns_3,laptop,weapon,4,Is it true that a laptop is a type of weapon?,laptop,weapon
205,5,3,ns_4,laptop,amphibian,1,Is it true that laptops are amphibians?,laptops,amphibians
206,5,3,ns_4,laptop,amphibian,2,Is it true that a laptop is an amphibian?,laptop,amphibian
207,5,3,ns_4,laptop,amphibian,3,Is it true that laptops are a type of amphibian?,laptops,amphibian
208,5,3,ns_4,laptop,amphibian,4,Is it true that a laptop is a type of amphibian?,laptop,amphibian
209,5,4,ns_1,laptop,equine,1,Is it true that laptops are equines?,laptops,equines
210,5,4,ns_1,laptop,equine,2,Is it true that a laptop is an equine?,laptop,equine
211,5,4,ns_1,laptop,equine,3,Is it true that laptops are a type of equine?,laptops,equine
212,5,4,ns_1,laptop,equine,4,Is it true that a laptop is a type of equine?,laptop,equine
213,5,4,ns_2,laptop,donut,1,Is it true that laptops are donuts?,laptops,donuts
214,5,4,ns_2,laptop,donut,2,Is it true that a laptop is a donut?,laptop,donut
215,5,4,ns_2,laptop,donut,3,Is it true that laptops are a type of donut?,laptops,donut
216,5,4,ns_2,laptop,donut,4,Is it true that a laptop is a type of donut?,laptop,donut
217,5,4,ns_3,laptop,vehicle,1,Is it true that laptops are vehicles?,laptops,vehicles
218,5,4,ns_3,laptop,vehicle,2,Is it true that a laptop is a vehicle?,laptop,vehicle
219,5,4,ns_3,laptop,vehicle,3,Is it true that laptops are a type of vehicle?,laptops,vehicle
220,5,4,ns_3,laptop,vehicle,4,Is it true that a laptop is a type of vehicle?,laptop,vehicle
221,5,4,ns_4,laptop,gun,1,Is it true that laptops are guns?,laptops,guns
222,5,4,ns_4,laptop,gun,2,Is it true that a laptop is a gun?,laptop,gun
223,5,4,ns_4,laptop,gun,3,Is it true that laptops are a type of gun?,laptops,gun
224,5,4,ns_4,laptop,gun,4,Is it true that a laptop is a type of gun?,laptop,gun
225,6,1,ns_1,broccoli,couch,1,Is it true that broccolis are couches?,broccolis,couches
226,6,1,ns_1,broccoli,couch,2,Is it true that broccoli is a couch?,broccoli,couch
227,6,1,ns_1,broccoli,couch,3,Is it true that broccolis are a type of couch?,broccolis,couch
228,6,1,ns_1,broccoli,couch,4,Is it true that broccoli is a type of couch?,broccoli,couch
229,6,1,ns_2,broccoli,meat,1,Is it true that broccolis are meats?,broccolis,meats
230,6,1,ns_2,broccoli,meat,2,Is it true that broccoli is meat?,broccoli,meat
231,6,1,ns_2,broccoli,meat,3,Is it true that broccolis are a type of meat?,broccolis,meat
232,6,1,ns_2,broccoli,meat,4,Is it true that broccoli is a type of meat?,broccoli,meat
233,6,1,ns_3,broccoli,linen,1,Is it true that broccolis are linen?,broccolis,linen
234,6,1,ns_3,broccoli,linen,2,Is it true that broccoli is linen?,broccoli,linen
235,6,1,ns_3,broccoli,linen,3,Is it true that broccolis are a type of linen?,broccolis,linen
236,6,1,ns_3,broccoli,linen,4,Is it true that broccoli is a type of linen?,broccoli,linen
237,6,1,ns_4,broccoli,baseball,1,Is it true that broccolis are baseballs?,broccolis,baseballs
238,6,1,ns_4,broccoli,baseball,2,Is it true that broccoli is a baseball?,broccoli,baseball
239,6,1,ns_4,broccoli,baseball,3,Is it true that broccolis are a type of baseball?,broccolis,baseball
240,6,1,ns_4,broccoli,baseball,4,Is it true that broccoli is a type of baseball?,broccoli,baseball
241,6,2,ns_1,broccoli,racket,1,Is it true that broccolis are rackets?,broccolis,rackets
242,6,2,ns_1,broccoli,racket,2,Is it true that broccoli is a racket?,broccoli,racket
243,6,2,ns_1,broccoli,racket,3,Is it true that broccolis are a type of racket?,broccolis,racket
244,6,2,ns_1,broccoli,racket,4,Is it true that broccoli is a type of racket?,broccoli,racket
245,6,2,ns_2,broccoli,table linen,1,Is it true that broccolis are table linen?,broccolis,table linen
246,6,2,ns_2,broccoli,table linen,2,Is it true that broccoli is table linen?,broccoli,table linen
247,6,2,ns_2,broccoli,table linen,3,Is it true that broccolis are a type of table linen?,broccolis,table linen
248,6,2,ns_2,broccoli,table linen,4,Is it true that broccoli is a type of table linen?,broccoli,table linen
249,6,2,ns_3,broccoli,garment,1,Is it true that broccolis are garments?,broccolis,garments
250,6,2,ns_3,broccoli,garment,2,Is it true that broccoli is garments?,broccoli,garments
251,6,2,ns_3,broccoli,garment,3,Is it true that broccolis are a type of garment?,broccolis,garment
252,6,2,ns_3,broccoli,garment,4,Is it true that broccoli is a type of garment?,broccoli,garment
253,6,2,ns_4,broccoli,can,1,Is it true that broccolis are cans?,broccolis,cans
254,6,2,ns_4,broccoli,can,2,Is it true that broccoli is a can?,broccoli,can
255,6,2,ns_4,broccoli,can,3,Is it true that broccolis are a type of can?,broccolis,can
256,6,2,ns_4,broccoli,can,4,Is it true that broccoli is a type of can?,broccoli,can
257,6,3,ns_1,broccoli,equipment,1,Is it true that broccolis are equipment?,broccolis,equipment
258,6,3,ns_1,broccoli,equipment,2,Is it true that broccoli is equipment?,broccoli,equipment
259,6,3,ns_1,broccoli,equipment,3,Is it true that broccolis are a type of equipment?,broccolis,equipment
260,6,3,ns_1,broccoli,equipment,4,Is it true that broccoli is a type of equipment?,broccoli,equipment
261,6,3,ns_2,broccoli,drum,1,Is it true that broccolis are drums?,broccolis,drums
262,6,3,ns_2,broccoli,drum,2,Is it true that broccoli is a drum?,broccoli,drum
263,6,3,ns_2,broccoli,drum,3,Is it true that broccolis are a type of drum?,broccolis,drum
264,6,3,ns_2,broccoli,drum,4,Is it true that broccoli is a type of drum?,broccoli,drum
265,6,3,ns_3,broccoli,laptop,1,Is it true that broccolis are laptops?,broccolis,laptops
266,6,3,ns_3,broccoli,laptop,2,Is it true that broccoli is a laptop?,broccoli,laptop
267,6,3,ns_3,broccoli,laptop,3,Is it true that broccolis are a type of laptop?,broccolis,laptop
268,6,3,ns_3,broccoli,laptop,4,Is it true that broccoli is a type of laptop?,broccoli,laptop
269,6,3,ns_4,broccoli,gun,1,Is it true that broccolis are guns?,broccolis,guns
270,6,3,ns_4,broccoli,gun,2,Is it true that broccoli is a gun?,broccoli,gun
271,6,3,ns_4,broccoli,gun,3,Is it true that broccolis are a type of gun?,broccolis,gun
272,6,3,ns_4,broccoli,gun,4,Is it true that broccoli is a type of gun?,broccoli,gun
273,7,1,ns_1,sofa,cabinet,1,Is it true that sofas are cabinets?,sofas,cabinets
274,7,1,ns_1,sofa,cabinet,2,Is it true that a sofa is a cabinet?,sofa,cabinet
275,7,1,ns_1,sofa,cabinet,3,Is it true that sofas are a type of cabinet?,sofas,cabinet
276,7,1,ns_1,sofa,cabinet,4,Is it true that a sofa is a type of cabinet?,sofa,cabinet
277,7,1,ns_2,sofa,cutlery,1,Is it true that sofas are cutlery?,sofas,cutlery
278,7,1,ns_2,sofa,cutlery,2,Is it true that a sofa is cutlery?,sofa,cutlery
279,7,1,ns_2,sofa,cutlery,3,Is it true that sofas are a type of cutlery?,sofas,cutlery
280,7,1,ns_2,sofa,cutlery,4,Is it true that a sofa is a type of cutlery?,sofa,cutlery
281,7,1,ns_3,sofa,coat,1,Is it true that sofas are coats?,sofas,coats
282,7,1,ns_3,sofa,coat,2,Is it true that a sofa is a coat?,sofa,coat
283,7,1,ns_3,sofa,coat,3,Is it true that sofas are a type of coat?,sofas,coat
284,7,1,ns_3,sofa,coat,4,Is it true that a sofa is a type of coat?,sofa,coat
285,7,1,ns_4,sofa,mud,1,Is it true that sofas are mud?,sofas,mud
286,7,1,ns_4,sofa,mud,2,Is it true that a sofa is mud?,sofa,mud
287,7,1,ns_4,sofa,mud,3,Is it true that sofas are a type of mud?,sofas,mud
288,7,1,ns_4,sofa,mud,4,Is it true that a sofa is a type of mud?,sofa,mud
289,7,2,ns_1,sofa,apple,1,Is it true that sofas are apples?,sofas,apples
290,7,2,ns_1,sofa,apple,2,Is it true that a sofa is an apple?,sofa,apple
291,7,2,ns_1,sofa,apple,3,Is it true that sofas are a type of apple?,sofas,apple
292,7,2,ns_1,sofa,apple,4,Is it true that a sofa is a type of apple?,sofa,apple
293,7,2,ns_2,sofa,food,1,Is it true that sofas are foods?,sofas,foods
294,7,2,ns_2,sofa,food,2,Is it true that a sofa is food?,sofa,food
295,7,2,ns_2,sofa,food,3,Is it true that sofas are a type of food?,sofas,food
296,7,2,ns_2,sofa,food,4,Is it true that a sofa is a type of food?,sofa,food
297,7,2,ns_3,sofa,person,1,Is it true that sofas are people?,sofas,people
298,7,2,ns_3,sofa,person,2,Is it true that a sofa is a person?,sofa,person
299,7,2,ns_3,sofa,person,3,Is it true that sofas are a type of person?,sofas,person
300,7,2,ns_3,sofa,person,4,Is it true that a sofa is a type of person?,sofa,person
301,7,2,ns_4,sofa,bridge,1,Is it true that sofas are bridges?,sofas,bridges
302,7,2,ns_4,sofa,bridge,2,Is it true that a sofa is a bridge?,sofa,bridge
303,7,2,ns_4,sofa,bridge,3,Is it true that sofas are a type of bridge?,sofas,bridge
304,7,2,ns_4,sofa,bridge,4,Is it true that a sofa is a type of bridge?,sofa,bridge
305,8,1,ns_1,woman,amphibian,1,Is it true that women are amphibians?,women,amphibians
