item,layer,sim
205,0,0.0640021339058876
206,0,0.10356616228818893
207,0,0.03670452535152435
208,0,0.041972968727350235
209,0,0.09464476257562637
210,0,0.09102325141429901
211,0,0.09202011674642563
212,0,0.05296572670340538
213,0,0.05071159824728966
214,0,0.07968142628669739
215,0,0.1195288822054863
216,0,0.08415761590003967
217,0,0.060114212334156036
218,0,0.03681809827685356
219,0,0.12025263905525208
220,0,0.14060735702514648
221,0,0.05619249492883682
222,0,0.04249418154358864
223,0,0.08710096776485443
224,0,0.08024556934833527
225,0,0.08829391747713089
226,0,0.07042017579078674
227,0,0.07417818158864975
228,0,0.08924400061368942
229,0,0.0782553106546402
230,0,0.14754730463027954
231,0,0.07785545289516449
232,0,0.0565640963613987
233,0,0.06831877678632736
234,0,0.04391075298190117
235,0,0.07688871771097183
236,0,0.05465133488178253
237,0,0.08234535157680511
238,0,0.0014231528621166945
239,0,0.1138223186135292
240,0,0.09447069466114044
241,0,0.0748424381017685
242,0,0.07455667853355408
243,0,0.0602576918900013
244,0,0.06332051753997803
245,0,0.03074972704052925
246,0,0.011167784221470356
247,0,0.07696620374917984
248,0,0.11334791779518127
249,0,0.07995476573705673
250,0,0.06239674612879753
251,0,0.10207439959049225
252,0,0.03213367611169815
253,0,0.0651463121175766
254,0,0.14435073733329773
255,0,0.07432051002979279
256,0,0.39908286929130554
257,0,0.13775351643562317
258,0,0.16112002730369568
259,0,0.13293200731277466
260,0,0.10308532416820526
261,0,0.0434778593480587
262,0,0.12760955095291138
263,0,0.16572266817092896
264,0,0.12486971914768219
265,0,0.13629937171936035
266,0,0.039312928915023804
267,0,0.09021491557359695
268,0,0.08600704371929169
269,0,0.12820552289485931
270,0,0.1285822093486786
271,0,0.08119376748800278
272,0,0.0791599452495575
273,0,0.05773711949586868
274,0,0.06245949864387512
275,0,0.05693690478801727
276,0,0.08646686375141144
277,0,0.0459098145365715
278,0,0.11656097322702408
279,0,0.09490715712308884
280,0,0.08453397452831268
281,0,0.03884667530655861
282,0,0.03255313262343407
283,0,0.1625414937734604
284,0,0.1314021199941635
285,0,0.04508748650550842
286,0,0.0813605934381485
287,0,0.06448964774608612
288,0,0.0969848558306694
289,0,0.07526218891143799
290,0,0.06779813021421432
291,0,0.06273046135902405
292,0,0.03233833983540535
293,0,0.05823707580566406
294,0,0.07503459602594376
295,0,0.07753463834524155
296,0,0.07778965681791306
297,0,0.08067327737808228
298,0,0.040626026690006256
299,0,0.09672476351261139
300,0,0.057818155735731125
301,0,0.10897636413574219
302,0,0.06177985295653343
303,0,0.06172537803649902
304,0,0.1353999376296997
305,0,0.13188640773296356
306,0,0.10297349095344543
307,0,0.10691159963607788
308,0,0.045093707740306854
309,0,0.045738738030195236
310,0,0.07226327061653137
311,0,0.027172066271305084
312,0,0.00123570766299963
313,0,0.10715167224407196
314,0,0.07038695365190506
315,0,0.07817426323890686
316,0,0.12334881722927094
317,0,0.10095147788524628
318,0,0.13718149065971375
319,0,0.05137158930301666
320,0,0.0449613593518734
321,0,0.04768834263086319
322,0,0.10842330753803253
323,0,0.0878148227930069
324,0,0.05958487093448639
325,0,0.04282250627875328
326,0,0.11920382082462311
327,0,0.08241115510463715
328,0,0.07055162638425827
329,0,0.13629688322544098
330,0,0.20826184749603271
331,0,0.110074982047081
332,0,0.06601643562316895
333,0,0.10814264416694641
334,0,0.0750875473022461
335,0,0.05589773505926132
336,0,0.1094725951552391
337,0,0.14211013913154602
338,0,0.06351450085639954
339,0,0.05619536712765694
340,0,0.04855490103363991
341,0,0.07666987180709839
342,0,0.08501371741294861
343,0,0.058216456323862076
344,0,0.04967585951089859
345,0,0.1676023155450821
346,0,0.12890228629112244
347,0,0.07091920077800751
348,0,0.09130527079105377
349,0,0.06260563433170319
350,0,0.1055283397436142
351,0,0.0997651219367981
352,0,0.0530589297413826
353,0,0.10504418611526489
354,0,0.05535896494984627
355,0,0.07717232406139374
356,0,0.1216423511505127
357,0,0.06349329650402069
358,0,0.0971372053027153
359,0,0.06769639998674393
360,0,0.0757104679942131
361,0,0.051300887018442154
362,0,0.12784895300865173
363,0,0.1604187786579132
364,0,0.1537759006023407
365,0,0.08848639577627182
366,0,0.13053037226200104
367,0,0.20542672276496887
368,0,0.07481980323791504
369,0,0.06663932651281357
370,0,0.044030334800481796
371,0,0.06801609694957733
372,0,0.06737498939037323
373,0,0.05361677706241608
374,0,0.06864488124847412
375,0,0.1097061038017273
376,0,0.07157212495803833
377,0,0.08818410336971283
378,0,0.053893204778432846
379,0,0.05605488643050194
380,0,0.06432729959487915
381,0,0.15033893287181854
382,0,0.16942091286182404
383,0,0.13558095693588257
384,0,0.113990917801857
385,0,0.07214871048927307
386,0,0.06746532768011093
387,0,0.15799537301063538
388,0,0.072443887591362
389,0,0.0752725750207901
390,0,0.023265276104211807
391,0,0.07650615274906158
392,0,0.07775238156318665
393,0,0.10370712727308273
394,0,0.05634137988090515
395,0,0.10197418928146362
396,0,0.13350200653076172
397,0,0.05390804260969162
398,0,0.08770251274108887
399,0,0.042341701686382294
400,0,0.3916136622428894
401,0,0.061052821576595306
402,0,0.11957526206970215
403,0,0.1188516616821289
404,0,0.06253449618816376
405,0,0.06424590945243835
406,0,0.09003385156393051
407,0,0.18250930309295654
408,0,0.7796080708503723
409,0,0.048474445939064026
410,0,0.0498962476849556
411,0,0.07326322793960571
412,0,0.06003984063863754
413,0,0.03958626464009285
414,0,0.07305441051721573
415,0,0.11607728153467178
416,0,0.0574011392891407
417,0,0.14399278163909912
418,0,0.0934169813990593
419,0,0.05197773873806
420,0,0.034171730279922485
421,0,0.07021923363208771
422,0,0.07552892714738846
423,0,0.11914099752902985
424,0,0.06305073201656342
425,0,0.048296209424734116
426,0,0.18360011279582977
427,0,0.11988096684217453
428,0,0.07518687099218369
429,0,0.087923064827919
430,0,0.14919795095920563
431,0,0.06761465966701508
432,0,0.05104995518922806
433,0,0.09560200572013855
434,0,0.05843883007764816
435,0,0.03175833821296692
436,0,0.06849987804889679
437,0,0.06714227050542831
438,0,0.09235956519842148
439,0,0.09670162200927734
440,0,0.12435003370046616
441,0,0.08566185086965561
442,0,0.06164595112204552
443,0,0.06694706529378891
444,0,0.04998937249183655
445,0,0.05162690579891205
446,0,0.03212135285139084
447,0,0.04170043393969536
448,0,0.1230694055557251
449,0,0.06600703299045563
450,0,0.05921182036399841
451,0,0.14268217980861664
452,0,0.11242564022541046
453,0,0.08390772342681885
454,0,0.10681545734405518
455,0,0.08890018612146378
456,0,0.06724424660205841
457,0,0.06635091453790665
458,0,0.05383648723363876
459,0,0.04347163438796997
460,0,0.0405239462852478
461,0,0.14348076283931732
462,0,0.09145302325487137
463,0,0.08465448766946793
464,0,0.05077333748340607
465,0,0.11824442446231842
466,0,0.057222072035074234
467,0,0.04122792184352875
468,0,0.17632082104682922
469,0,0.1405019462108612
470,0,0.11147584766149521
471,0,0.11515958607196808
472,0,0.08195779472589493
473,0,0.05215742439031601
474,0,0.0882955938577652
475,0,0.09980914741754532
476,0,0.11345502734184265
477,0,0.15493816137313843
478,0,0.1806880533695221
479,0,0.10071726888418198
480,0,0.050534456968307495
481,0,0.046365801244974136
482,0,0.07786208391189575
483,0,0.1827676147222519
484,0,0.14250223338603973
485,0,0.053068581968545914
486,0,0.06315386295318604
487,0,0.05584527179598808
488,0,0.08986950665712357
489,0,0.05726481229066849
490,0,0.026664147153496742
491,0,0.08061356842517853
492,0,0.02770940586924553
493,0,0.016760725528001785
494,0,0.04593886807560921
495,0,0.03055461123585701
496,0,0.07749877125024796
497,0,0.08703215420246124
498,0,0.06724128127098083
499,0,0.04527195170521736
500,0,0.261762797832489
501,0,0.0767311304807663
502,0,0.08221673965454102
503,0,0.07983888685703278
504,0,0.08511601388454437
505,0,0.07633872330188751
506,0,0.09804923832416534
507,0,0.239730566740036
508,0,0.07481364160776138
509,0,0.056490082293748856
510,0,0.06433485448360443
511,0,0.04925578087568283
512,0,0.07094838470220566
513,0,0.03526749089360237
514,0,0.06427240371704102
515,0,0.0725373923778534
516,0,0.05052270367741585
517,0,0.10175348818302155
518,0,0.07469716668128967
519,0,0.04209668189287186
520,0,0.058919839560985565
521,0,0.10543657839298248
522,0,0.10783595591783524
523,0,0.07610352337360382
524,0,0.09045141190290451
525,0,0.07203379273414612
526,0,0.06461436301469803
527,0,0.052340731024742126
528,0,0.038845837116241455
529,0,0.06742606312036514
530,0,0.11258845031261444
531,0,0.09700263291597366
532,0,0.09247566014528275
533,0,0.03486098721623421
534,0,0.09947051107883453
535,0,0.07510538399219513
536,0,0.0855494886636734
537,0,0.05111365765333176
538,0,0.1039394736289978
539,0,0.08171431720256805
540,0,0.08421281725168228
541,0,0.1813790202140808
542,0,0.05805996060371399
543,0,0.12503474950790405
544,0,0.10239805281162262
545,0,0.09324757009744644
546,0,0.11467088013887405
547,0,0.04882131144404411
548,0,0.07779275625944138
549,0,0.07053830474615097
550,0,0.04475860297679901
551,0,0.03961290419101715
552,0,0.09815565496683121
553,0,0.11427628248929977
554,0,0.13975565135478973
555,0,0.11126537621021271
556,0,0.1301545649766922
557,0,0.09932567179203033
558,0,0.09249164909124374
559,0,0.06671568751335144
560,0,0.10006489604711533
561,0,0.08969590067863464
562,0,0.04955918714404106
563,0,0.03960319608449936
564,0,0.03914366289973259
565,0,0.04678170010447502
566,0,0.06461068242788315
567,0,0.08847260475158691
568,0,0.0639033168554306
569,0,0.0673496201634407
570,0,0.03357610106468201
571,0,0.06723524630069733
572,0,0.09770818799734116
573,0,0.009657083079218864
574,0,0.07671394944190979
575,0,0.07278387248516083
576,0,0.07365750521421432
577,0,0.10832814872264862
578,0,0.0658804401755333
579,0,0.09541355818510056
580,0,0.0616917684674263
581,0,0.07660870254039764
582,0,0.0991671085357666
583,0,0.09404091536998749
584,0,0.09230028092861176
585,0,0.04286989942193031
586,0,0.06624118983745575
587,0,0.1708204448223114
588,0,0.09383492916822433
589,0,0.11919211596250534
590,0,0.09817620366811752
591,0,0.0686219111084938
592,0,0.10896904021501541
593,0,0.03803720697760582
594,0,0.07175791263580322
595,0,0.06929610669612885
596,0,0.09885429590940475
597,0,0.08162392675876617
598,0,0.0706372857093811
599,0,0.07531765103340149
600,0,0.07965780794620514
601,0,0.057309091091156006
602,0,0.06430995464324951
603,0,0.05950810760259628
604,0,0.0716046467423439
605,0,0.1104445680975914
606,0,0.07309790700674057
607,0,0.10666941106319427
608,0,0.058726925402879715
609,0,0.06048760935664177
610,0,0.05151353031396866
611,0,0.18822190165519714
612,0,0.16008898615837097
613,0,0.06277219206094742
614,0,0.05799195170402527
615,0,0.08378032594919205
616,0,0.08161794394254684
617,0,0.049686603248119354
618,0,0.10053033381700516
619,0,0.06563171744346619
620,0,0.08240426331758499
621,0,0.06380109488964081
622,0,0.08180327713489532
623,0,0.035915110260248184
624,0,0.027628133073449135
625,0,0.5011900663375854
626,0,0.2219945192337036
627,0,0.08318624645471573
628,0,0.07311714440584183
629,0,0.12362826615571976
630,0,0.11017867177724838
631,0,0.1956602931022644
632,0,0.053784724324941635
633,0,0.09314992278814316
634,0,0.0742303654551506
635,0,0.01942041516304016
636,0,0.04999648779630661
637,0,0.07684452086687088
638,0,0.06587620079517365
639,0,0.06409085541963577
640,0,0.10889984667301178
641,0,0.09493961185216904
642,0,0.10572747886180878
643,0,0.12537971138954163
644,0,0.12453634291887283
645,0,0.1449144184589386
646,0,0.09009972214698792
647,0,0.11172039061784744
648,0,0.047356944531202316
649,0,1.0000005960464478
650,0,0.09885555505752563
651,0,0.022653287276625633
652,0,0.061337169259786606
653,0,0.09192362427711487
654,0,0.04773970693349838
655,0,0.0753026083111763
656,0,0.051655784249305725
657,0,0.06111549958586693
658,0,0.10282404720783234
659,0,0.23577550053596497
660,0,0.10565795004367828
661,0,0.177204430103302
662,0,0.094744972884655
663,0,0.16036470234394073
664,0,0.05272538959980011
665,0,0.09433196485042572
666,0,0.04414224252104759
667,0,0.05921148881316185
668,0,0.05581222474575043
669,0,0.09456335753202438
670,0,0.06644521653652191
671,0,0.07946736365556717
672,0,0.15656983852386475
673,0,0.08851802349090576
674,0,0.08870238065719604
675,0,0.03653312847018242
676,0,0.07207503169775009
677,0,0.14328770339488983
678,0,0.042444903403520584
679,0,0.07043784111738205
680,0,0.0639965608716011
681,0,0.050766471773386
682,0,0.15206727385520935
683,0,0.22704704105854034
684,0,0.08387286961078644
685,0,0.07232892513275146
686,0,0.10364920645952225
687,0,0.08486119657754898
688,0,0.12229654937982559
689,0,0.08941950649023056
690,0,0.07009918242692947
691,0,0.09904497116804123
692,0,0.09689706563949585
693,0,0.10396569222211838
694,0,0.0390658862888813
695,0,0.06596649438142776
696,0,0.13190867006778717
697,0,0.046981435269117355
698,0,0.07960817962884903
699,0,0.054433081299066544
700,0,0.15148471295833588
701,0,0.10637830197811127
702,0,0.04151824489235878
703,0,0.05025416240096092
704,0,0.10157524794340134
705,0,0.050461605191230774
706,0,0.057423755526542664
707,0,0.14516092836856842
708,0,0.0863238275051117
709,0,0.08249007165431976
710,0,0.12859299778938293
711,0,0.021166004240512848
712,0,0.06243663653731346
713,0,0.07436103373765945
714,0,0.04264742508530617
715,0,0.041291601955890656
716,0,0.04831645265221596
717,0,0.028702031821012497
718,0,0.11420227587223053
719,0,0.051265034824609756
720,0,0.11688873171806335
721,0,0.05174487829208374
722,0,0.03689473867416382
723,0,0.12075392156839371
724,0,0.16150140762329102
725,0,0.03326326981186867
726,0,0.043262433260679245
727,0,0.033085815608501434
728,0,0.09310240298509598
729,0,0.027439501136541367
730,0,0.09009531140327454
731,0,0.06398139148950577
732,0,0.09822481870651245
733,0,0.03227176144719124
734,0,0.05871148407459259
735,0,0.07180211693048477
736,0,0.06553366035223007
737,0,0.11554670333862305
738,0,0.11633215099573135
739,0,0.034220460802316666
740,0,0.06930811703205109
741,0,0.022328000515699387
742,0,0.055302396416664124
743,0,0.12228381633758545
744,0,0.0858326405286789
745,0,0.12451004236936569
746,0,0.11715675890445709
747,0,0.053777359426021576
748,0,0.08144290745258331
749,0,0.047147415578365326
750,0,0.08322133868932724
751,0,0.058074772357940674
752,0,0.05951160937547684
753,0,0.03772014006972313
754,0,0.05096122622489929
755,0,0.20158711075782776
756,0,0.08010580390691757
757,0,0.18447084724903107
758,0,0.07949139177799225
759,0,0.04704275727272034
760,0,0.09779953956604004
761,0,0.07992561161518097
762,0,0.10869800299406052
763,0,0.06523668766021729
764,0,0.10499390959739685
765,0,0.1126214936375618
766,0,0.06081544607877731
767,0,0.07540629059076309
768,0,0.11804308742284775
769,0,0.07805578410625458
770,0,0.0581335574388504
771,0,0.0928250253200531
772,0,0.2145794928073883
773,0,0.08678725361824036
774,0,0.1019686758518219
775,0,0.052694499492645264
776,0,0.09672108292579651
777,0,0.1145290657877922
778,0,0.03797975927591324
779,0,0.06065943092107773
780,0,0.09091231226921082
781,0,0.034752145409584045
782,0,0.17983944714069366
783,0,0.06177859008312225
784,0,0.05312187224626541
785,0,0.06123412400484085
786,0,0.4461991488933563
787,0,0.14267678558826447
788,0,0.11033397167921066
789,0,0.05259455367922783
790,0,0.14516371488571167
791,0,0.10579404979944229
792,0,0.09489616006612778
793,0,0.05459300056099892
794,0,0.0872657299041748
795,0,0.03025519661605358
796,0,0.11184963583946228
797,0,0.13853496313095093
798,0,0.11755537986755371
799,0,0.11193892359733582
800,0,0.09238098561763763
801,0,0.15227718651294708
802,0,0.10306543111801147
803,0,0.04203711450099945
804,0,0.0806078091263771
805,0,0.09270337969064713
806,0,0.0874408558011055
807,0,0.04741087555885315
808,0,0.06091325357556343
809,0,0.051313452422618866
810,0,0.11431100964546204
811,0,0.08733322471380234
812,0,0.1371455192565918
813,0,0.1899864673614502
814,0,0.15343505144119263
815,0,0.06622899323701859
816,0,0.05801800638437271
817,0,0.10147876292467117
818,0,0.12247143685817719
819,0,0.06832446157932281
820,0,0.11276286095380783
821,0,0.1517249196767807
822,0,0.06657768040895462
823,0,0.06018447130918503
824,0,0.07342421263456345
825,0,0.08484326303005219
826,0,0.07893659174442291
827,0,0.13853619992733002
828,0,0.06968596577644348
829,0,0.11295534670352936
830,0,0.12286131083965302
831,0,0.09397751092910767
832,0,0.08593984693288803
833,0,0.08738446980714798
834,0,0.06358969956636429
835,0,0.11872877180576324
836,0,0.03200143203139305
837,0,0.03412359580397606
838,0,0.03010500594973564
839,0,0.25967541337013245
840,0,0.25739118456840515
841,0,0.13583412766456604
842,0,0.09041832387447357
843,0,0.10845087468624115
844,0,0.12588508427143097
845,0,0.07437703013420105
846,0,0.06818673759698868
847,0,0.0480172261595726
848,0,0.07188636809587479
849,0,0.04067140817642212
850,0,0.06376862525939941
851,0,0.07103317975997925
852,0,0.07336527109146118
853,0,0.0697920024394989
854,0,0.09034156799316406
855,0,0.07531847804784775
856,0,0.05270838364958763
857,0,0.03505857288837433
858,0,0.07951893657445908
859,0,0.099832683801651
860,0,0.15700721740722656
861,0,0.11023448407649994
862,0,0.06422717869281769
863,0,0.06742687523365021
864,0,0.03629903867840767
865,0,0.07039827853441238
866,0,0.09156614542007446
867,0,0.0943780466914177
868,0,0.0991436019539833
869,0,0.07430557161569595
870,0,0.06708548963069916
871,0,0.07565736025571823
872,0,0.07418565452098846
873,0,0.1465013325214386
874,0,0.1072825938463211
875,0,0.10879687964916229
876,0,0.04589875042438507
877,0,0.06724745780229568
878,0,0.016274256631731987
879,0,0.04391553997993469
880,0,0.08622534573078156
881,0,0.06280417740345001
882,0,0.032932866364717484
883,0,0.031266115605831146
884,0,0.08752229064702988
885,0,0.05846782773733139
886,0,0.09221818298101425
887,0,0.14800430834293365
888,0,0.12128591537475586
889,0,0.09980417788028717
890,0,0.08817943930625916
891,0,0.07746676355600357
892,0,0.11656869202852249
893,0,0.11754068732261658
894,0,0.09197510033845901
895,0,0.07915879040956497
896,0,0.15874916315078735
897,0,0.0526052862405777
898,0,0.09291879832744598
899,0,0.04920851066708565
900,0,0.04969383031129837
901,0,0.14118275046348572
902,0,0.09469231963157654
903,0,0.08974071592092514
904,0,0.050167016685009
905,0,0.06476426124572754
906,0,0.07141188532114029
907,0,0.06314489990472794
908,0,0.08977948129177094
909,0,0.07832377403974533
910,0,0.16503512859344482
911,0,0.08933236449956894
912,0,0.11763820052146912
913,0,0.05164638161659241
914,0,0.05868665501475334
915,0,0.20129641890525818
916,0,0.11063182353973389
917,0,0.0510803684592247
918,0,0.048746831715106964
919,0,0.08148439973592758
920,0,0.12813055515289307
921,0,0.0976647436618805
922,0,0.039529070258140564
923,0,0.10718100517988205
924,0,0.06757962703704834
925,0,0.07059264928102493
926,0,0.04408987611532211
927,0,0.04320329800248146
928,0,0.06051526591181755
929,0,0.07482610642910004
930,0,0.030256418511271477
931,0,0.06728368252515793
932,0,0.07541415840387344
933,0,0.06858964264392853
934,0,0.07193662226200104
935,0,0.05310136824846268
936,0,0.04803377389907837
937,0,0.06454023718833923
938,0,0.08127762377262115
939,0,0.06142245978116989
940,0,0.08298088610172272
941,0,0.11543832719326019
942,0,0.10587835311889648
943,0,0.0871199369430542
944,0,0.0981660783290863
945,0,0.1432589292526245
946,0,0.15381838381290436
947,0,0.13147997856140137
948,0,0.1474190205335617
949,0,0.02165304683148861
950,0,0.07806000113487244
951,0,0.1220664456486702
952,0,0.06175461784005165
953,0,0.0988730639219284
954,0,0.08151349425315857
955,0,0.08562514185905457
956,0,0.1109960749745369
957,0,0.08522701263427734
958,0,0.08172376453876495
959,0,0.46585071086883545
960,0,0.08750147372484207
961,0,0.07473911345005035
962,0,0.07277195155620575
963,0,0.0987064316868782
964,0,0.09854919463396072
965,0,0.0932469516992569
966,0,0.06387143582105637
967,0,0.15865854918956757
968,0,0.7531642913818359
969,0,0.021983761340379715
970,0,0.04547026380896568
971,0,0.09674514085054398
972,0,0.1742187887430191
973,0,0.05603884160518646
974,0,0.059517838060855865
975,0,0.0730452910065651
976,0,0.0760953277349472
977,0,0.04274733364582062
978,0,0.09595654904842377
979,0,0.13731732964515686
980,0,0.06329774111509323
981,0,0.08895192295312881
982,0,0.06973034143447876
983,0,0.11734148114919662
984,0,0.0797324925661087
985,0,0.7672802209854126
986,0,0.14776025712490082
987,0,0.05073698237538338
988,0,0.08210892975330353
989,0,0.018187610432505608
990,0,0.051751453429460526
991,0,0.08727418631315231
992,0,0.07464499771595001
993,0,0.11271935701370239
994,0,0.12839925289154053
995,0,0.16227546334266663
996,0,0.028123069554567337
997,0,0.051402561366558075
998,0,0.07480443269014359
999,0,0.07964395731687546
1000,0,0.0760069340467453
1001,0,0.08907096832990646
1002,0,0.04430446773767471
1003,0,0.05026242509484291
1004,0,0.08612686395645142
1005,0,0.11626036465167999
1006,0,0.10613977909088135
1007,0,0.09027566015720367
1008,0,0.0713430643081665
1009,0,0.08579431474208832
1010,0,0.06927136331796646
1011,0,0.11649377644062042
1012,0,0.054728806018829346
1013,0,0.07225322723388672
1014,0,0.06711751222610474
1015,0,0.08287159353494644
1016,0,0.08096593618392944
1017,0,0.05527781695127487
1018,0,0.0652262270450592
1019,0,0.0878198891878128
1020,0,0.07647907733917236
1021,0,0.1344509720802307
1022,0,0.11946018040180206
1023,0,0.0882459431886673
1024,0,0.12201012670993805
1025,0,0.13266189396381378
1026,0,0.09673117101192474
1027,0,0.09271512180566788
1028,0,0.1290794014930725
1029,0,0.05663887411355972
1030,0,0.0719868391752243
1031,0,0.052982207387685776
1032,0,0.03757583722472191
1033,0,0.05212635174393654
1034,0,0.04560702294111252
1035,0,0.07528829574584961
1036,0,0.03114815428853035
1037,0,0.09406594932079315
1038,0,0.10290438681840897
1039,0,0.09187471121549606
1040,0,0.04437731206417084
1041,0,0.11455390602350235
1042,0,0.0969202071428299
1043,0,0.060255710035562515
1044,0,0.08054378628730774
1045,0,0.08036968857049942
1046,0,0.12738287448883057
1047,0,0.059445466846227646
1048,0,0.08314146101474762
1049,0,0.10941623151302338
1050,0,0.07344314455986023
1051,0,0.09435828775167465
1052,0,0.08847583830356598
1053,0,0.09239352494478226
1054,0,0.09257370978593826
1055,0,0.0317160002887249
1056,0,0.11667465418577194
1057,0,0.09676543623209
1058,0,0.04700775444507599
1059,0,0.07117892801761627
1060,0,0.09237565845251083
1061,0,0.034228257834911346
1062,0,0.05798083543777466
1063,0,0.08006641268730164
1064,0,0.06742284446954727
1065,0,0.13563647866249084
1066,0,0.08496914803981781
1067,0,0.040713924914598465
1068,0,0.06790968030691147
1069,0,0.06667350232601166
1070,0,0.12505082786083221
1071,0,0.09948918223381042
