item,idx,hypernym_pred,negative_pred,swapped_pred,hypernym_yes,negative_yes,swapped_yes
29,29,Yes,No,No,0.9355961084365845,0.11550314724445343,0.19108033180236816
30,30,Yes,No,No,0.9809916019439697,0.06479912996292114,0.03057965449988842
31,31,Yes,No,No,0.9523919224739075,0.015897229313850403,0.1038588285446167
32,32,Yes,No,No,0.9327570199966431,0.04891834408044815,0.047204870730638504
33,33,Yes,No,No,0.9569615721702576,0.25323668122291565,0.052884459495544434
34,34,Yes,No,No,0.907630980014801,0.1421603262424469,0.06377968937158585
35,35,Yes,No,No,0.9782797694206238,0.02711823582649231,0.10386905819177628
36,36,Yes,No,Yes,0.9765061736106873,0.027743201702833176,0.8021549582481384
37,37,No,Yes,No,0.47733274102211,0.6302215456962585,0.04645129665732384
38,38,Yes,No,No,0.5885131359100342,0.03646693751215935,0.06533408164978027
39,39,Yes,No,No,0.9279481768608093,0.11073204129934311,0.04553524777293205
40,40,Yes,No,No,0.7625025510787964,0.266860693693161,0.0991799458861351
41,41,Yes,No,No,0.6945212483406067,0.3191637396812439,0.24943827092647552
42,42,Yes,No,No,0.864266037940979,0.2904367744922638,0.0773678719997406
43,43,Yes,No,No,0.7486480474472046,0.04878086969256401,0.31013089418411255
44,44,Yes,No,No,0.8978433012962341,0.06736940145492554,0.11509155482053757
45,45,Yes,No,No,0.983797013759613,0.01643376797437668,0.3044987618923187
46,46,Yes,No,No,0.9805253148078918,0.13630931079387665,0.1653619259595871
47,47,Yes,No,No,0.9856018424034119,0.0803501158952713,0.03657829761505127
48,48,Yes,No,No,0.9724037051200867,0.02478746697306633,0.054736994206905365
49,49,Yes,No,No,0.9163919687271118,0.2566923201084137,0.11845561116933823
50,50,Yes,No,No,0.8915135860443115,0.11776164919137955,0.05839229375123978
51,51,Yes,No,No,0.9466881155967712,0.046889401972293854,0.11812235414981842
52,52,Yes,Yes,No,0.8224512934684753,0.5123481154441833,0.13635990023612976
53,53,Yes,No,No,0.975016713142395,0.0556936040520668,0.11415132880210876
54,54,Yes,Yes,No,0.6767346262931824,0.5932726263999939,0.22786854207515717
55,55,Yes,No,No,0.8905566930770874,0.18614095449447632,0.3326528072357178
56,56,Yes,No,No,0.6159491539001465,0.06460090726613998,0.04591083899140358
57,57,Yes,No,No,0.9119033217430115,0.0394723005592823,0.10992445051670074
58,58,Yes,No,No,0.7801750898361206,0.41853636503219604,0.043328963220119476
59,59,Yes,No,No,0.965221107006073,0.025065967813134193,0.07427860051393509
60,60,Yes,No,No,0.9292957186698914,0.020603086799383163,0.07418330013751984
61,61,Yes,No,No,0.9648227691650391,0.2703777551651001,0.079391248524189
62,62,Yes,No,No,0.985162079334259,0.036008335649967194,0.07832028716802597
63,63,Yes,No,No,0.9851778745651245,0.13079549372196198,0.08474868535995483
64,64,Yes,No,No,0.9813633561134338,0.05628807470202446,0.2010415494441986
65,65,Yes,No,No,0.9628161787986755,0.07162340730428696,0.1338060349225998
66,66,Yes,No,No,0.983077347278595,0.06518357992172241,0.04013090208172798
67,67,Yes,No,No,0.9787586331367493,0.034633979201316833,0.040738750249147415
68,68,Yes,Yes,No,0.967450737953186,0.5893775224685669,0.12637530267238617
69,69,Yes,No,No,0.9811856746673584,0.26502740383148193,0.07925710082054138
70,70,Yes,No,No,0.9431586265563965,0.19252438843250275,0.04676403850317001
71,71,Yes,No,No,0.9598382711410522,0.04142835736274719,0.18481825292110443
72,72,Yes,No,No,0.9752146005630493,0.05145367234945297,0.13294298946857452
73,73,Yes,No,No,0.972507894039154,0.0372779555618763,0.16297385096549988
74,74,Yes,No,No,0.6556007266044617,0.04098663851618767,0.09445037692785263
75,75,Yes,No,No,0.5706142783164978,0.12802666425704956,0.14338193833827972
76,76,Yes,No,No,0.7895274758338928,0.256468802690506,0.18047712743282318
77,77,Yes,No,No,0.8668749928474426,0.02631167322397232,0.1252993941307068
78,78,Yes,No,No,0.9841415882110596,0.04836827889084816,0.05615832656621933
79,79,Yes,Yes,No,0.9676282405853271,0.8954047560691833,0.036969710141420364
80,80,Yes,No,No,0.9777775406837463,0.03360597416758537,0.08158978074789047
81,81,Yes,No,No,0.8970451951026917,0.01636502519249916,0.07294576615095139
82,82,Yes,No,No,0.9655795097351074,0.11631997674703598,0.13295364379882812
83,83,Yes,No,No,0.8017881512641907,0.03880661353468895,0.10211849212646484
84,84,Yes,No,No,0.7251731753349304,0.06878522038459778,0.2603677809238434
85,85,Yes,No,No,0.9743402004241943,0.1931263506412506,0.1486375778913498
86,86,Yes,No,No,0.9521763324737549,0.48657044768333435,0.11137507110834122
87,87,Yes,No,No,0.9287153482437134,0.07215600460767746,0.03491557762026787
88,88,Yes,No,No,0.7845844626426697,0.09783786535263062,0.06661362946033478
89,89,Yes,No,No,0.9684680104255676,0.05292884260416031,0.04298924282193184
90,90,Yes,No,No,0.8058705925941467,0.04170618951320648,0.049262773245573044
91,91,Yes,No,No,0.9781267046928406,0.04932832345366478,0.04282094165682793
92,92,Yes,No,No,0.9756827354431152,0.0753527581691742,0.0410880371928215
93,93,Yes,No,No,0.9782214760780334,0.024668212980031967,0.06530115008354187
94,94,Yes,No,No,0.9518278241157532,0.03207401558756828,0.05695006251335144
95,95,Yes,No,No,0.9448885321617126,0.4005405902862549,0.11157602071762085
96,96,Yes,No,No,0.9000719785690308,0.3517095744609833,0.05257536098361015
97,97,Yes,No,No,0.9814852476119995,0.013876905664801598,0.05606783926486969
98,98,Yes,Yes,No,0.9829790592193604,0.9761272668838501,0.07473517209291458
99,99,Yes,No,No,0.9702059030532837,0.06590623408555984,0.05101161450147629
100,100,Yes,No,No,0.9735009074211121,0.032063595950603485,0.03460335358977318
101,101,Yes,No,No,0.9725196361541748,0.0472959466278553,0.04355894401669502
102,102,Yes,No,No,0.9849478602409363,0.034911345690488815,0.17731627821922302
103,103,Yes,No,No,0.9849616885185242,0.06557316333055496,0.05838095396757126
104,104,Yes,No,No,0.9693146347999573,0.02253822423517704,0.046723488718271255
105,105,Yes,No,No,0.9738826155662537,0.0705617219209671,0.05824242904782295
106,106,Yes,No,No,0.9821290969848633,0.05029737204313278,0.3542560040950775
107,107,Yes,No,No,0.9684874415397644,0.026003960520029068,0.11646198481321335
108,108,Yes,No,No,0.9739091992378235,0.03886933997273445,0.2583881616592407
109,109,Yes,No,No,0.9862076640129089,0.05301918461918831,0.14378391206264496
110,110,Yes,No,No,0.9713810682296753,0.07332898676395416,0.21391057968139648
111,111,Yes,No,No,0.9775046110153198,0.09340403974056244,0.15960529446601868
112,112,Yes,No,No,0.9791096448898315,0.02924669161438942,0.16864724457263947
113,113,Yes,No,No,0.6303766965866089,0.08005686849355698,0.05375516787171364
114,114,Yes,No,No,0.9780617952346802,0.022651655599474907,0.05730701610445976
115,115,Yes,No,No,0.9775987863540649,0.048369958996772766,0.0212545245885849
116,116,Yes,No,No,0.9777516722679138,0.03316710889339447,0.07266537845134735
117,117,Yes,No,No,0.9736566543579102,0.020792437717318535,0.06093950197100639
118,118,Yes,No,No,0.9730972647666931,0.06553473323583603,0.08735617995262146
119,119,Yes,No,No,0.9719268083572388,0.03787453845143318,0.24118517339229584
120,120,Yes,No,No,0.9726884961128235,0.19345997273921967,0.21318171918392181
121,121,Yes,No,No,0.9565206170082092,0.07457546889781952,0.1405084729194641
122,122,Yes,No,No,0.9416912198066711,0.08308029174804688,0.1060551330447197
123,123,Yes,No,No,0.9801715612411499,0.09345345944166183,0.1240919679403305
124,124,Yes,No,No,0.9852816462516785,0.15058690309524536,0.13203221559524536
125,125,Yes,Yes,No,0.9736219644546509,0.6913273334503174,0.05057685077190399
126,126,Yes,No,No,0.9810482859611511,0.025005824863910675,0.06415029615163803
127,127,Yes,No,No,0.9845156073570251,0.02093152515590191,0.09818746894598007
128,128,Yes,No,No,0.9781332612037659,0.015892939642071724,0.056579191237688065
129,129,Yes,No,No,0.9028328657150269,0.3943900763988495,0.09226911514997482
130,130,Yes,No,No,0.969323992729187,0.026901964098215103,0.12325228750705719
131,131,Yes,No,No,0.8291021585464478,0.30702948570251465,0.059442970901727676
132,132,Yes,No,No,0.9819594025611877,0.039789605885744095,0.058801665902137756
133,133,Yes,No,No,0.9769972562789917,0.02810981683433056,0.06863035261631012
134,134,Yes,No,No,0.9389833807945251,0.2679595947265625,0.039317838847637177
135,135,Yes,No,No,0.8964693546295166,0.16750462353229523,0.04570838436484337
136,136,Yes,No,No,0.9739097952842712,0.0684150904417038,0.04829874634742737
137,137,Yes,No,No,0.9795703291893005,0.01020494382828474,0.049034569412469864
138,138,Yes,No,No,0.9810875654220581,0.031347885727882385,0.20156221091747284
139,139,Yes,No,No,0.7256861925125122,0.020783981308341026,0.09456294029951096
140,140,Yes,No,No,0.9792792797088623,0.11270730197429657,0.031907230615615845
141,141,Yes,No,No,0.9867377877235413,0.017193103209137917,0.06839025020599365
142,142,Yes,No,No,0.9766532778739929,0.04271560162305832,0.034778039902448654
143,143,Yes,No,No,0.9862262010574341,0.04480023309588432,0.0556580126285553
144,144,Yes,No,No,0.9068052172660828,0.03175370395183563,0.11157715320587158
145,145,Yes,No,No,0.6036503911018372,0.34459003806114197,0.10125809907913208
146,146,Yes,No,No,0.8767421841621399,0.11376509070396423,0.11352162808179855
147,147,Yes,No,No,0.9699954986572266,0.08849573880434036,0.1334650218486786
148,148,Yes,No,No,0.8196723461151123,0.024379363283514977,0.07053203135728836
149,149,Yes,No,No,0.9728517532348633,0.056754838675260544,0.13980378210544586
150,150,Yes,No,No,0.5944192409515381,0.11600255221128464,0.052177466452121735
151,151,No,No,No,0.033481236547231674,0.030122986063361168,0.07507946342229843
152,152,Yes,No,No,0.9781973958015442,0.008917027153074741,0.030668243765830994
153,153,Yes,No,No,0.9837467670440674,0.020631086081266403,0.09212435781955719
154,154,Yes,No,No,0.9719818830490112,0.11833067238330841,0.14387953281402588
155,155,Yes,No,No,0.9569552540779114,0.231106236577034,0.13213074207305908
156,156,Yes,No,No,0.9780314564704895,0.016979239881038666,0.15723347663879395
157,157,Yes,No,No,0.8912723064422607,0.07626304775476456,0.07690130919218063
158,158,Yes,No,No,0.979846715927124,0.022442925721406937,0.08687938749790192
159,159,Yes,No,No,0.86644446849823,0.042253654450178146,0.3080980181694031
160,160,Yes,No,No,0.9273710250854492,0.01700063981115818,0.034829702228307724
161,161,Yes,No,No,0.9728831648826599,0.02084464021027088,0.05474061146378517
162,162,Yes,No,No,0.9834559559822083,0.0443805530667305,0.02283002994954586
163,163,Yes,No,No,0.9541211724281311,0.03732658550143242,0.1083916500210762
164,164,Yes,No,No,0.9838569760322571,0.04616495966911316,0.11300099641084671
165,165,Yes,No,No,0.7936185002326965,0.04933391511440277,0.05534941703081131
166,166,Yes,No,No,0.9752894639968872,0.05454261973500252,0.05206826701760292
167,167,Yes,No,No,0.9823394417762756,0.03523601219058037,0.0543489083647728
168,168,No,No,No,0.41834768652915955,0.08700650185346603,0.05589310824871063
169,169,Yes,No,No,0.7770090699195862,0.16082681715488434,0.2535281479358673
170,170,Yes,No,No,0.9668477177619934,0.11270128190517426,0.10846200585365295
171,171,Yes,No,No,0.7593620419502258,0.02341500297188759,0.0278130192309618
172,172,Yes,No,No,0.848013699054718,0.08269477635622025,0.08710145950317383
173,173,Yes,No,No,0.7951266765594482,0.03821470960974693,0.10012365132570267
174,174,Yes,No,No,0.972419023513794,0.05485863611102104,0.06961364299058914
175,175,Yes,No,No,0.8819625973701477,0.03895323723554611,0.07899656146764755
176,176,Yes,No,No,0.9417558908462524,0.05391206964850426,0.11318662762641907
177,177,Yes,No,No,0.7936176657676697,0.2023606151342392,0.0802675411105156
178,178,Yes,No,No,0.8882609009742737,0.04360751435160637,0.11786044389009476
179,179,Yes,No,No,0.6054784655570984,0.434651643037796,0.3263963758945465
180,180,Yes,No,No,0.8953761458396912,0.10023833066225052,0.07684380561113358
181,181,Yes,No,No,0.974821150302887,0.019242586567997932,0.12154712527990341
182,182,No,No,No,0.4397914707660675,0.020642664283514023,0.03694888576865196
183,183,Yes,No,No,0.8787432312965393,0.07708967477083206,0.30111536383628845
184,184,No,No,No,0.2451145499944687,0.07538202404975891,0.0834946408867836
185,185,Yes,No,No,0.7194135785102844,0.013845870271325111,0.10523001849651337
186,186,No,No,No,0.44971075654029846,0.048319779336452484,0.07612800598144531
187,187,Yes,No,No,0.9784208536148071,0.051789212971925735,0.0793566182255745
188,188,Yes,No,Yes,0.9657290577888489,0.07234075665473938,0.5375101566314697
189,189,Yes,No,No,0.9791886806488037,0.12240226566791534,0.22843915224075317
190,190,Yes,No,No,0.884608805179596,0.02701055072247982,0.10624685883522034
191,191,No,No,No,0.3259693682193756,0.027503103017807007,0.06593229621648788
192,192,Yes,No,No,0.8442094326019287,0.3526920676231384,0.03616715595126152
193,193,Yes,No,No,0.9689302444458008,0.0482502207159996,0.1738584339618683
194,194,Yes,No,No,0.9672309160232544,0.03046882152557373,0.11436934024095535
195,195,Yes,No,No,0.9842768311500549,0.02788352780044079,0.10244245827198029
196,196,Yes,No,No,0.9817407727241516,0.03280285373330116,0.13193440437316895
197,197,Yes,No,No,0.655637800693512,0.08926863223314285,0.04687458276748657
198,198,Yes,Yes,No,0.9287853837013245,0.5638536214828491,0.09407611936330795
199,199,Yes,No,No,0.964928925037384,0.0381457656621933,0.047147322446107864
200,200,Yes,No,No,0.9668080806732178,0.07827132195234299,0.12255490571260452
201,201,Yes,No,No,0.9753623008728027,0.08399882167577744,0.05354456230998039
202,202,Yes,No,No,0.9776042103767395,0.08800662308931351,0.1127963736653328
203,203,Yes,No,No,0.976216197013855,0.0569298081099987,0.13996072113513947
204,204,Yes,No,No,0.8221723437309265,0.11217358708381653,0.11473137885332108
205,205,Yes,No,No,0.9531069993972778,0.10050744563341141,0.17835098505020142
206,206,Yes,No,No,0.9747101664543152,0.03283464536070824,0.34020620584487915
207,207,Yes,No,No,0.9742245078086853,0.040389034897089005,0.21419650316238403
208,208,Yes,No,No,0.5656183958053589,0.1079702228307724,0.11334414780139923
209,209,Yes,No,No,0.9833866953849792,0.009646697901189327,0.06813283264636993
210,210,Yes,No,No,0.6648339033126831,0.031296439468860626,0.06162133812904358
211,211,Yes,No,No,0.9703302383422852,0.057367559522390366,0.13511715829372406
212,212,Yes,No,No,0.9759268760681152,0.0746268704533577,0.027837881818413734
213,213,Yes,No,No,0.9796127080917358,0.03993495553731918,0.07565799355506897
214,214,Yes,No,No,0.9780845046043396,0.03339814767241478,0.08747856318950653
215,215,Yes,No,No,0.981284499168396,0.023424599319696426,0.09888089448213577
216,216,Yes,No,No,0.9284666776657104,0.15074484050273895,0.3117987811565399
217,217,Yes,No,No,0.9070342183113098,0.10907377302646637,0.3097889721393585
218,218,Yes,No,No,0.9515190124511719,0.21467335522174835,0.2706858515739441
219,219,Yes,No,No,0.9702116250991821,0.0788947120308876,0.15562300384044647
220,220,Yes,No,No,0.9830143451690674,0.056380897760391235,0.11926012486219406
221,221,Yes,Yes,No,0.9794813990592957,0.5455952286720276,0.025242166593670845
222,222,Yes,No,No,0.9772666096687317,0.03812599554657936,0.10095177590847015
223,223,Yes,No,No,0.9800186157226562,0.027601759880781174,0.04002295061945915
224,224,Yes,No,No,0.5337275862693787,0.05284753069281578,0.022704243659973145
225,225,Yes,No,No,0.9706375598907471,0.030244946479797363,0.08645594120025635
226,226,Yes,No,No,0.9588647484779358,0.02102314494550228,0.0361262783408165
227,227,Yes,No,No,0.9813439846038818,0.02488013170659542,0.07478437572717667
228,228,Yes,No,No,0.9869597554206848,0.029020171612501144,0.09857362508773804
229,229,Yes,No,No,0.9579497575759888,0.07592274993658066,0.08263867348432541
230,230,Yes,No,No,0.644000232219696,0.06502696871757507,0.05738214775919914
231,231,Yes,No,No,0.7288498878479004,0.045504454523324966,0.2620775103569031
232,232,Yes,No,No,0.9419286251068115,0.08333945274353027,0.1667291224002838
233,233,Yes,No,No,0.9675056338310242,0.23500700294971466,0.15983846783638
234,234,Yes,No,No,0.9507229924201965,0.3570058047771454,0.11804571002721786
235,235,Yes,No,No,0.944131076335907,0.3570058047771454,0.08733242750167847
236,236,Yes,No,No,0.6827673316001892,0.02275446243584156,0.035792116075754166
237,237,Yes,No,No,0.9580599069595337,0.04942147433757782,0.09068772941827774
238,238,Yes,No,No,0.9743397235870361,0.20997002720832825,0.3471543490886688
239,239,Yes,No,No,0.982776403427124,0.013081642799079418,0.03785412386059761
240,240,Yes,No,No,0.9632055759429932,0.01800607703626156,0.027198640629649162
241,241,Yes,No,No,0.9774590134620667,0.055415354669094086,0.09505640715360641
242,242,Yes,No,No,0.9795382022857666,0.1073707863688469,0.11132486909627914
243,243,Yes,No,No,0.9728174209594727,0.02528258040547371,0.0677003562450409
244,244,Yes,No,No,0.7968519330024719,0.01577492617070675,0.12336757779121399
245,245,Yes,Yes,No,0.9247522950172424,0.9737765789031982,0.36650899052619934
246,246,Yes,No,No,0.9562965035438538,0.019743867218494415,0.14873379468917847
247,247,Yes,No,No,0.9834080934524536,0.18564309179782867,0.0895608514547348
248,248,Yes,No,No,0.9683402180671692,0.033380549401044846,0.02987571991980076
249,249,Yes,No,No,0.9012827277183533,0.04785808548331261,0.29385098814964294
250,250,No,No,No,0.385616660118103,0.048303209245204926,0.06093744933605194
251,251,Yes,No,No,0.9868786334991455,0.007734570652246475,0.03746376559138298
252,252,Yes,No,No,0.9426595568656921,0.02191302552819252,0.026608483865857124
253,253,Yes,No,No,0.909209668636322,0.08273115754127502,0.06480881571769714
254,254,Yes,No,No,0.9507083892822266,0.04937330633401871,0.10740040987730026
255,255,Yes,Yes,No,0.9596925377845764,0.9580521583557129,0.07624395191669464
256,256,Yes,No,No,0.959004819393158,0.028287803754210472,0.25286978483200073
257,257,Yes,No,No,0.9633741974830627,0.04841294884681702,0.03924153745174408
258,258,Yes,No,No,0.9754937291145325,0.04841294884681702,0.06785091757774353
259,259,Yes,No,No,0.9649284482002258,0.4809068441390991,0.19583994150161743
260,260,Yes,No,No,0.9755604863166809,0.026635214686393738,0.3161256015300751
261,261,Yes,No,No,0.9663129448890686,0.13635949790477753,0.05991099402308464
262,262,Yes,No,No,0.8659546375274658,0.1755407303571701,0.05834050104022026
263,263,Yes,No,No,0.9502612948417664,0.017116041854023933,0.06911274045705795
264,264,Yes,No,No,0.9594253301620483,0.03248784691095352,0.046486176550388336
265,265,Yes,No,No,0.8625516295433044,0.01930234208703041,0.06810448318719864
266,266,Yes,No,No,0.5849069952964783,0.05731764808297157,0.10399533063173294
267,267,Yes,No,No,0.8948301672935486,0.016687113791704178,0.3023589253425598
268,268,Yes,No,No,0.9750657081604004,0.022063497453927994,0.16182619333267212
269,269,Yes,No,No,0.9778188467025757,0.01811148039996624,0.11108396202325821
270,270,Yes,No,No,0.986264705657959,0.03578900173306465,0.10788877308368683
271,271,Yes,No,No,0.9665642976760864,0.018910350278019905,0.08176936209201813
272,272,Yes,No,No,0.9009041786193848,0.06689026206731796,0.03914358839392662
273,273,Yes,No,No,0.6511867046356201,0.22977371513843536,0.1565837264060974
274,274,Yes,No,No,0.9763590097427368,0.02670191414654255,0.027098050341010094
275,275,Yes,No,No,0.9764122366905212,0.04499075934290886,0.08321574330329895
276,276,Yes,No,No,0.9808950424194336,0.02054266259074211,0.09023741632699966
277,277,Yes,No,No,0.9189462661743164,0.13539732992649078,0.10798649489879608
278,278,Yes,No,No,0.9237074851989746,0.031112803146243095,0.07428556680679321
279,279,Yes,No,No,0.96312415599823,0.016965392976999283,0.07482705265283585
280,280,Yes,No,No,0.5862630605697632,0.07302379608154297,0.08723495900630951
281,281,Yes,No,No,0.9728220105171204,0.025773698464035988,0.07947809994220734
282,282,Yes,No,No,0.7277269959449768,0.1863107830286026,0.0854433923959732
283,283,Yes,No,No,0.682769238948822,0.016455024480819702,0.050487320870161057
284,284,Yes,No,No,0.9814449548721313,0.0634344220161438,0.09728439897298813
285,285,Yes,No,No,0.9785358309745789,0.04218354821205139,0.11977102607488632
286,286,Yes,No,No,0.5702234506607056,0.0219444390386343,0.09200533479452133
287,287,Yes,No,No,0.9825432300567627,0.009540056809782982,0.0417504645884037
288,288,Yes,No,No,0.9880717992782593,0.03532801941037178,0.024838630110025406
289,289,Yes,No,No,0.9319643378257751,0.07987070083618164,0.09176585078239441
290,290,Yes,No,No,0.9807184338569641,0.027068715542554855,0.14304997026920319
291,291,Yes,No,No,0.9458368420600891,0.014633209444582462,0.07593176513910294
292,292,Yes,No,No,0.8939296007156372,0.15997175872325897,0.05454123020172119
293,293,Yes,No,No,0.9735243320465088,0.11885667592287064,0.05006833001971245
294,294,Yes,No,No,0.9212765693664551,0.03328032046556473,0.041898176074028015
295,295,Yes,No,No,0.9807295203208923,0.026921633630990982,0.10912174731492996
296,296,Yes,No,No,0.9618368744850159,0.16796334087848663,0.06719928979873657
297,297,Yes,No,No,0.9415430426597595,0.1892913281917572,0.12805433571338654
298,298,Yes,No,No,0.786838173866272,0.04065386950969696,0.11573079973459244
299,299,Yes,No,No,0.9791864156723022,0.3141295909881592,0.09693681448698044
300,300,Yes,No,No,0.8636895418167114,0.1346784234046936,0.1478690803050995
301,301,Yes,No,No,0.9811052083969116,0.05292746424674988,0.0910489410161972
302,302,Yes,No,No,0.9577004313468933,0.15819431841373444,0.0493130125105381
303,303,Yes,No,No,0.9767082333564758,0.029429161921143532,0.08357999473810196
304,304,Yes,No,No,0.9212881922721863,0.12233353406190872,0.09642481058835983
305,305,No,No,No,0.22435802221298218,0.07926181703805923,0.2667445242404938
306,306,Yes,No,No,0.9332969188690186,0.03285535052418709,0.06283276528120041
307,307,Yes,No,No,0.9333397150039673,0.041929613798856735,0.09002478420734406
308,308,Yes,No,No,0.9739512801170349,0.042373623698949814,0.07038100808858871
309,309,Yes,No,No,0.9825231432914734,0.023632507771253586,0.12251274287700653
310,310,Yes,No,No,0.7560728192329407,0.08782362937927246,0.07864290475845337
311,311,Yes,No,No,0.9311661720275879,0.06273757666349411,0.05668661743402481
312,312,Yes,No,No,0.9540074467658997,0.03582925349473953,0.10722287744283676
313,313,Yes,No,No,0.7082521319389343,0.10957660526037216,0.1540164202451706
314,314,Yes,No,No,0.6636132001876831,0.01850333996117115,0.0723106861114502
315,315,Yes,No,No,0.9058281779289246,0.11427225172519684,0.07220938056707382
316,316,Yes,No,No,0.6537232398986816,0.08741789311170578,0.05288400128483772
317,317,Yes,No,No,0.9723995327949524,0.08741789311170578,0.04425065964460373
318,318,Yes,No,No,0.9682040214538574,0.06732461601495743,0.1014866828918457
319,319,Yes,No,No,0.9778855443000793,0.027519937604665756,0.10596944391727448
320,320,Yes,No,No,0.986137866973877,0.05389786139130592,0.14119353890419006
321,321,Yes,No,No,0.9672427177429199,0.05679295212030411,0.09245174378156662
322,322,Yes,No,No,0.9730973243713379,0.018343092873692513,0.055730294436216354
323,323,Yes,No,No,0.6149746179580688,0.027435438707470894,0.05856861546635628
324,324,Yes,No,No,0.9688320755958557,0.1343846321105957,0.07283302396535873
325,325,Yes,No,No,0.9769421219825745,0.04189244285225868,0.13767823576927185
326,326,Yes,No,No,0.9807084202766418,0.04649686813354492,0.2678884267807007
327,327,Yes,No,No,0.9512729048728943,0.09037746489048004,0.242584690451622
328,328,Yes,Yes,No,0.8221964240074158,0.7320743799209595,0.12368924915790558
329,329,Yes,No,No,0.9677412509918213,0.01431904174387455,0.16480961441993713
330,330,Yes,No,Yes,0.9821195602416992,0.01738336868584156,0.5272956490516663
331,331,No,No,No,0.07788418233394623,0.026081634685397148,0.13973449170589447
332,332,Yes,No,No,0.9670515656471252,0.06516372412443161,0.08359723538160324
333,333,Yes,No,No,0.9634109735488892,0.030018463730812073,0.38756063580513
334,334,Yes,No,No,0.9784932136535645,0.09710627794265747,0.14924487471580505
335,335,Yes,No,No,0.788713812828064,0.03500333055853844,0.15688565373420715
336,336,Yes,No,No,0.9764817953109741,0.03300520032644272,0.09375086426734924
337,337,Yes,No,No,0.9889748096466064,0.07790601998567581,0.08169518411159515
338,338,Yes,No,No,0.9684106707572937,0.04525701329112053,0.12592242658138275
339,339,Yes,No,No,0.9224060773849487,0.03767484799027443,0.0787254273891449
340,340,Yes,No,No,0.9832862615585327,0.04525701329112053,0.1004733070731163
341,341,Yes,No,No,0.9852622747421265,0.022172266617417336,0.0853128731250763
342,342,Yes,No,No,0.8745203614234924,0.0920485183596611,0.14133144915103912
343,343,Yes,No,No,0.9665755033493042,0.40691524744033813,0.07989868521690369
344,344,Yes,No,No,0.5198954343795776,0.047865018248558044,0.11132199317216873
345,345,Yes,No,Yes,0.97043377161026,0.1304847151041031,0.5091854333877563
346,346,Yes,No,No,0.9841327667236328,0.03799259662628174,0.017420973628759384
347,347,Yes,No,No,0.9795528650283813,0.04393059015274048,0.05121367424726486
348,348,Yes,No,No,0.979252278804779,0.02957993932068348,0.10590562224388123
349,349,Yes,No,No,0.9849053621292114,0.0367911234498024,0.03071438893675804
350,350,Yes,No,No,0.9828993082046509,0.0367911234498024,0.17511793971061707
351,351,Yes,No,No,0.9851773977279663,0.015609011985361576,0.05777443200349808
352,352,Yes,No,No,0.9735412001609802,0.15242545306682587,0.2049275040626526
353,353,Yes,No,No,0.9720067381858826,0.024269474670290947,0.244950070977211
354,354,Yes,No,No,0.9811890721321106,0.044001009315252304,0.10040617734193802
355,355,Yes,No,No,0.9732105135917664,0.017306556925177574,0.047362539917230606
356,356,Yes,No,No,0.9102063775062561,0.011585780419409275,0.07423100620508194
357,357,Yes,No,No,0.935238242149353,0.05274173989892006,0.0674286037683487
