item,idx,hypernym_pred,negative_pred,swapped_pred,hypernym_yes,negative_yes,swapped_yes
77,77,Yes,No,No,0.9781428575515747,0.129238098859787,0.1402302086353302
78,78,Yes,No,No,0.9716180562973022,0.03593560308218002,0.14354683458805084
79,79,Yes,Yes,No,0.9765791893005371,0.9801605343818665,0.17178353667259216
80,80,Yes,No,No,0.9686757922172546,0.02188481017947197,0.2657199203968048
81,81,Yes,No,No,0.9747231602668762,0.12676401436328888,0.25814035534858704
82,82,Yes,No,No,0.9721454381942749,0.2720779478549957,0.3050886392593384
83,83,No,No,No,0.39019057154655457,0.09360696375370026,0.03296332433819771
84,84,Yes,No,No,0.6343252658843994,0.09332475811243057,0.3113340139389038
85,85,Yes,No,No,0.906620442867279,0.1218760758638382,0.1300407350063324
86,86,Yes,No,No,0.9351386427879333,0.039774730801582336,0.18323113024234772
87,87,Yes,No,No,0.9839207530021667,0.06258225440979004,0.1721341758966446
88,88,Yes,No,No,0.9723839163780212,0.07709810137748718,0.12748222053050995
89,89,Yes,No,No,0.9892213344573975,0.05347667261958122,0.14968200027942657
90,90,No,No,No,0.4274488091468811,0.06413561850786209,0.03493967279791832
91,91,Yes,No,No,0.9892613291740417,0.057404644787311554,0.21127624809741974
92,92,Yes,No,No,0.9767026901245117,0.13554146885871887,0.18104718625545502
93,93,Yes,No,No,0.962955117225647,0.03261810913681984,0.18497413396835327
94,94,Yes,No,No,0.943729817867279,0.040017493069171906,0.09023046493530273
95,95,Yes,No,No,0.960540235042572,0.02939864806830883,0.09125092625617981
96,96,Yes,No,No,0.9813821911811829,0.35102513432502747,0.0794777199625969
97,97,Yes,No,No,0.9953258633613586,0.010600321926176548,0.1411973088979721
98,98,Yes,Yes,No,0.9867939352989197,0.9905899167060852,0.2806374132633209
99,99,Yes,No,No,0.972498893737793,0.09628348052501678,0.09804625809192657
100,100,Yes,No,No,0.9773318767547607,0.051353953778743744,0.1786704808473587
101,101,Yes,No,No,0.9888349175453186,0.06525442749261856,0.11656184494495392
102,102,Yes,No,No,0.9738419651985168,0.05433691293001175,0.34600919485092163
103,103,Yes,No,No,0.9779893755912781,0.04767483100295067,0.1966012716293335
104,104,Yes,No,No,0.9708970785140991,0.07053402066230774,0.20672662556171417
105,105,Yes,No,No,0.9777678847312927,0.08302253484725952,0.13823583722114563
106,106,Yes,No,No,0.9897885322570801,0.03214374557137489,0.15955020487308502
107,107,Yes,No,No,0.9829580783843994,0.02013237588107586,0.12305642664432526
108,108,Yes,No,No,0.9894872903823853,0.05733636021614075,0.2520456314086914
109,109,Yes,No,No,0.9779247641563416,0.021000802516937256,0.28371235728263855
110,110,Yes,No,No,0.9894046783447266,0.23730166256427765,0.11436678469181061
111,111,Yes,No,No,0.9723749160766602,0.0728343203663826,0.1713818907737732
112,112,Yes,No,No,0.9860349893569946,0.02900277078151703,0.20865151286125183
113,113,Yes,No,No,0.8789322376251221,0.0574955940246582,0.13777098059654236
114,114,Yes,No,No,0.986156702041626,0.028019320219755173,0.16345210373401642
115,115,Yes,No,No,0.9690004587173462,0.10226677358150482,0.20694342255592346
116,116,Yes,No,No,0.9631670117378235,0.130668506026268,0.2606653571128845
117,117,Yes,No,No,0.9920539259910583,0.0348452664911747,0.226740762591362
118,118,Yes,No,No,0.9872623682022095,0.08678437024354935,0.35347065329551697
119,119,Yes,No,No,0.986844539642334,0.12363722920417786,0.32898324728012085
120,120,Yes,No,No,0.9793763756752014,0.152292400598526,0.28138959407806396
121,121,Yes,No,No,0.9858803749084473,0.05594644695520401,0.29582762718200684
122,122,Yes,No,No,0.9771343469619751,0.07265013456344604,0.19817286729812622
123,123,Yes,No,No,0.9868884086608887,0.11547756940126419,0.2893589735031128
124,124,Yes,No,No,0.9912123084068298,0.05531563609838486,0.1676979809999466
125,125,Yes,No,No,0.990534245967865,0.27599748969078064,0.22237654030323029
126,126,Yes,No,No,0.9735211730003357,0.06036624684929848,0.0888044536113739
127,127,Yes,No,No,0.9804202914237976,0.030777541920542717,0.3160337209701538
128,128,Yes,No,No,0.9709208011627197,0.02746226266026497,0.1844223290681839
129,129,Yes,No,No,0.9867321252822876,0.14110679924488068,0.23802432417869568
130,130,Yes,No,No,0.9898339509963989,0.11157027631998062,0.2988254725933075
131,131,Yes,No,No,0.9826958179473877,0.13717037439346313,0.11944673210382462
132,132,Yes,No,No,0.9819380044937134,0.016586966812610626,0.4185331165790558
133,133,Yes,No,No,0.9872657656669617,0.06658504903316498,0.34101033210754395
134,134,Yes,No,No,0.9818862676620483,0.14376138150691986,0.10961110889911652
135,135,Yes,No,No,0.976990282535553,0.13018979132175446,0.06449554115533829
136,136,Yes,No,No,0.9939693212509155,0.03885401785373688,0.06580767035484314
137,137,Yes,No,No,0.98419189453125,0.06066060811281204,0.14800752699375153
138,138,Yes,No,No,0.9776093363761902,0.07348564267158508,0.25237414240837097
139,139,Yes,No,No,0.9553607702255249,0.09568235278129578,0.1958862990140915
140,140,Yes,No,No,0.9809207916259766,0.22465543448925018,0.2948026955127716
141,141,Yes,No,No,0.9680226445198059,0.08119377493858337,0.28315842151641846
142,142,Yes,No,No,0.9756026268005371,0.042302701622247696,0.10668835043907166
143,143,Yes,No,No,0.9581263065338135,0.12331657111644745,0.16791900992393494
144,144,Yes,No,No,0.9866948127746582,0.04479438066482544,0.05698421970009804
145,145,Yes,No,No,0.9762499332427979,0.09226688742637634,0.1292821764945984
146,146,Yes,No,No,0.9870378375053406,0.32390642166137695,0.2508049011230469
147,147,Yes,No,No,0.9814423322677612,0.022332260385155678,0.40065041184425354
148,148,Yes,No,No,0.9894781708717346,0.028579916805028915,0.10673084110021591
149,149,Yes,No,No,0.9875866770744324,0.0531248077750206,0.21489949524402618
150,150,Yes,No,No,0.9387555122375488,0.1857425421476364,0.12548500299453735
151,151,No,No,No,0.07013840228319168,0.09238769114017487,0.1171095073223114
152,152,Yes,No,No,0.9691410660743713,0.05670297145843506,0.14672677218914032
153,153,Yes,No,No,0.9696751236915588,0.08005746454000473,0.20268793404102325
154,154,Yes,No,No,0.9846367239952087,0.10686695575714111,0.2928580641746521
155,155,Yes,No,No,0.986850380897522,0.07075848430395126,0.10725938528776169
156,156,Yes,No,No,0.993134617805481,0.10268046706914902,0.15997375547885895
157,157,Yes,No,No,0.9142206907272339,0.06775626540184021,0.06708138436079025
158,158,Yes,No,No,0.9806525111198425,0.04277074709534645,0.1047489196062088
159,159,Yes,No,No,0.9736353158950806,0.07302580773830414,0.14118549227714539
160,160,Yes,No,No,0.9690227508544922,0.03841925039887428,0.10289525985717773
161,161,Yes,No,No,0.9612651467323303,0.04465780779719353,0.34873443841934204
162,162,Yes,No,No,0.9770421385765076,0.05605107173323631,0.18824608623981476
163,163,Yes,No,No,0.9452754259109497,0.03310704976320267,0.314148873090744
164,164,Yes,No,No,0.9791339039802551,0.06388945877552032,0.1965739130973816
165,165,Yes,No,No,0.9592421054840088,0.13999436795711517,0.06895297020673752
166,166,Yes,No,No,0.9925336241722107,0.03309842571616173,0.098676897585392
167,167,Yes,No,No,0.9862508773803711,0.0826530009508133,0.11446395516395569
168,168,Yes,No,No,0.6395894289016724,0.06645537912845612,0.08361753821372986
169,169,Yes,No,No,0.7197624444961548,0.1591213196516037,0.3685697019100189
170,170,Yes,No,No,0.9763352870941162,0.09486176073551178,0.16794843971729279
171,171,Yes,No,No,0.7785604596138,0.06835348159074783,0.05086398124694824
172,172,Yes,No,No,0.9288829565048218,0.05743785575032234,0.2988572120666504
173,173,Yes,No,No,0.9860277771949768,0.04321174696087837,0.16896338760852814
174,174,Yes,No,No,0.9792850613594055,0.088535837829113,0.2428617775440216
175,175,Yes,No,No,0.9902170896530151,0.03681630641222,0.204837366938591
176,176,Yes,No,No,0.9824752807617188,0.0407259538769722,0.2233055830001831
177,177,Yes,Yes,No,0.9278786778450012,0.5601352453231812,0.16806359589099884
178,178,Yes,No,No,0.8624256253242493,0.05243620276451111,0.21495455503463745
179,179,Yes,No,No,0.7354820370674133,0.15524496138095856,0.30376172065734863
180,180,Yes,No,No,0.9550865888595581,0.05584535375237465,0.10331375151872635
181,181,Yes,No,No,0.9834428429603577,0.018798088654875755,0.3512546420097351
182,182,No,No,No,0.17941658198833466,0.03959260508418083,0.10321614891290665
183,183,Yes,No,No,0.9795246720314026,0.04169992730021477,0.2565436363220215
184,184,No,No,No,0.12755940854549408,0.11250057816505432,0.09784220159053802
185,185,Yes,No,No,0.9466595649719238,0.05657843127846718,0.3373580276966095
186,186,Yes,No,No,0.9569917321205139,0.121135413646698,0.16942797601222992
187,187,Yes,No,No,0.9722130298614502,0.09372907131910324,0.21761152148246765
188,188,Yes,No,Yes,0.9920791387557983,0.030165737494826317,0.8012168407440186
189,189,Yes,No,No,0.9847880601882935,0.07078902423381805,0.46897077560424805
190,190,Yes,No,No,0.9831965565681458,0.06973831355571747,0.24283599853515625
191,191,Yes,No,No,0.6680686473846436,0.12999646365642548,0.08257395029067993
192,192,Yes,No,No,0.5152398943901062,0.13694140315055847,0.10039495676755905
193,193,Yes,No,No,0.9909014105796814,0.03570915013551712,0.42611268162727356
194,194,Yes,No,No,0.9913084506988525,0.047861527651548386,0.34121543169021606
195,195,Yes,No,No,0.9888131618499756,0.04942844808101654,0.25130340456962585
196,196,Yes,No,No,0.9839168190956116,0.03764205425977707,0.2719382047653198
197,197,Yes,No,No,0.9744380116462708,0.059988461434841156,0.2114650160074234
198,198,Yes,No,No,0.9752299189567566,0.28740379214286804,0.28180405497550964
199,199,Yes,No,No,0.9786786437034607,0.09069009870290756,0.12294711917638779
200,200,Yes,No,No,0.9804793000221252,0.11493008583784103,0.07579167932271957
201,201,Yes,No,No,0.9912225604057312,0.01625639759004116,0.1339469701051712
202,202,Yes,No,No,0.9818037152290344,0.03900992497801781,0.23283900320529938
203,203,Yes,No,No,0.9770784974098206,0.06469817459583282,0.22792094945907593
204,204,Yes,No,No,0.9825096726417542,0.0513295941054821,0.23119084537029266
205,205,Yes,No,No,0.9817166328430176,0.12413648515939713,0.24726152420043945
206,206,Yes,No,Yes,0.9895648956298828,0.04670461267232895,0.5108212828636169
207,207,Yes,No,No,0.9935927391052246,0.0592496283352375,0.37582454085350037
208,208,No,No,No,0.38858717679977417,0.06274665147066116,0.3149173855781555
209,209,Yes,No,No,0.9879984855651855,0.02821800485253334,0.17410041391849518
210,210,Yes,No,No,0.9008899927139282,0.026906926184892654,0.3667227327823639
211,211,Yes,No,No,0.9795384407043457,0.01943451724946499,0.4482869803905487
212,212,Yes,No,No,0.9776180982589722,0.13782508671283722,0.15882453322410583
213,213,Yes,No,No,0.971355140209198,0.26068535447120667,0.22215598821640015
214,214,Yes,No,No,0.9673398733139038,0.06263096630573273,0.08030371367931366
215,215,Yes,No,No,0.9816936254501343,0.09893344342708588,0.18560349941253662
216,216,Yes,No,Yes,0.961607038974762,0.3345935046672821,0.5805460810661316
217,217,Yes,No,No,0.9711084961891174,0.09714331477880478,0.4591967761516571
218,218,Yes,No,Yes,0.9522545337677002,0.07761795818805695,0.9020971655845642
219,219,Yes,No,No,0.9788709878921509,0.04734806716442108,0.16644228994846344
220,220,Yes,No,No,0.989938497543335,0.04358159750699997,0.07314219325780869
221,221,Yes,Yes,No,0.9830539226531982,0.8142557144165039,0.1773863434791565
222,222,Yes,No,No,0.9780701994895935,0.1267303079366684,0.2622959315776825
223,223,Yes,No,No,0.9828110933303833,0.01615908183157444,0.07398878037929535
224,224,Yes,No,No,0.5157846808433533,0.07204218208789825,0.049532242119312286
225,225,Yes,No,No,0.9372453093528748,0.06817226111888885,0.2513446509838104
226,226,Yes,No,No,0.8597919940948486,0.025277813896536827,0.14590559899806976
227,227,Yes,No,No,0.9773982763290405,0.02173224650323391,0.0483773872256279
228,228,Yes,No,No,0.9891082644462585,0.09209298342466354,0.05554870888590813
229,229,Yes,No,No,0.978008508682251,0.18590772151947021,0.20460578799247742
230,230,Yes,No,No,0.829929769039154,0.01931484416127205,0.07447556406259537
231,231,Yes,No,No,0.9850746393203735,0.04032991826534271,0.19786755740642548
232,232,Yes,No,No,0.9625504016876221,0.03307546302676201,0.1233719065785408
233,233,Yes,No,No,0.9882694482803345,0.13563679158687592,0.24319832026958466
234,234,Yes,Yes,No,0.8413476943969727,0.8863980174064636,0.14193040132522583
235,235,Yes,Yes,No,0.8819941878318787,0.8863980174064636,0.20393146574497223
236,236,Yes,No,No,0.9832547903060913,0.044675715267658234,0.10398305207490921
237,237,Yes,No,No,0.9631503820419312,0.03931010887026787,0.28292298316955566
238,238,Yes,No,Yes,0.9815487265586853,0.27961012721061707,0.5153253078460693
239,239,Yes,No,No,0.9922348260879517,0.0198438111692667,0.05243771895766258
240,240,Yes,No,No,0.931334912776947,0.05438397452235222,0.05730169638991356
241,241,Yes,No,No,0.9821735620498657,0.08826170116662979,0.2296740859746933
242,242,Yes,No,No,0.9830572605133057,0.13283436000347137,0.2808445394039154
243,243,Yes,No,No,0.9918839335441589,0.04199105501174927,0.1466994732618332
244,244,Yes,No,No,0.9531148672103882,0.031938955187797546,0.11707016825675964
245,245,Yes,Yes,Yes,0.9913910627365112,0.9820258617401123,0.6952484250068665
246,246,Yes,No,No,0.9885356426239014,0.07853329926729202,0.24696524441242218
247,247,Yes,No,No,0.976478636264801,0.14163784682750702,0.12928558886051178
248,248,Yes,No,No,0.9736648201942444,0.08247381448745728,0.09736473113298416
249,249,Yes,No,No,0.9802494645118713,0.03501022979617119,0.43591201305389404
250,250,Yes,No,No,0.9011475443840027,0.02986753359436989,0.1259092539548874
251,251,Yes,No,No,0.9835907220840454,0.055661074817180634,0.12224242836236954
252,252,Yes,No,No,0.9670372009277344,0.05837264284491539,0.1570436805486679
253,253,Yes,No,No,0.9671955704689026,0.034754931926727295,0.1162274107336998
254,254,Yes,No,No,0.9505680799484253,0.07440514117479324,0.14661000669002533
255,255,Yes,Yes,No,0.9499889612197876,0.8343300223350525,0.13687944412231445
256,256,Yes,No,No,0.9639934301376343,0.03239435702562332,0.41056326031684875
257,257,Yes,No,No,0.9921627640724182,0.07529082894325256,0.08632180094718933
258,258,Yes,No,No,0.9866649508476257,0.07529082894325256,0.23972894251346588
259,259,Yes,Yes,Yes,0.9884617328643799,0.525242269039154,0.5379685759544373
260,260,Yes,No,No,0.9901652336120605,0.09706100076436996,0.443564236164093
261,261,Yes,No,No,0.9675737619400024,0.07823822647333145,0.10432238131761551
262,262,Yes,No,No,0.9899598956108093,0.10886146873235703,0.3382045328617096
263,263,Yes,No,No,0.9836844205856323,0.038812488317489624,0.2223324477672577
264,264,Yes,No,No,0.9781531691551208,0.07413341850042343,0.19800803065299988
265,265,Yes,No,No,0.9601438045501709,0.05918902903795242,0.27760615944862366
266,266,Yes,No,No,0.9313284158706665,0.047269247472286224,0.08395985513925552
267,267,Yes,No,No,0.9799609780311584,0.03958963602781296,0.3284093737602234
268,268,Yes,No,No,0.9873032569885254,0.017298784106969833,0.15636691451072693
269,269,Yes,No,No,0.9883161187171936,0.038280364125967026,0.09994333982467651
270,270,Yes,No,No,0.9732656478881836,0.022427083924412727,0.1734265685081482
271,271,Yes,No,No,0.9813743233680725,0.06260635703802109,0.39487072825431824
272,272,Yes,No,No,0.983142077922821,0.13942217826843262,0.06297387927770615
273,273,Yes,No,No,0.9173178672790527,0.21038028597831726,0.06474079936742783
274,274,Yes,No,No,0.9862586259841919,0.018991878256201744,0.11118535697460175
275,275,Yes,No,No,0.981228768825531,0.0944966971874237,0.18945565819740295
276,276,Yes,No,No,0.9859817624092102,0.02887551113963127,0.14456391334533691
277,277,Yes,No,No,0.9782770872116089,0.13689535856246948,0.08841638267040253
278,278,Yes,No,No,0.978628396987915,0.13195808231830597,0.19080482423305511
279,279,Yes,No,No,0.9659003615379333,0.08960798382759094,0.12321261316537857
280,280,Yes,No,No,0.9784307479858398,0.05848708003759384,0.15492920577526093
281,281,Yes,No,No,0.9847325682640076,0.0577484667301178,0.2705051004886627
282,282,Yes,No,No,0.8303048610687256,0.1405157893896103,0.051300495862960815
283,283,Yes,No,No,0.9890782237052917,0.04400259256362915,0.12317442893981934
284,284,Yes,No,No,0.9845123887062073,0.04168766736984253,0.41269367933273315
285,285,Yes,No,Yes,0.9771202802658081,0.025932274758815765,0.5330833792686462
286,286,Yes,No,No,0.9867905974388123,0.03688454627990723,0.14609065651893616
287,287,Yes,No,No,0.9597631692886353,0.07299529761075974,0.15765899419784546
288,288,Yes,No,No,0.968126118183136,0.08310246467590332,0.10543952882289886
289,289,Yes,No,No,0.9430217146873474,0.049520403146743774,0.19586658477783203
290,290,Yes,No,No,0.9823547005653381,0.02379865199327469,0.19998343288898468
291,291,Yes,No,No,0.989590048789978,0.05273149907588959,0.1892198622226715
292,292,Yes,No,No,0.9875674247741699,0.17859265208244324,0.05696849524974823
293,293,Yes,No,No,0.9812582731246948,0.04131118208169937,0.15254686772823334
294,294,Yes,No,No,0.9853915572166443,0.019242282956838608,0.10512928664684296
295,295,Yes,No,No,0.9834213256835938,0.04123902693390846,0.12082517147064209
296,296,Yes,No,No,0.9796985983848572,0.21686416864395142,0.20058295130729675
297,297,Yes,No,No,0.9760960340499878,0.06191834807395935,0.173392653465271
298,298,Yes,No,No,0.6725337505340576,0.08057617396116257,0.08701828122138977
299,299,Yes,No,No,0.972116231918335,0.2186066061258316,0.17931529879570007
300,300,Yes,No,No,0.934191107749939,0.182748481631279,0.17631781101226807
301,301,Yes,No,No,0.9735147356987,0.1326909363269806,0.136054128408432
302,302,Yes,No,No,0.9741806983947754,0.1084655150771141,0.11699254810810089
303,303,Yes,No,No,0.9775010347366333,0.04045742005109787,0.25909867882728577
304,304,Yes,No,No,0.9669438004493713,0.045877605676651,0.08251769840717316
305,305,Yes,No,No,0.92722487449646,0.03722741827368736,0.13260555267333984
306,306,Yes,No,No,0.982397735118866,0.07051468640565872,0.11166655272245407
307,307,Yes,No,No,0.9899702668190002,0.03748960420489311,0.2957037389278412
308,308,Yes,No,No,0.975174605846405,0.0298748929053545,0.24961765110492706
309,309,Yes,No,No,0.9857450127601624,0.03752809390425682,0.30930620431900024
310,310,Yes,No,No,0.8435896635055542,0.23484882712364197,0.18498219549655914
311,311,Yes,No,No,0.9788892865180969,0.03649824112653732,0.1799183189868927
312,312,Yes,No,No,0.9801620244979858,0.08549319207668304,0.2673308849334717
313,313,Yes,No,No,0.8251792788505554,0.16225193440914154,0.3786226809024811
314,314,Yes,No,No,0.9630482792854309,0.07888835668563843,0.23179437220096588
315,315,Yes,No,No,0.9880174398422241,0.0764787495136261,0.3990003764629364
316,316,Yes,No,No,0.9758104085922241,0.15566757321357727,0.1657828390598297
317,317,Yes,No,No,0.9725504517555237,0.15566757321357727,0.16232885420322418
318,318,Yes,No,No,0.978508710861206,0.06847678124904633,0.15212523937225342
319,319,Yes,No,No,0.9911187887191772,0.022483034059405327,0.2426680624485016
320,320,Yes,No,No,0.9949707388877869,0.013574223034083843,0.09795646369457245
321,321,Yes,No,No,0.989030659198761,0.026845792308449745,0.3307117223739624
322,322,Yes,No,No,0.974375307559967,0.060802266001701355,0.2945065498352051
323,323,Yes,No,No,0.9786206483840942,0.04260513186454773,0.19747450947761536
324,324,Yes,No,No,0.9779082536697388,0.06985773891210556,0.1564694494009018
325,325,Yes,No,Yes,0.9790652394294739,0.028009602800011635,0.5375310182571411
326,326,Yes,No,No,0.990642249584198,0.02986018918454647,0.3680379092693329
327,327,Yes,No,No,0.9902032613754272,0.4157830476760864,0.45064640045166016
328,328,Yes,Yes,No,0.9856339693069458,0.9858433604240417,0.12781508266925812
329,329,Yes,No,No,0.9831376075744629,0.047373633831739426,0.22989429533481598
330,330,Yes,No,Yes,0.9854713678359985,0.018591567873954773,0.708389163017273
331,331,No,No,Yes,0.16944476962089539,0.03169596940279007,0.6863723993301392
332,332,Yes,No,No,0.9913792610168457,0.04225259646773338,0.1217249184846878
333,333,Yes,No,No,0.9935754537582397,0.03424585983157158,0.3468126058578491
334,334,Yes,No,No,0.9949631094932556,0.12346896529197693,0.13083064556121826
335,335,Yes,No,No,0.6765860915184021,0.14557170867919922,0.08309955149888992
336,336,Yes,No,No,0.9831222891807556,0.04619764909148216,0.3870762288570404
337,337,Yes,No,No,0.9917303323745728,0.014525133185088634,0.0857037752866745
338,338,Yes,No,No,0.9848740100860596,0.031245991587638855,0.42120593786239624
339,339,Yes,No,No,0.9936234951019287,0.03827096149325371,0.1222415566444397
340,340,Yes,No,No,0.9882820248603821,0.031245991587638855,0.2558613717556
341,341,Yes,No,No,0.9856806993484497,0.06855214387178421,0.15806099772453308
342,342,Yes,No,No,0.9688490629196167,0.08336148411035538,0.21794408559799194
343,343,Yes,No,No,0.9866744875907898,0.18207120895385742,0.17683349549770355
344,344,Yes,No,No,0.7859811186790466,0.08312993496656418,0.1303829699754715
345,345,Yes,No,Yes,0.9653804302215576,0.10386400669813156,0.9071008563041687
346,346,Yes,No,No,0.9742251634597778,0.15632294118404388,0.10890208184719086
347,347,Yes,No,No,0.9660454988479614,0.09688927978277206,0.20818056166172028
348,348,Yes,No,No,0.9855556488037109,0.02229643240571022,0.17938576638698578
349,349,Yes,No,No,0.9873636960983276,0.04175835847854614,0.15373946726322174
350,350,Yes,No,No,0.9842210412025452,0.04175835847854614,0.22092032432556152
351,351,Yes,No,No,0.9853429794311523,0.027896137908101082,0.15088848769664764
352,352,Yes,No,No,0.9899925589561462,0.3492276966571808,0.31232672929763794
353,353,Yes,No,No,0.9927784204483032,0.044136058539152145,0.36290356516838074
354,354,Yes,No,No,0.9870862364768982,0.06391539424657822,0.3530777096748352
355,355,Yes,No,No,0.9793146252632141,0.040721453726291656,0.21894170343875885
356,356,Yes,No,No,0.9893618226051331,0.03899235278367996,0.2602311372756958
357,357,Yes,No,No,0.8695281147956848,0.05049213767051697,0.133623868227005
