token_id,token,cosine_similarity
30853,subfigure,0.9929333
2489,leq,0.99294156
28926,",\,",0.99295926
19156,▁_(,0.9929595
1615,ських,0.9929831
11983,mathfrak,0.99299383
11782,▁футбо,0.992995
1674,▁је,0.9930106
28184,^{[,0.9930612
1879,"=""../",0.99309146
6477,▁furono,0.9931023
24351,▁реки,0.99310863
5437,$~,0.9931176
14587,Heap,0.9931289
5786,▁Миха,0.9931588
7085,▁${\,0.99316394
3107,vspace,0.9931679
29016,▁gewann,0.9931973
21760,▁Ду,0.99320793
10537,ската,0.9932205
27516,▁налази,0.9932325
4622,▁университе,0.993254
18951,}^{(,0.99325806
14986,remarks,0.99328434
30831,eqref,0.99330634
6856,})$.,0.99330944
28212,▁окт,0.9933115
4477,▁становника,0.9933126
24937,▁stagione,0.9933225
23634,Stmt,0.99335223
22568,Dlg,0.9933601
9725,▁Л,0.99338555
17608,▁Пи,0.9933907
1783,▁века,0.9933964
183,▁Чер,0.9933994
12232,▁…,0.9934374
14235,UInt,0.99344456
11506,▁&=&,0.993446
25734,▁latach,0.99345267
27455,tooltip,0.99348295
26395,▁Ки,0.99349385
1757,▁коми,0.9935217
23794,▁народ,0.99352455
31902,▁cms,0.993567
6233,▁город,0.99359614
16815,щё,0.9936015
12147,,0.9936107
26063,▁avril,0.99362755
17373,",(",0.99364215
11999,BUF,0.9936824
16632,}+,0.99369836
23531,"})$,",0.993699
69,▁({\,0.9937254
29118,clk,0.99372584
28901,————,0.9937579
11458,дон,0.99376565
11801,",&",0.99379176
10316,▁$-,0.99379337
4833,▁pobl,0.9937957
29646,▁fucked,0.99380314
23467,▁Биография,0.9938073
6367,mathscr,0.99381375
29150,UINT,0.99381614
4295,­,0.99385303
4369,▁();,0.993859
9833,deprecated,0.9938791
8755,▁като,0.99389654
4065,▁україн,0.9939063
24654,▁durant,0.99390715
28645,▁snd,0.99390936
1299,▁деревня,0.9939158
1809,Primitive,0.99397945
19901,▁».,0.9939816
26773,Attrib,0.9939941
10264,{$\,0.99400944
22222,▁Население,0.99402314
20041,operatorname,0.9940239
25096,▁fick,0.99405044
9223,",{\",0.99405485
13093,)^{\,0.9940636
17768,"}\,\",0.9940844
6571,"▁_""",0.9940951
27097,,0.994096
10948,▁він,0.9941015
14144,▁Kirche,0.9941298
9001,Opts,0.9941344
7719,,0.99413896
18651,citep,0.994161
353,ът,0.99416983
21550,ensuremath,0.9941716
13175,▁pci,0.9941747
11244,PTR,0.9941757
16751,"▁»,",0.9941963
19534,"▁'""",0.9942143
421,▁Пет,0.9942154
26074,▁бро,0.99422085
16413,▁годах,0.9942273
11901,▁Пу,0.9942365
10206,▁Honestly,0.99424547
11208,▁къ,0.9942529
5220,boldmath,0.9942578
26883,"*),",0.9942657
15279,)--,0.9942663
9647,Ј,0.9942848
7863,▁Александ,0.9942914
28955,Ђ,0.99429286
13139,▁Фран,0.9942941
12151,▁около,0.994295
11742,∼,0.9943038
6533,regs,0.9943056
28463,Comparator,0.99431497
11172,nonumber,0.994324
25300,textsc,0.99435127
8114,▁чер,0.99435455
7829,textrm,0.99435925
7286,}$-,0.99436605
10051,▁ні,0.99436784
909,▁ottobre,0.99437404
8830,▁Ге,0.9943744
27136,▁жур,0.99437743
25273,пей,0.99438506
15904,…,0.99438834
16549,▁Crusher,0.99439836
5278,)$-,0.99440193
23686,▁utterly,0.99440324
30706,ClickListener,0.9944103
1336,**),0.9944154
18187,▁hade,0.99443954
21325,suspend,0.9944762
5761,dao,0.994488
3035,▁(“,0.9945237
29049,^{,0.99454236
21376,▁bitch,0.9945605
16736,▁чемпи,0.99457437
5560,Tooltip,0.9945829
27277,▁↘,0.99459577
9056,Bitmap,0.9945992
22281,▁као,0.99462616
24692,😛,0.9946262
31827,Dao,0.99465483
6090,▁#!/,0.994655
26004,▁Мекси,0.9946555
24663,StackTrace,0.99465966
11875,▁населення,0.9946795
6834,бур,0.9946924
18279,ське,0.99469304
10165,😭,0.9946945
28304,$-,0.99469984
29831,▁comme,0.9947052
17843,▁февра,0.99472094
20677,▁evt,0.9947252
22218,▁вто,0.9947357
29648,😩,0.9947392
8648,▁febr,0.9947402
28067,пня,0.99474454
19597,▁juin,0.9947497
5794,")\,",0.9947705
14628,▁sadly,0.99477243
7615,▁Сер,0.99478537
14552,▁Seit,0.99479634
15195,▁Å,0.9948099
26245,.~(\,0.9948359
2221,▁ан,0.9948437
28479,▁Ле,0.9948592
22975,▁basically,0.99486464
14035,▁були,0.9948691
22744,hdr,0.99487007
22327,▁Дж,0.99488014
30047,▁CBD,0.9948863
22924,😅,0.99489003
17952,🏾,0.9949009
12875,▁місце,0.9949037
22588,▁(«,0.9949077
2953,－,0.9949137
17132,іс,0.994915
31971,▁през,0.994915
15020,▁[…],0.99493635
28385,ској,0.9949587
8021,SHIFT,0.9949595
29809,▁janvier,0.9949633
9100,Idx,0.9949678
27854,textcolor,0.99497116
26821,perp,0.99498045
19818,linewidth,0.9949895
4831,▁худож,0.9949932
14899,▁міс,0.9949976
1273,ския,0.99500763
465,▁Juni,0.9950192
2273,▁држа,0.9950268
21289,Pointer,0.9950335
16270,▁і,0.9950369
23669,^{+,0.9950433
18668,▁Исто,0.99504566
15731,!!!!,0.99504757
3831,Indices,0.9950578
31939,Suppress,0.99506634
22082,ს,0.99507475
18894,ские,0.9950873
1265,evt,0.9950915
14537,}$),0.99509823
21086,„,0.99510425
18250,$_{,0.9951048
23111,Sigma,0.9951055
1850,questa,0.99511665
19430,FUNC,0.9951251
19907,▁però,0.99513394
27403,▁Де,0.9951364
24097,‐,0.9951447
7336,▁octobre,0.99514556
28161,"},\",0.99517083
9509,dbg,0.995173
26455,▁ад,0.99517596
11727,▁Є,0.9951806
12107,▁Г,0.99518615
20882,▁й,0.9951874
8561,^^,0.9951903
20321,▁décembre,0.99520385
28256,Ă,0.995205
1137,🙃,0.99520516
136,.[,0.9952053
28748,ља,0.9952055
27902,роди,0.99523664
5782,া,0.9952439
4150,�,0.99524415
8099,espec,0.9952481
12101,qp,0.9952579
20869,▁roce,0.9952586
18189,}=\,0.9952668
1528,_{(,0.9952706
19201,ἐ,0.99527264
5033,MetaData,0.995278
19918,▁Apparently,0.995279
11285,)=\,0.9952843
23496,ната,0.9952856
11283,)-,0.99528635
14532,▁sounded,0.99528646
4017,Catalog,0.9952867
4918,($_,0.99528784
26484,▁район,0.99529445
21548,▁assh,0.99529934
23000,▁///,0.99529976
6568,▁película,0.9953042
26953,Expr,0.9953052
10676,▁Сан,0.9953071
23775,▁cls,0.9953091
12991,▁насе,0.9953177
29065,▁вій,0.9953179
21423,▁==>,0.99532235
24988,▁nord,0.9953229
1371,▁Ав,0.9953235
24655,▁Gemeinde,0.99533486
9397,nabla,0.99534214
1992,){\,0.9953486
9869,▁Па,0.99534893
29464,дера,0.9953514
10650,\|_{,0.9953538
23719,▁oktober,0.995358
19839,▁Ю,0.9953705
6548,▁фі,0.9953737
10455,▪,0.9953753
15929,▁біль,0.9953846
31321,ському,0.9953994
31276,▁haar,0.9954024
7897,▁stared,0.99540263
10243,▁Мі,0.99540305
25884,mux,0.9954059
13866,▁області,0.99540615
9645,▁settembre,0.9954066
19936,ა,0.9954067
31920,▁plt,0.9954102
5354,мб,0.9954177
22019,▁######,0.99541926
29759,».,0.99542165
20284,▁Eq,0.99542177
10046,<0xCD>,0.9954263
28574,Xml,0.9954322
15614,▁août,0.995437
31221,"’,",0.9954375
12154,▁фев,0.9954411
14503,▁†,0.9954499
26536,)$.,0.9954541
24222,ська,0.9954587
22736,▁Gets,0.99546385
31357,▁horrible,0.99548197
25894,",_",0.9954854
20002,Warn,0.9954926
30772,▁PropTypes,0.9954943
20445,_**,0.99549437
4580,спа,0.99549466
806,unused,0.9955021
23160,▁juillet,0.9955026
3024,куль,0.9955142
25836,_{{\,0.9955276
22860,вший,0.9955301
18568,maybe,0.99553484
14190,▁fils,0.99553823
2776,▁likewise,0.99553955
4066,……,0.99554265
1627,▁на,0.9955648
14774,Errorf,0.99556804
22440,▁Бра,0.99556804
11394,▁райо,0.99557006
5755,лев,0.9955716
4897,",,",0.9955771
3708,ване,0.99558127
29376,▁серед,0.99558794
16830,"▁*,",0.9955951
1699,ո,0.9955953
13629,ґ,0.99559677
24957,▁blev,0.9955986
28452,▁folks,0.99560165
15408,?_,0.99560404
25950,"""+",0.99560773
11346,▁Ал,0.9956084
2088,▁}{,0.9956175
21890,▁акаде,0.995625
30615,▁Ві,0.995625
497,ката,0.9956296
22179,▁incred,0.99563223
8012,ʼ,0.99563694
23545,ської,0.9956664
12494,▁(),0.99567074
10792,hci,0.9956752
14989,.},0.9956776
31536,$_,0.99567926
29922,▁Вер,0.9956802
321,▁stata,0.995688
12479,Supported,0.9956897
17751,drv,0.9956969
12399,▁GFP,0.9957062
11950,▁Einwohner,0.9957129
15446,unlikely,0.995713
23317,▁gmin,0.9957179
6337,▁Ла,0.9957333
3496,,0.99573755
11625,▁luglio,0.9957385
25838,▁ули,0.99573886
19565,▁lleg,0.9957459
20977,})\,0.99574834
4540,тва,0.9957508
22673,BUTTON,0.9957523
5984,гор,0.99575305
22813,$.,0.99575627
27299,њи,0.9957636
5276,▁тра,0.99576557
23723,▁цент,0.99577016
20559,Compiler,0.995771
27352,")$,",0.995772
27801,textwidth,0.99577624
19762,minipage,0.99577725
9935,▁süd,0.99577796
8407,▁офи,0.9957798
384,dagger,0.9957804
11800,Warning,0.9957818
4571,▁Са,0.99578565
13242,▁TL,0.9957898
30225,▁aprile,0.9957899
29521,▁wur,0.995791
21221,album,0.99579304
22349,ү,0.9957931
4173,▁йо,0.9957996
20481,}$.,0.99579996
14159,▁пр,0.99580747
22484,overline,0.99581426
625,»,0.995819
19337,▁І,0.9958191
28558,▁Бе,0.9958194
22355,Bundle,0.99582285
27520,▁совет,0.9958464
12706,",\",0.9958489
29626,▁орга,0.9958489
9942,▁padre,0.9958505
31572,mao,0.9958574
9272,cref,0.9958627
29873,ი,0.99586874
2281,˜,0.9958808
27193,▁сезо,0.9958815
29840,лази,0.99588335
20584,mathrm,0.99588466
27482,displaystyle,0.995885
20278,▁assertEquals,0.99588656
3443,▁май,0.9958892
9487,▁бі,0.9958909
27128,▁Icon,0.99589235
16737,▁рай,0.9958931
8457,Annotation,0.9959014
4991,Disable,0.9959022
26113,widet,0.9959111
5225,"▁$,",0.99591243
26068,rtc,0.9959136
25134,տ,0.99591494
21244,▁Ф,0.99591756
1892,Dele,0.99592197
10995,hbox,0.9959226
18122,getNode,0.99592507
9092,«,0.9959295
6839,ографи,0.99593484
5376,▁werd,0.995937
31778,derive,0.9959409
2846,texttt,0.99594235
19848,äude,0.99594563
15239,!*,0.9959472
658,▁esta,0.9959475
9145,▁ха,0.9959587
3644,бря,0.9959599
19951,because,0.99596703
21541,▁Orts,0.9959696
5937,▁фран,0.9959722
9988,▁drm,0.99597657
30200,▁и,0.99597895
20996,▁Фе,0.995981
23205,)}(,0.99598384
2336,Vars,0.9959886
9899,▁насеље,0.99598897
8999,ѕ,0.99599206
27206,ский,0.9959928
17286,DBG,0.99599445
29294,Sprite,0.99599534
27233,▁grinned,0.9959958
28399,нії,0.9959997
23042,,0.9959998
20134,мей,0.9960028
9251,昭,0.9960044
31308,▁террито,0.99600476
13851,heap,0.9960052
11602,▁Maybe,0.99600637
8598,▁дивизи,0.9960088
16051,Є,0.99600905
30533,▁ImGui,0.99600923
12631,▁Ор,0.9960156
18322,Holder,0.9960215
2127,▁Probably,0.9960221
15095,ա,0.9960257
11526,isArray,0.9960281
3490,hline,0.99603283
25285,hspace,0.99603593
17305,aaaaaaaa,0.996037
28904,В,0.9960376
10833,oplus,0.99604046
18694,xff,0.9960406
11692,▁Лу,0.99604875
10425,чних,0.9960501
10805,▁gorgeous,0.9960518
31818,▁горо,0.9960532
18208,▁Sü,0.9960571
24664,Descriptor,0.99605966
22510,Hint,0.99605983
30278,▁Кра,0.99606115
10255,"▁–,",0.9960641
3408,’.,0.9960753
30844,ɣ,0.9960805
18872,▁+\,0.99608684
7196,""",""",0.9960889
31401,ե,0.99608916
473,/*!,0.99609387
15351,▁в,0.99609625
12082,removed,0.99609935
30581,лександ,0.99610466
503,descriptor,0.9961047
7575,ի,0.9961047
1925,▁Х,0.9961053
30989,сон,0.9961152
30015,кола,0.9961162
10493,▁Ш,0.9961214
9458,▁&#,0.99612236
20744,▁(†,0.99612266
24462,евич,0.99612343
1908,?”,0.9961237
31268,კ,0.9961407
8773,Btn,0.9961419
1581,ència,0.9961422
12616,▁это,0.9961555
21951,▁février,0.9961561
23478,рал,0.99615765
25616,ници,0.9961594
26154,▁:),0.99616635
16964,▁км,0.9961684
14782,ὁ,0.99617064
2737,▁Ни,0.9961709
29893,_.,0.9961712
1294,дия,0.99617416
27297,▁Дже,0.9961745
29642,мир,0.9961757
3947,Emit,0.99618626
21375,}}^,0.9961887
23551,▁beskrevs,0.99619234
30212,Gamma,0.9961925
3074,,0.99619365
11481,Msg,0.99619544
7247,град,0.99619865
16664,cció,0.99620736
17718,,0.9962149
26991,getAttribute,0.99622226
19461,▁А,0.99622375
3151,▁pkt,0.99622643
24569,▁(&,0.9962268
15261,цер,0.99623007
19268,▁$|\,0.9962301
8531,▁изда,0.9962363
6279,-),0.9962485
22432,▁smiled,0.9962488
1234,袁,0.9962504
23689,▁було,0.9962522
14435,"_,",0.99625325
12400,▁crusher,0.9962539
28811,削,0.9962571
1108,გ,0.9962659
15638,\{,0.99627244
4308,▁“,0.99627274
26541,Ok,0.9962772
18072,Preferences,0.99627733
17627,ս,0.99627805
31190,Elem,0.9962793
30954,郡,0.9962822
14419,▁lors,0.9962859
26869,▁её,0.9962884
10859,meisterschaft,0.99628985
7840,▁père,0.9962939
15507,▁Schaus,0.99629533
7530,newcommand,0.9962964
20440,▁UINT,0.99629915
4701,claimer,0.9963017
10487,ostream,0.9963017
6036,յ,0.99630314
18145,каде,0.99630713
22204,'',0.996311
27534,▁septembre,0.9963144
332,▁$\,0.9963145
26731,▁asympt,0.99632156
15864,▁уби,0.9963236
24455,▁распо,0.9963238
21858,<0xCE>,0.9963263
20903,ា,0.9963287
3627,▁cfg,0.9963315
685,тон,0.9963323
7821,FRAME,0.9963331
18348,##,0.9963362
9594,▁ар,0.99633783
7378,▁Си,0.9963387
30727,Literal,0.99634165
30176,Parts,0.99634194
5316,▁Украї,0.9963447
30898,▁Т,0.9963475
31951,ктор,0.9963515
12664,Paths,0.99635404
10194,:_,0.9963561
21005,▁х,0.9963561
17165,▁Мар,0.9963583
21456,\',0.9963591
13964,▁бере,0.9963621
425,կ,0.99636227
21520,"=""<?",0.9963627
28086,▁Fortunately,0.99636316
28512,ская,0.9963635
16872,▁SND,0.9963642
17763,вана,0.99637103
1998,footnote,0.99637425
3302,langle,0.99637437
26982,чний,0.99637675
8856,▁januari,0.9963769
27764,мпи,0.9963782
28105,๐,0.99638075
21517,TypeInfo,0.99638605
5679,CFG,0.99638766
13323,😬,0.9963974
13538,confirm,0.99639744
522,.(,0.99639904
23809,Cfg,0.9964067
29727,ського,0.9964078
13666,ским,0.996422
31019,־,0.996425
409,springframework,0.9964258
12807,▁сель,0.9964269
7498,▁Actually,0.9964284
7271,Groups,0.9964301
4336,▁Пре,0.9964324
24627,▁отри,0.9964325
25802,NotNull,0.9964327
26334,ƒ,0.99643344
10317,чёт,0.99643433
26951,▁особи,0.9964349
26729,ских,0.9964352
6191,თ,0.99643826
19581,ө,0.9964422
27209,▁Евро,0.9964435
1545,}_\,0.99644387
22441,FW,0.99644434
17381,ნ,0.9964465
9363,,0.9964504
11157,Ē,0.9964509
12885,▁deel,0.99645144
12305,▁voce,0.9964518
28249,▁худо,0.9964527
15902,▁regia,0.99645424
9944,>::,0.9964612
3080,▁Гу,0.9964628
27919,"▁"",""",0.9964653
7534,▁им,0.99646676
4888,▁Ба,0.9964733
4529,‟,0.9964744
21363,▁hopefully,0.99648744
4148,▁Ли,0.9964884
30127,With,0.99649036
21382,Pane,0.9964905
27983,🤡,0.9964913
24786,Req,0.9964918
7199,)}\,0.99649227
2500,were,0.99649394
2629,▁miejsce,0.9964967
21379,публи,0.9964972
15283,▁quasi,0.9964973
12251,}=,0.99649745
24825,ViewById,0.99650097
19908,)}_{,0.9965049
3818,▁була,0.9965086
26305,▁С,0.99651104
19077,▁edific,0.9965261
28000,▁eller,0.99652946
16643,grp,0.9965313
6944,вед,0.99653196
15174,ਾ,0.9965373
308,Univers,0.99653834
17622,▁nevertheless,0.9965403
18428,▁як,0.9965423
18490,xfe,0.9965425
18405,Õ,0.99654394
7086,again,0.9965465
30229,,0.9965465
6186,Ž,0.9965477
27420,▁той,0.99654853
31519,▁DT,0.9965491
9952,▁htt,0.9965509
19272,ĕ,0.9965559
25130,▁не,0.99655616
16122,▁ву,0.99655837
28654,▁drei,0.99655926
6887,▁handsome,0.99656653
23840,uilder,0.9965695
18331,▁сі,0.9965713
5408,undef,0.9965741
8978,▁клу,0.99657416
8015,▁города,0.9965787
15000,Љ,0.9965794
13552,▁куль,0.9965795
17834,▁cnt,0.99658185
25651,▁went,0.99658287
31666,▁шко,0.99658346
27224,▁Fue,0.99658555
2717,Temp,0.9965859
30866,▁також,0.9965873
28555,“,0.9966005
25654,▁вели,0.9966016
13868,ћи,0.9966037
13660,Marker,0.99660546
25031,վ,0.99661046
19080,▁pecul,0.99661094
20725,▁álbum,0.99661624
12456,▁Пер,0.99661714
17092,What,0.9966188
29096,▁або,0.99661887
28406,mathcal,0.9966192
25549,ATTRIB,0.99661994
8288,frak,0.9966212
10930,ն,0.9966222
20852,pkt,0.9966285
25385,нар,0.99662864
24534,▁гене,0.99662876
29169,▁fueron,0.9966289
18580,▁kv,0.9966304
2216,▁nahm,0.99663526
17564,"”,",0.9966359
334,▁ont,0.9966379
18065,Strip,0.996638
22746,▁станов,0.99663806
21332,▁ї,0.9966408
5172,▁membre,0.9966414
17991,▁existe,0.996642
211,▁complaining,0.99664426
7736,▁Ł,0.99664515
28190,"):",0.99664843
29690,олові,0.99664843
16334,OBJECT,0.99665046
12838,▁arrog,0.99665153
10321,▁downstairs,0.99665296
24130,"\"">",0.9966538
23931,RW,0.99665403
13690,▁apparently,0.9966587
30799,сій,0.99665976
20250,▁whose,0.99666077
10453,▁anche,0.9966637
4606,Entries,0.9966703
19042,eqn,0.99667484
5176,‬,0.9966756
29457,deserialize,0.9966771
31498,Stats,0.9966812
16937,Addr,0.99668276
27936,,0.9966835
3648,▁een,0.99668425
15159,"$,",0.9966846
9920,▁ор,0.99668735
5589,▁Ко,0.9966879
29980,▁гу,0.9966895
12351,▁Ро,0.99669003
12497,▁outrage,0.99669147
29600,утбо,0.99669254
562,унк,0.9966941
30100,'=>,0.9966956
23890,cpy,0.99669635
27988,How,0.99669874
13097,unately,0.9967005
19531,Clause,0.99670273
3797,▁fünf,0.9967042
20934,vart,0.9967084
18325,▁murmured,0.99670905
3323,▁unter,0.99671066
4818,}-,0.9967109
25552,🤣,0.9967115
5232,ὸ,0.99671197
30973,цо,0.99671197
28384,"=""../../",0.9967127
27916,▁smelled,0.99671376
14991,▁According,0.99671423
3206,▁showed,0.99671537
23421,+,0.9967164
3541,▁Illuminate,0.99672157
13137,▁Д,0.996722
25029,пози,0.99672943
21823,вано,0.9967301
20471,▁Лю,0.99673223
26632,мия,0.9967382
25679,▁архи,0.9967388
4313,ръ,0.9967461
24287,▁),0.99674654
21907,▁Mün,0.99674875
14089,ാ,0.9967513
27076,▁Universität,0.99675155
18197,▁ві,0.9967524
25509,лове,0.9967525
18633,ے,0.9967529
14687,!(,0.99675596
25175,▁ASSERT,0.99675727
11980,▁смер,0.99675775
13739,"▁""'",0.9967598
26582,▁polynomial,0.99676096
4485,Opcode,0.99676174
24950,unned,0.9967674
28156,getMessage,0.9967687
29404,▁dicembre,0.99677294
11375,▁служ,0.99678254
29747,UnityEngine,0.99678516
5516,FFER,0.996786
30724,CACHE,0.9967868
22626,▁MODULE,0.9967869
25112,😤,0.996789
19004,)_{,0.9967932
31050,По,0.99679434
15700,"▁""../",0.9967948
24203,▁destro,0.9967996
986,ició,0.99680036
23971,▁hilar,0.9968042
27429,▁woj,0.9968046
30375,ской,0.99680513
9914,бург,0.9968089
31048,▁Because,0.99681044
28959,retval,0.9968111
6532,_*,0.9968127
6240,▁час,0.9968134
9256,မ,0.9968169
15104,*).,0.996817
17790,lemma,0.9968222
3923,▁Ми,0.99682415
23854,▁noviembre,0.99682474
12446,ә,0.9968264
9532,sched,0.9968277
26244,"▁"":",0.9968279
4298,▁gennaio,0.99683005
19421,notice,0.9968325
25677,ო,0.99683326
23195,▁ін,0.9968335
6731,▁е,0.99683434
13235,▁была,0.9968431
6694,▁amazing,0.9968447
1723,▁проти,0.99685043
25518,▁Yeah,0.9968527
19184,▁из,0.99685395
6347,mmc,0.99685407
26219,▁Observable,0.99685633
6074,ція,0.9968585
1023,"\,",0.99685943
2988,▁inode,0.99686277
16163,▁Бо,0.9968643
15936,▁roku,0.996865
6161,’,0.99686587
4487,▁ю,0.9968666
27845,!”,0.99686843
22989,▁devient,0.9968704
15440,ър,0.9968716
22045,хі,0.9968754
11973,?.,0.99687576
9973,Tile,0.99687636
26210,▁кра,0.996877
16752,вся,0.9968798
2109,ქ,0.9968828
21584,Ћ,0.99688363
4080,анг,0.9968842
2133,▁cb,0.99688447
15592,that,0.9968884
4742,▁brut,0.99689174
8664,ALLOC,0.9968919
19591,▁Staats,0.99689275
25590,ця,0.996893
1623,"""><?",0.996896
15834,ври,0.99689656
25822,▁‘,0.99689674
27262,Buttons,0.99689823
6959,писи,0.9969027
27889,::$,0.9969052
26835,&&,0.99690706
21703,დ,0.996909
22312,}\\,0.99691063
31592,▁а,0.99691135
18150,▁seit,0.9969133
16881,▁txt,0.9969139
24574,Lookup,0.99691576
22634,▁took,0.99691784
26818,▁його,0.9969188
26901,▁wyst,0.9969195
22116,▁gren,0.9969211
27507,▁мест,0.9969239
27213,▁But,0.99692446
7461,▁#!,0.9969253
13965,▁wurde,0.996926
23815,က,0.99692774
24902,র,0.9969286
12925,▁crap,0.99692917
6223,▁irq,0.9969319
8043,Hex,0.9969324
24137,▁zwe,0.9969324
1388,▁surprisingly,0.99693537
310,▁MVT,0.9969391
17058,▁retval,0.9969399
27952,▁clk,0.99694216
263,cmp,0.9969423
10536,notification,0.996944
5951,вої,0.99694616
26079,▁зі,0.9969508
14987,лий,0.99695086
23745,▁erano,0.99695116
1320,народ,0.9969539
9545,▁че,0.9969539
